region,t,t1,th_tt_bc,th_t1t1_bc,th_tt1_bc,th_t1t_bc
Ganja-Dashkasan economic region,2019,2020,0.7203679900329873,0.7268540914923729,0.7116135741346628,0.7358366820305456
Gazakh-Tovuz economic region,2019,2020,0.6248699477550516,0.6483735890158657,0.6332912475861752,0.6382367795813595
Guba-Khachmaz economic region,2019,2020,0.5856984418214441,0.6157084283912594,0.5969355626766493,0.6028661858894172
Karabakh economic region,2019,2020,0.7411636080282118,0.7825569709950666,0.7679007601160713,0.7553095116387982
Lankaran-Astara economic region,2019,2020,0.3449715378485328,0.3600308445403708,0.3416381820152958,0.3636124156307041
Mil-Mughan economic region,2019,2020,0.5133628395199494,0.5159039343321914,0.5066418996121107,0.5225493053346606
Nakhchivan Autonomous Republic,2019,2020,0.4161034453025638,0.4256307291167009,0.4152130034898076,0.4245876984080107
Shaki-Zagatala economic region,2019,2020,0.5059418668152231,0.5283255558498836,0.5136291810856324,0.5200078288220799
Shirvan-Salyan economic region,2019,2020,0.4805836317400347,0.5174690220462623,0.5081268938395631,0.4899453981102044
Absheron-Khizi economic region,2020,2021,0.5691390593757477,0.5412952313659671,0.6147239489498277,0.5242053526929176
Central Aran economic region,2020,2021,0.5988093784235755,0.5431317184055948,0.5785745841615608,0.5623082632009501
Daghlig Shirvan economic region,2020,2021,0.5055980907627327,0.4792642203113521,0.5120963614412737,0.4612520770041174
Eastern Zangazur economic region,2020,2021,0.3965216216768852,0.2945313655498757,0.305459591822215,0.3657950073275701
Ganja-Dashkasan economic region,2020,2021,0.7340386322879656,0.7529094402806678,0.8018057356155472,0.6883420736546435
Gazakh-Tovuz economic region,2020,2021,0.6552436088749087,0.6185648670407001,0.6589375874440344,0.6132555130110537
Guba-Khachmaz economic region,2020,2021,0.6202566825331568,0.5933772784434332,0.6273239877914956,0.5834355694576161
Karabakh economic region,2020,2021,0.7896398816401162,0.7219154497591218,0.7676406135469187,0.742341963481078
Lankaran-Astara economic region,2020,2021,0.3682898933908394,0.3613440374837012,0.3848642869153149,0.3311479566530626
Mil-Mughan economic region,2020,2021,0.5210208349545922,0.4901963650038907,0.5222654788729053,0.4892455484777438
Nakhchivan Autonomous Republic,2020,2021,0.4305058089246685,0.4073868427797001,0.4342318280551727,0.4005737165257908
Shaki-Zagatala economic region,2020,2021,0.5326098097443762,0.5088732514178542,0.5474083367246863,0.4950502756911524
Shirvan-Salyan economic region,2020,2021,0.5226291357587567,0.4844114405221698,0.5159232549000792,0.4904932902951707
Absheron-Khizi economic region,2021,2022,0.556038080118729,0.70829840138006,0.7631769802710784,1.110098216982995
Central Aran economic region,2021,2022,0.5445021370216547,0.5447581274449409,0.5426442352019482,0.5446598719368329
Daghlig Shirvan economic region,2021,2022,0.4943206510746356,0.5705295545839635,0.53422753560264,0.5442166040650324
Eastern Zangazur economic region,2021,2022,0.2961993051684802,0.3093984627787556,0.3294012092841639,0.2758942096324111
Ganja-Dashkasan economic region,2021,2022,0.7562111566736561,0.7677280037609922,0.768482996442919,0.7546889775422583
Gazakh-Tovuz economic region,2021,2022,0.6213041364316252,0.6295227267263659,0.635313032627386,0.6152433896031522
Guba-Khachmaz economic region,2021,2022,0.5868495881018081,0.5961235377969849,0.6145999071594813,0.5697201210177221
Karabakh economic region,2021,2022,0.7246022834647625,0.732890916131628,0.7326029613122262,0.7248870935606699
Lankaran-Astara economic region,2021,2022,0.3680221667158706,0.4429418758697074,0.3343793382187717,0.3661141625126284
Mil-Mughan economic region,2021,2022,0.4929106088456607,0.4884870971267717,0.4889347150118147,0.4915396454518739
Nakhchivan Autonomous Republic,2021,2022,0.4091339746942309,0.4059122867759649,0.409665571237352,0.4048584269021719
Shaki-Zagatala economic region,2021,2022,0.5103559818404286,0.5134455192914744,0.5223557569393731,0.4999610624488095
Shirvan-Salyan economic region,2021,2022,0.4872217047160417,0.4839391305799478,0.4825322990191079,0.4856188828251579
Absheron-Khizi economic region,2022,2023,0.7118228434938625,0.5289779691836638,1.2758240951056323,0.5535903894744127
Central Aran economic region,2022,2023,0.5462605314188014,0.4383228841736729,0.5589260534297538,0.4281273260791866
Daghlig Shirvan economic region,2022,2023,0.5698379794642302,0.4057003380881523,0.6377585872475242,0.3842295906709748
Eastern Zangazur economic region,2022,2023,0.3221935982354144,0.2680010006955429,0.3472633755947479,0.2451706868470082
Ganja-Dashkasan economic region,2022,2023,0.7725580673442357,0.6424578116589368,0.820421507999269,0.6056755365483455
Gazakh-Tovuz economic region,2022,2023,0.635054969643308,0.497744258632487,0.647947738941527,0.4876483411182266
Guba-Khachmaz economic region,2022,2023,0.6086774028667958,0.4813406951039272,0.6233113400045265,0.4687479560551568
Karabakh economic region,2022,2023,0.7359383950927209,0.596667442405793,0.7625885411908088,0.5752947599575065
Lankaran-Astara economic region,2022,2023,0.4305036097382713,0.2536559946572426,0.4560617065511956,0.2462810469744981
Mil-Mughan economic region,2022,2023,0.4908118003310792,0.3863130342022624,0.4933619434252198,0.3839481879840981
Nakhchivan Autonomous Republic,2022,2023,0.4088460883567764,0.4651378414394205,0.5932978470270855,0.3145733056277065
Shaki-Zagatala economic region,2022,2023,0.5163437112398465,0.4208327310023279,0.5443225803426595,0.3990119190994751
Shirvan-Salyan economic region,2022,2023,0.4850154141338085,0.3622667868683459,0.464079104465608,0.3802988125400781
Absheron-Khizi economic region,2023,2024,0.5136791966511531,0.5218703415406716,0.7849943910518471,0.9176948823507729
Central Aran economic region,2023,2024,0.44836404532012397,0.578267582132976,0.45134097212069435,0.5743663195481874
Daghlig Shirvan economic region,2023,2024,0.4030342725315832,0.6793323066945507,0.4415305718295831,0.6145213448478991
Eastern Zangazur economic region,2023,2024,0.2704059027322932,0.3999829698820929,0.29465506100131184,0.3811186300631798
Ganja-Dashkasan economic region,2023,2024,0.6553539608225303,0.8620051891019757,0.6730719889845589,0.8393277632614848
Gazakh-Tovuz economic region,2023,2024,0.5088518174967995,0.6819549181931406,0.5198290841393012,0.66805507481977
Guba-Khachmaz economic region,2023,2024,0.49608657626223196,0.6904413116809369,0.509938963084013,0.6662782772127843
Karabakh economic region,2023,2024,0.6086546616325805,0.7602611653579108,0.5935969520299683,0.7795057368082328
Lankaran-Astara economic region,2023,2024,0.2608712966710598,0.417664985239266,0.273040931087994,0.3960909589241822
Mil-Mughan economic region,2023,2024,0.39407417332605343,0.511780438381459,0.39960905333256375,0.5046919019919616
Nakhchivan Autonomous Republic,2023,2024,0.473920487209174,0.6211085169949511,0.48432689850616195,0.6074990883585564
Shaki-Zagatala economic region,2023,2024,0.4318772865207454,0.5941120545521443,0.44930616100954235,0.5729580632201839
Shirvan-Salyan economic region,2023,2024,0.3702887280091167,0.49160005491609793,0.381770194829345,0.4774034181740203
