region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,sfa_te_translog
Lankaran district,district,2011,35.71,31.34,22555.0,22219.0,1194.0,47.7,28983.0,,,41.4,,35.71,,0.7825055602575999
Lankaran district,district,2012,32.24,33.62,23304.0,23043.0,482.0,47.9,30152.0,4.3,27.3,38.73,,32.24,4.3,0.7859335424091153
Lankaran district,district,2013,27.48,34.04,23834.0,23513.0,489.0,48.2,31208.0,5.8,,29.1,,27.48,5.8,0.7893127954461805
Lankaran district,district,2014,33.3,32.08,24070.0,23640.0,479.0,48.4,31893.0,1.9,,33.93,,33.3,1.9,0.7932690651800858
Lankaran district,district,2015,35.43,33.82,24088.0,23661.0,597.0,48.5,32885.0,5.4,,38.33,,35.43,5.4,0.7997463437507204
Lankaran district,district,2016,39.07,34.34,23839.0,23426.0,873.0,48.6,33419.0,4.1,,42.84,,39.07,4.1,0.8047236519649704
Lankaran district,district,2017,45.52,,23504.0,23002.0,929.0,49.2,33790.0,5.9,,47.02,,45.52,5.9,0.8110850300880132
Lankaran district,district,2018,43.13,,23953.0,23530.0,609.0,49.2,34089.0,5.1,,43.45,,43.13,5.1,0.8090961841114693
Lankaran district,district,2019,41.37,41.43,24316.0,23866.0,522.0,49.4,34785.0,6.1,5.1,44.12,43.76,41.37,6.1,0.8107285724834777
Lankaran district,district,2020,44.33,54.02,24510.0,24075.0,456.0,49.3,34936.0,3.9,14.2,46.07,61.67,44.33,3.9,0.8100150232997754
Lankaran district,district,2021,53.73,56.3,24765.0,24407.0,441.0,49.3,35210.0,10.0,7.7,64.61,60.99,53.73,10.0,0.8087439440670856
Lankaran district,district,2022,68.04,59.11,25064.0,24654.0,292.1,49.2,35660.0,7.9,11.1,70.7,67.01,68.04,7.9,0.8099440529120255
Lankaran district,district,2023,70.92,62.97,24925.0,24519.0,256.6,49.2,36440.0,6.4,8.3,78.04,67.63,70.92,6.4,0.815980871842063
Lankaran district,district,2024,72.0,77.01,25326.0,24841.0,155.1,3.3,37003.0,3.1,9.3,82.03,86.32,72.0,3.1,0.8168066967207013
Lerik district,district,2000,,,15255.0,14691.0,70.0,,12638.0,,,,,,,0.6729600914133018
Lerik district,district,2001,,,15552.0,15107.0,291.0,,12594.0,,,,,,,0.6601820489491352
Lerik district,district,2002,,,15977.0,15547.0,11.0,,12351.0,,,,,,,0.6449036911815416
Lerik district,district,2003,,,16065.0,15652.0,313.0,,13583.0,,,,,,,0.6721582203225429
Lerik district,district,2004,,,16186.0,15787.0,475.0,,13691.0,,,,,,,0.6704063961464475
Lerik district,district,2005,25.0,14.0,16254.0,15892.0,519.0,45.8,13745.0,11.7,14.6,28.0,16.04,25.0,11.7,0.6691602517441445
Lerik district,district,2006,,,16391.0,16104.0,868.0,,13748.0,,,,,,,0.662676865132527
Lerik district,district,2007,,,16667.0,16428.0,328.0,,13760.0,,,,,,,0.6604852305906388
Lerik district,district,2008,27.03,17.6,16696.0,16493.0,239.0,54.1,13768.0,25.0,93.7,33.33,34.0,27.03,25.0,0.6602870672649045
Lerik district,district,2009,24.68,30.94,16585.0,16411.0,407.0,48.0,13776.0,22.2,,36.67,,24.68,22.2,0.6604665998826572
Lerik district,district,2010,26.29,25.4,16747.0,16642.0,415.0,46.8,13788.0,,,,,26.29,,0.6561757233007804
Lerik district,district,2011,29.48,31.19,16732.0,16644.0,356.0,48.0,13795.0,59.3,,50.0,,29.48,59.3,0.6568140374783203
Lerik district,district,2012,31.59,30.93,16764.0,16701.0,306.0,48.0,14943.0,108.0,,66.67,,31.59,108.0,0.68113509966158
Lerik district,district,2013,31.66,31.84,16789.0,16724.0,334.0,48.0,15109.0,116.7,121.4,72.2,67.4,31.66,116.7,0.6838584650303032
Lerik district,district,2014,31.71,32.34,16811.0,16753.0,341.0,48.8,15194.0,,,,,31.71,,0.6849797437184666
Lerik district,district,2015,33.33,30.38,16831.0,16783.0,423.0,47.6,15644.0,117.1,108.8,70.0,63.84,33.33,117.1,0.6927063221938434
Lerik district,district,2016,35.71,32.96,16908.0,16868.0,411.0,47.6,15696.0,146.6,,85.38,,35.71,146.6,0.6922322904070953
Lerik district,district,2017,39.58,21.93,16532.0,16485.0,389.0,47.9,15967.0,,127.0,,73.76,39.58,127.0,0.7048436783267856
Lerik district,district,2018,36.17,18.03,16745.0,16701.0,318.0,48.9,15979.0,180.8,102.8,94.8,62.95,36.17,180.8,0.7016378337886899
Lerik district,district,2019,34.92,41.71,17040.0,16998.0,309.0,47.6,23521.0,105.1,,72.79,,34.92,105.1,0.8017144423532343
Lerik district,district,2020,37.93,,17349.0,17298.0,301.0,48.0,23653.0,112.0,,76.68,,37.93,112.0,0.7989125096439849
Lerik district,district,2021,40.41,,17168.0,17118.0,527.2,58.4,23961.0,17.0,,24.71,,40.41,17.0,0.8029750882949547
Lerik district,district,2022,50.07,,17874.0,17824.0,308.0,44.9,23743.0,96.2,,64.13,,50.07,96.2,0.7925062619658616
Lerik district,district,2023,15.63,,17160.0,17134.0,376.0,18.6,27699.0,64.0,,90.7,,15.63,64.0,0.8338307865852783
Lerik district,district,2024,20.38,,17145.0,17145.0,376.0,11.7,30896.0,2.8,,35.54,,20.38,2.8,0.8529969150322714
Masalli district,district,2003,,,26593.0,24960.0,90.0,,36894.0,,,,,,,0.8152042349796126
Masalli district,district,2004,,,29229.0,27622.0,270.0,,38257.0,,,,,,,0.7999028153902844
Masalli district,district,2005,21.0,8.71,30607.0,28957.0,315.0,47.9,43524.0,10.9,50.0,14.83,18.46,21.0,10.9,0.8176870213421922
Masalli district,district,2006,,,32140.0,30532.0,365.0,,43839.0,,,,,,,0.8075278555266981
Masalli district,district,2007,,,33490.0,31717.0,453.0,,43942.0,,,,,,,0.7990726728975469
Masalli district,district,2008,25.0,38.0,34170.0,32320.0,472.0,48.0,44155.0,18.2,45.0,26.0,58.0,25.0,18.2,0.7957238751126218
Masalli district,district,2009,,15.22,35476.0,33614.0,583.0,48.0,44185.0,25.0,53.5,20.83,21.55,15.22,25.0,0.7860711426024503
Masalli district,district,2010,12.36,53.85,34943.0,33072.0,974.0,48.0,42223.0,25.0,25.0,20.8,40.0,12.36,25.0,0.7776108951166899
Masalli district,district,2011,43.92,16.67,35473.0,33775.0,913.0,48.0,43133.0,42.9,,20.8,,43.92,42.9,0.7778788549468159
Masalli district,district,2012,14.67,16.13,36308.0,34655.0,1089.0,48.0,45289.0,42.9,,20.83,,14.67,42.9,0.7832526138098747
Masalli district,district,2013,12.0,16.13,36619.0,34980.0,1951.0,48.7,48575.0,66.7,,20.8,66.7,12.0,66.7,0.79620761014716
Masalli district,district,2014,,17.24,36488.0,35040.0,1759.0,,48960.0,,135.3,,40.0,17.24,135.3,0.7979968915018532
Masalli district,district,2015,,,36448.0,35041.0,1458.0,,49018.0,,,,,,,0.7988338486261048
Masalli district,district,2016,,,36495.0,35085.0,1765.0,,49872.0,,,,,,,0.8019586822087482
Masalli district,district,2017,,,36505.0,35092.0,3921.0,,50101.0,,,,,,,0.800050239139271
Masalli district,district,2018,,,36567.0,35126.0,2425.0,,50194.0,,,,,,,0.8021151352015569
Masalli district,district,2019,,,36628.0,35200.0,2963.0,,49249.0,,,,,,,0.7964851154077539
Masalli district,district,2020,,,36621.0,35150.0,3075.6,,49463.0,,,,,,,0.7976831106664805
Masalli district,district,2021,,,36714.0,35206.0,3338.7,,49563.0,,75.1,,35.0,,75.1,0.7974626088182314
Masalli district,district,2022,,,37349.0,35874.0,3126.5,,49571.0,,,,,,,0.7934016681859858
Masalli district,district,2023,,,37460.0,36012.0,2895.0,,50526.0,,,,,,,0.7973166145110954
Masalli district,district,2024,39.0,,37198.0,35687.0,3262.0,48.0,50545.0,15.9,,69.57,,39.0,15.9,0.7990194880658511
Neftchala district,district,2000,,,15536.0,13236.0,5887.0,,19180.0,,,,,,,0.8006056877059219
Neftchala district,district,2001,,,16016.0,13761.0,4432.0,,17753.0,,,,,,,0.7740220480417527
Neftchala district,district,2002,,,16696.0,14371.0,5045.0,,17657.0,,,,,,,0.7600941069196118
Neftchala district,district,2003,,,17515.0,15285.0,5915.0,,18110.0,,,,,,,0.7487895844092071
Neftchala district,district,2004,,,17774.0,15630.0,6059.0,,18545.0,,,,,,,0.7489582035911166
Neftchala district,district,2005,23.88,23.99,18431.0,16486.0,5805.0,50.0,18736.0,-33.0,-29.2,16.29,17.0,23.88,-33.0,0.7370304613981322
Neftchala district,district,2006,,,18141.0,16371.0,6647.0,,17950.0,,,,,,,0.7255682432542965
Neftchala district,district,2007,,,18228.0,16496.0,9493.0,,18855.0,,,,,,,0.7346892674734448
Neftchala district,district,2008,26.06,18.86,18554.0,16895.0,12775.0,50.0,19999.0,49.0,73.7,39.04,33.0,26.06,49.0,0.7421178592332272
Neftchala district,district,2009,26.0,18.58,19113.0,17547.0,11131.0,49.0,20000.0,27.2,40.0,35.52,35.0,26.0,27.2,0.7325248126117297
Neftchala district,district,2010,22.54,20.28,19495.0,17929.0,10285.0,48.0,20167.0,42.6,39.3,32.3,28.1,22.54,42.6,0.7293863132938984
Neftchala district,district,2011,19.16,20.28,19864.0,18268.0,10754.0,48.0,20207.0,-6.8,39.3,16.8,28.1,19.16,-6.8,0.7241162508916783
Neftchala district,district,2012,27.56,16.36,20236.0,18521.0,12072.0,48.0,22869.0,46.8,39.3,43.7,28.1,27.56,46.8,0.7544757946766032
Neftchala district,district,2013,27.14,16.23,20677.0,18929.0,10628.0,48.5,23734.0,57.4,74.4,43.7,28.7,27.14,57.4,0.7597092738744101
Neftchala district,district,2014,22.07,34.18,20869.0,19147.0,12191.0,48.0,23865.0,95.6,139.5,53.49,39.62,22.07,95.6,0.7570159871819556
Neftchala district,district,2015,13.68,90.0,21062.0,19356.0,12348.0,46.0,24325.0,158.1,53.8,70.0,40.0,13.68,158.1,0.7591677805178793
Neftchala district,district,2016,16.36,187.5,21173.0,19559.0,10695.0,45.4,24415.0,157.3,141.8,70.0,60.0,16.36,157.3,0.7585053252550293
Neftchala district,district,2017,20.03,34.29,21039.0,19802.0,8746.0,46.1,24508.0,62.3,44.4,60.79,60.0,20.03,62.3,0.7577495942768219
Neftchala district,district,2018,21.43,33.93,20959.0,19877.0,8870.0,46.7,27163.0,113.3,93.4,50.0,50.23,21.43,113.3,0.7834526089345764
Neftchala district,district,2019,16.5,16.15,21030.0,20017.0,9519.0,46.7,31151.0,120.7,98.4,40.49,51.58,16.5,120.7,0.8132003024925212
Neftchala district,district,2020,16.5,16.15,21127.0,20216.0,11282.8,46.7,31180.0,133.8,83.8,79.42,80.0,16.5,133.8,0.8102103473494622
Neftchala district,district,2021,19.55,16.4,22452.0,21582.0,11311.5,46.7,31696.0,138.8,100.0,73.4,75.11,19.55,138.8,0.7992754172282299
Neftchala district,district,2022,19.3,16.4,22440.0,21603.0,9268.2,46.7,31920.0,119.6,100.0,80.0,80.0,19.3,119.6,0.8019550231109721
Neftchala district,district,2023,19.25,16.42,24708.0,23774.0,8505.4,46.7,32157.0,100.0,90.5,80.0,80.0,19.25,100.0,0.7815405507213256
Neftchala district,district,2024,20.42,16.43,23814.0,22820.0,8063.0,46.7,34894.0,112.6,83.6,54.56,80.0,20.42,112.6,0.8105710934994909
Oghuz district,district,2000,,,12201.0,9931.0,311.0,,11346.0,,,,,,,0.7586797578569754
Oghuz district,district,2001,,,12217.0,9909.0,313.0,,12938.0,,,,,,,0.7927799810085469
Oghuz district,district,2002,,,12454.0,10193.0,365.0,,13557.0,,,,,,,0.7963394572555661
Oghuz district,district,2003,,,12494.0,10323.0,446.0,,14358.0,,,,,,,0.8058015029379607
Oghuz district,district,2004,,,12562.0,10495.0,757.0,,15464.0,,,,,,,0.8162796109047915
Oghuz district,district,2005,22.68,22.36,12565.0,10595.0,748.0,45.7,15476.0,39.0,36.3,31.52,31.88,22.68,39.0,0.8143950051907878
Oghuz district,district,2006,,,12806.0,10992.0,1222.0,,15477.0,,,,,,,0.8038858901807353
Oghuz district,district,2007,,,12870.0,11125.0,2291.0,,15488.0,,,,,,,0.7979097623883781
Oghuz district,district,2008,32.87,34.92,13051.0,11440.0,2373.0,46.5,15491.0,80.9,64.0,59.44,60.0,32.87,80.9,0.7909607440348279
Oghuz district,district,2009,31.58,34.48,12926.0,11396.0,2216.0,47.0,15493.0,102.7,65.3,63.92,60.0,31.58,102.7,0.7923408543280158
Oghuz district,district,2010,36.93,39.33,12931.0,11464.0,2523.0,47.0,15895.0,71.6,57.5,63.4,65.0,36.93,71.6,0.7962187662102405
Oghuz district,district,2011,37.1,39.59,12942.0,11498.0,3445.0,46.9,15926.0,89.3,56.0,70.5,66.1,37.1,89.3,0.7940647592131216
Oghuz district,district,2012,35.0,37.13,12798.0,11406.0,3017.0,48.0,15953.0,75.9,81.2,61.56,63.6,35.0,75.9,0.7972252065409645
Oghuz district,district,2013,35.0,37.4,12799.0,11463.0,3007.0,47.0,16079.0,55.6,59.2,60.0,62.6,35.0,55.6,0.7978926574552946
Oghuz district,district,2014,35.0,38.47,12050.0,11090.0,2786.0,47.2,16083.0,72.1,48.9,60.24,60.0,35.0,72.1,0.8061480229767636
Oghuz district,district,2015,34.48,37.96,12070.0,11258.0,2789.0,46.4,16084.0,71.4,54.4,60.0,60.0,34.48,71.4,0.802673627874182
Oghuz district,district,2016,35.42,37.97,11826.0,11209.0,2553.0,46.3,16086.0,97.6,50.5,69.18,60.0,35.42,97.6,0.8042270017815787
Oghuz district,district,2017,34.69,38.1,11257.0,10843.0,2093.0,47.0,16086.0,97.1,50.5,69.0,60.0,34.69,97.1,0.812851638376636
Oghuz district,district,2018,38.24,38.24,10467.0,10112.0,1712.0,47.2,15389.0,73.6,50.4,65.9,60.0,38.24,73.6,0.819718593471556
Oghuz district,district,2019,40.0,40.74,10443.0,10190.0,1849.0,49.2,14374.0,37.8,54.8,60.0,65.0,40.0,37.8,0.8027198650013178
Oghuz district,district,2020,40.0,,10434.0,10201.0,1339.0,48.0,14352.0,75.0,54.8,70.0,65.0,40.0,75.0,0.8038122762565278
Oghuz district,district,2021,40.0,40.0,10349.0,10111.0,1138.0,48.0,14236.0,100.2,54.8,80.07,61.99,40.0,100.2,0.8048479644324061
Oghuz district,district,2022,40.02,,10152.0,9945.0,1016.0,48.0,14049.0,124.7,,89.94,,40.02,124.7,0.8062653515443027
Oghuz district,district,2023,39.83,,9791.0,9599.0,1041.0,48.0,14094.0,148.9,,100.0,,39.83,148.9,0.8148927801686049
Oghuz district,district,2024,40.0,,9649.0,9434.0,1073.0,48.0,13819.0,150.0,,100.0,,40.0,150.0,0.8143884421169557
Ordubad district,district,2000,,,2707.0,2662.0,470.0,,3850.0,,,,,,,0.8321461323172517
Ordubad district,district,2001,,,2801.0,2753.0,458.0,,3445.0,,,,,,,0.801146842657493
Ordubad district,district,2002,,,2987.0,2946.0,399.0,,3950.0,,,,,,,0.8159042998201563
Ordubad district,district,2003,,,3086.0,3056.0,482.0,,3946.0,,,,,,,0.8059323994064765
Ordubad district,district,2004,,,3368.0,3327.0,425.0,,4351.0,,,,,,,0.8079207654869104
Ordubad district,district,2005,,,3492.0,3455.0,334.0,,4445.0,,,,,,,0.8048443834872337
Ordubad district,district,2006,,,4295.0,4256.0,254.0,,4626.0,,,,,,,0.7603088586961918
Ordubad district,district,2007,,,4342.0,4302.0,252.0,,4805.0,,,,,,,0.7673854389766502
Ordubad district,district,2008,,,4407.0,4365.0,252.0,,4952.0,,,,,,,0.7711781380621163
Ordubad district,district,2009,,,4496.0,4454.0,251.0,,5100.0,,,,,,,0.773201226703722
Ordubad district,district,2010,,,4577.0,4534.0,223.0,,5225.0,,,,,,,0.7750744419655531
Ordubad district,district,2011,,,4659.0,4611.0,230.0,,5284.0,,,,,,,0.7731537480645292
Ordubad district,district,2012,,,4735.0,4680.0,220.0,,5359.0,,,,,,,0.7728765729908871
Ordubad district,district,2013,,,4780.0,4724.0,220.0,,5424.0,,,,,,,0.7733921751791398
Ordubad district,district,2014,,,4832.0,4775.0,216.0,,5529.0,,,,,,,0.7754395779869238
Ordubad district,district,2015,,,4886.0,4824.0,214.0,,5634.0,,,,,,,0.7774838242847738
Ordubad district,district,2016,,,4950.0,4872.0,414.0,,5751.0,,,,,,,0.7767455458208586
Ordubad district,district,2017,,,5011.0,4927.0,687.0,,5846.0,,,,,,,0.7749204246854534
Ordubad district,district,2018,,,5070.0,4975.0,677.0,,5920.0,,,,,,,0.7755916145980564
Ordubad district,district,2019,,,5233.0,5136.0,669.0,,6035.0,,,,,,,0.7718914939354947
Ordubad district,district,2020,,,5420.0,5319.0,730.0,,6178.0,,,,,,,0.7677491373123271
Ordubad district,district,2021,,,5489.0,5380.0,900.0,,6323.0,,,,,,,0.7693195540370069
Ordubad district,district,2022,,,5557.0,5445.0,874.0,,6414.0,,,,,,,0.7699226974994905
Ordubad district,district,2023,,,3285.0,3237.0,884.0,,4396.0,,,,,,,0.812348170751883
Ordubad district,district,2024,,,3018.0,2981.0,809.1,,4444.0,,,,,,,0.8331834872521777
Saatli district,district,2000,,,20452.0,17387.0,3763.0,,22595.0,,,,,,,0.7763616875803785
Saatli district,district,2001,,,23678.0,19214.0,3378.0,,22733.0,,,,,,,0.7519177434789801
Saatli district,district,2002,,,24578.0,20668.0,5088.0,,24159.0,,,,,,,0.7458776656213003
Saatli district,district,2003,,,25177.0,21517.0,7102.0,,27816.0,,,,,,,0.7709448705915141
Saatli district,district,2004,,,26124.0,22516.0,7635.0,,30650.0,,,,,,,0.7836941663732727
Saatli district,district,2005,11.0,,27036.0,23956.0,7306.0,50.0,31540.0,50.0,,18.0,,11.0,50.0,0.7757040030135454
Saatli district,district,2006,,,28379.0,25450.0,9983.0,,32171.0,,,,,,,0.763152316806155
Saatli district,district,2007,,,29372.0,26780.0,14528.0,,35486.0,,,,,,,0.7730884837073086
Saatli district,district,2008,11.99,12.5,29730.0,27231.0,15470.0,47.9,36381.0,56.5,50.0,24.87,27.0,11.99,56.5,0.7748333336030595
Saatli district,district,2009,12.01,12.6,30374.0,27997.0,14398.0,48.0,36523.0,66.9,60.0,20.02,20.0,12.01,66.9,0.7693201326764488
Saatli district,district,2010,12.52,12.94,30943.0,28823.0,12622.0,48.0,36770.0,53.8,55.4,20.0,20.0,12.52,53.8,0.7645302940512992
Saatli district,district,2011,15.19,15.7,31355.0,29360.0,15137.0,48.0,36845.0,24.5,55.7,20.0,20.3,15.19,24.5,0.7589065030701931
Saatli district,district,2012,25.81,30.0,31524.0,29841.0,16244.0,48.0,37304.0,-35.0,-55.5,20.01,20.0,25.81,-35.0,0.7574295585793596
Saatli district,district,2013,34.0,34.01,31569.0,29913.0,16426.0,48.0,37891.0,15.1,11.2,50.0,50.0,34.0,15.1,0.7609335506607416
Saatli district,district,2014,36.78,33.96,31560.0,29971.0,17688.0,48.9,37893.0,17.2,11.1,50.0,50.0,36.78,17.2,0.7598769502132362
Saatli district,district,2015,36.43,34.03,32064.0,31160.0,19287.0,48.7,38253.0,24.5,11.1,50.0,50.0,36.43,24.5,0.7514328625300657
Saatli district,district,2016,35.32,34.01,32093.0,31309.0,17620.0,48.6,38696.0,25.0,11.1,50.0,50.0,35.32,25.0,0.7540312704156771
Saatli district,district,2017,34.6,34.1,32135.0,31415.0,13299.0,49.0,38753.0,25.0,11.1,57.2,50.0,34.6,25.0,0.7556241142891542
Saatli district,district,2018,33.14,33.23,32208.0,31531.0,13688.0,48.2,41852.0,24.2,11.1,50.0,50.0,33.14,24.2,0.7748775622553365
Saatli district,district,2019,29.8,32.65,32307.0,31701.0,12993.0,48.2,41870.0,67.2,15.9,50.0,50.0,29.8,67.2,0.7739910401067535
Saatli district,district,2020,29.92,32.65,32354.0,31782.0,13838.0,48.2,41877.0,48.8,31.2,50.0,50.0,29.92,48.8,0.7729646620489636
Saatli district,district,2021,30.44,32.65,32464.0,31941.0,15547.6,48.0,41884.0,38.4,15.9,56.35,50.0,30.44,38.4,0.7709371981194284
Saatli district,district,2022,30.47,28.5,32547.0,32034.0,18642.7,48.0,41892.0,97.8,13.8,79.11,50.0,30.47,97.8,0.7689383710139582
Saatli district,district,2023,30.44,27.78,32657.0,32133.0,16586.0,48.0,41899.0,80.5,15.8,73.44,50.0,30.44,80.5,0.7690461911625852
Saatli district,district,2024,30.45,27.78,33274.0,32892.0,18930.0,48.0,41907.0,93.8,19.3,77.54,51.52,30.45,93.8,0.7621084803378742
Sabirabad district,district,2000,,,38594.0,31385.0,4424.0,,49988.0,,,,,,,0.8229285732319226
Sabirabad district,district,2001,,,38884.0,31552.0,4560.0,,44706.0,,,,,,,0.7971914578012165
Sabirabad district,district,2002,,,39911.0,32389.0,5178.0,,44983.0,,,,,,,0.7919431927844184
Sabirabad district,district,2003,,,41604.0,33865.0,7239.0,,47963.0,,,,,,,0.7951170381100703
Sabirabad district,district,2004,,,43179.0,35132.0,6792.0,,55372.0,,,,,,,0.8193858658808708
Sabirabad district,district,2005,16.02,14.22,44757.0,36441.0,8550.0,50.0,58698.0,4.2,19.4,17.0,17.0,16.02,4.2,0.8230087872588268
Sabirabad district,district,2006,,,46314.0,37850.0,10689.0,,62416.0,,,,,,,0.8269118668566523
Sabirabad district,district,2007,,,49189.0,40171.0,12813.0,,66116.0,,,,,,,0.8260359195326901
Sabirabad district,district,2008,28.14,38.6,51721.0,42946.0,15870.0,48.0,69918.0,-16.3,5.3,23.69,55.82,28.14,-16.3,0.8232551733978186
Sabirabad district,district,2009,28.0,33.5,54187.0,45131.0,19216.0,48.1,71270.0,18.2,2.9,33.86,35.0,28.0,18.2,0.8163227677953073
Sabirabad district,district,2010,38.8,34.0,53500.0,44623.0,15075.0,48.1,75621.0,0.3,17.4,40.2,40.0,38.8,0.3,0.8317258931081463
Sabirabad district,district,2011,33.6,33.71,54483.0,45440.0,22581.0,48.1,80316.0,2.9,19.8,35.0,41.0,33.6,2.9,0.8378720084774604
Sabirabad district,district,2012,38.8,33.8,55660.0,46352.0,23206.0,48.1,84581.0,5.6,19.9,42.22,41.0,38.8,5.6,0.8436452446742515
Sabirabad district,district,2013,38.0,29.45,56565.0,47113.0,23041.0,47.9,88661.0,9.2,19.3,43.1,41.4,38.0,9.2,0.8491251060169583
Sabirabad district,district,2014,37.5,25.71,57377.0,47799.0,22419.0,48.0,92877.0,10.4,35.8,43.04,42.7,37.5,10.4,0.8546316415810378
Sabirabad district,district,2015,37.93,29.61,58199.0,48514.0,23252.0,48.0,97771.0,10.1,40.5,42.04,42.94,37.93,10.1,0.8603262737109806
Sabirabad district,district,2016,38.66,29.97,59188.0,49357.0,20033.0,48.0,103719.0,26.0,42.3,50.58,42.72,38.66,26.0,0.8672034307836827
Sabirabad district,district,2017,38.53,,60171.0,51129.0,19342.0,48.1,106852.0,27.1,,51.41,,38.53,27.1,0.8667587143478985
Sabirabad district,district,2018,16.53,,60927.0,55613.0,20141.0,41.5,113994.0,100.0,,30.88,,16.53,100.0,0.8643576006757745
Sabirabad district,district,2019,5.16,,61331.0,57022.0,23872.0,6.9,118812.0,26.2,,72.43,,5.16,26.2,0.8663220306838829
Sabirabad district,district,2020,5.22,,61607.0,58923.0,22374.0,7.1,118771.0,92.0,,58.41,,5.22,92.0,0.8619016154663538
Sabirabad district,district,2021,6.03,,61874.0,60095.0,23062.0,6.8,121761.0,94.9,,61.66,,6.03,94.9,0.8627199878861429
Sabirabad district,district,2022,10.6,,63813.0,61963.0,23752.6,7.9,123523.0,27.8,,44.63,,10.6,27.8,0.8603929805053037
Sabirabad district,district,2023,50.39,,63849.0,62035.0,21475.0,11.2,124397.0,24.2,,62.47,,50.39,24.2,0.8616640477346004
Sabirabad district,district,2024,61.16,,63280.0,62341.0,21963.0,21.1,126595.0,2.7,,67.52,,61.16,2.7,0.8635126490517496
Sadarak district,district,2000,,,940.0,760.0,96.0,,1450.0,,,,,,,0.8979566023968735
Sadarak district,district,2001,,,826.0,649.0,176.0,,1016.0,,,,,,,0.8759614110615446
Sadarak district,district,2002,,,749.0,599.0,250.0,,1101.0,,,,,,,0.8946056887636167
Sadarak district,district,2003,,,1215.0,924.0,290.0,,1235.0,,,,,,,0.8415963672057951
Sadarak district,district,2004,,,1090.0,817.0,290.0,,1420.0,,,,,,,0.8829511782078785
Sadarak district,district,2005,,,1149.0,876.0,405.0,,1459.0,,,,,,,0.8749587878680147
Sadarak district,district,2006,,,1350.0,1041.0,491.0,,1522.0,,,,,,,0.8514154710117542
Sadarak district,district,2007,,,1362.0,1054.0,716.0,,1576.0,,,,,,,0.8526269101950895
Sadarak district,district,2008,,,1384.0,1072.0,700.0,,1600.0,,,,,,,0.852139260579041
Sadarak district,district,2009,,,1408.0,1093.0,523.0,,1630.0,,,,,,,0.8533503458453581
Sadarak district,district,2010,,,1550.0,1128.0,490.0,,1665.0,,,,,,,0.8514191800898696
Sadarak district,district,2011,,,1570.0,1122.0,497.0,,1690.0,,,,,,,0.854751066588467
Sadarak district,district,2012,,,1590.0,1138.0,572.0,,1713.0,,,,,,,0.8535835161206345
Sadarak district,district,2013,,,1610.0,1150.0,597.0,,1715.0,,,,,,,0.8516045068467644
Sadarak district,district,2014,,,1630.0,1164.0,594.0,,1720.0,,,,,,,0.8498681879377251
Sadarak district,district,2015,,,1650.0,1178.0,589.0,,1742.0,,,,,,,0.8498134856848831
Sadarak district,district,2016,,,1670.0,1191.0,767.0,,1764.0,,,,,,,0.8482665938008686
Sadarak district,district,2017,,,1699.0,1210.0,329.0,,1786.0,,,,,,,0.8522120838340976
Sadarak district,district,2018,,,1722.0,1224.0,320.0,,1810.0,,,,,,,0.8524339824885631
Sadarak district,district,2019,,,1746.0,1240.0,374.0,,1850.0,,,,,,,0.8528289194504225
Sadarak district,district,2020,,,1784.0,1265.0,481.0,,1881.0,,,,,,,0.8505320165612437
Sadarak district,district,2021,,,2752.0,2224.0,1437.0,,1907.0,,,,,,,0.6929091314673449
Sadarak district,district,2022,,,2789.0,2255.0,1290.0,,1938.0,,,,,,,0.6943962553371672
Sadarak district,district,2023,,,1445.0,1121.0,1205.0,,1523.0,,,,,,,0.8306504918895843
Sadarak district,district,2024,,,1358.0,1084.0,1171.5,,1539.0,,,,,,,0.8398317601214498
Salyan district,district,2000,,,24761.0,22183.0,6580.0,,30561.0,,,,,,,0.7875529622331322
Salyan district,district,2001,,,24947.0,22521.0,6993.0,,28437.0,,,,,,,0.7649413273162176
Salyan district,district,2002,,,26061.0,23510.0,7541.0,,32409.0,,,,,,,0.7869778902998545
Salyan district,district,2003,,,26606.0,24503.0,9992.0,,31257.0,,,,,,,0.7654260461930394
Salyan district,district,2004,,,27377.0,24930.0,12900.0,,32348.0,,,,,,,0.768147563763268
Salyan district,district,2005,19.3,11.29,28555.0,26382.0,11888.0,47.8,32994.0,71.6,24.0,32.67,14.0,19.3,71.6,0.759174420894536
Salyan district,district,2006,,,29420.0,27461.0,13428.0,,36440.0,,,,,,,0.7741470393528449
Salyan district,district,2007,,,31987.0,30188.0,15586.0,,40192.0,,,,,,,0.7744865093737511
Salyan district,district,2008,20.7,16.01,33124.0,31033.0,17103.0,48.0,40510.0,63.6,56.2,33.85,25.0,20.7,63.6,0.7688743777062582
Salyan district,district,2009,18.59,16.01,33270.0,31163.0,18890.0,48.0,40621.0,56.1,87.4,35.0,30.0,18.59,56.1,0.7677890112772292
Salyan district,district,2010,18.09,17.4,33678.0,31592.0,19229.0,49.3,40000.0,91.5,56.4,34.3,27.9,18.09,91.5,0.7600014109680178
