region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,vrs_raw,crs_raw,vrs_bc,crs_bc,vrs_bootstrap_degenerate_draws,crs_bootstrap_degenerate_draws,scale_eff_raw
Lankaran district,district,2007,,,19060.0,18674.0,50.0,,24235.0,,,,,,,1.0,1.0000000000000002,0.3960646067330189,0.5230926466872627,0,0,1.0000000000000002
Lerik district,district,2007,,,16667.0,16428.0,328.0,,13760.0,,,,,,,0.47667150524374385,0.4608665391341795,0.3787345060133379,0.3639045067839406,0,0,0.9668430650129117
Masalli district,district,2007,,,33490.0,31717.0,453.0,,43942.0,,,,,,,0.9999999999999971,0.8315300611502741,0.3176127430684841,0.6332068313632884,0,0,0.8315300611502765
Neftchala district,district,2007,,,18228.0,16496.0,9493.0,,18855.0,,,,,,,0.39182518030473046,0.3902112053540173,0.3644795224388396,0.3725796957611266,0,0,0.9958808799642281
Oghuz district,district,2007,,,12870.0,11125.0,2291.0,,15488.0,,,,,,,0.47837828214466255,0.4752774048477568,0.4319189039552239,0.4393807153405397,0,0,0.9935179388098392
Ordubad district,district,2007,,,4342.0,4302.0,252.0,,4805.0,,,,,,,0.43010005958290537,0.41961426259066054,0.3400505008963489,0.3419386683537051,0,0,0.9756200987221123
Saatli district,district,2007,,,29372.0,26780.0,14528.0,,35486.0,,,,,,,0.5484575727372752,0.45237471574814075,0.45591309141793834,0.4316218799207701,0,0,0.8248125985213435
Sabirabad district,district,2007,,,49189.0,40171.0,12813.0,,66116.0,,,,,,,1.0000000000002807,0.5618828488075224,0.0,0.5287366362113978,12,0,0.5618828488073647
Sadarak district,district,2007,,,1362.0,1054.0,716.0,,1576.0,,,,,,,0.574060659109577,0.5104667394573716,0.4774818797503666,0.4879370550123122,0,0,0.8892209061132221
Salyan district,district,2007,,,31987.0,30188.0,15586.0,,40192.0,,,,,,,0.6162367371211911,0.45452431826239104,0.4733190716634944,0.43337905476141675,0,0,0.7375806908003325
Samukh district,district,2007,,,9171.0,8089.0,8582.0,,12850.0,,,,,,,0.5473529335885633,0.5423256431248351,0.5198181901566347,0.5191552965384244,0,0,0.9908152671608642
Shabran district,district,2007,,,10655.0,9521.0,771.0,,10821.0,,,,,,,0.3927739046824774,0.3880044259232834,0.3179425452875166,0.31138456822144855,0,0,0.9878569357527718
Shahbuz district,district,2007,,,10098.0,10098.0,360.0,,12565.0,,,,,,,0.5768148235877661,0.5759543354380048,0.46323557804546256,0.4788621538228218,0,0,0.9985082072884168
Shaki district,district,2007,,,33940.0,27922.0,4713.0,,40242.0,,,,,,,0.7195346949727511,0.49202240745864284,0.4444539077488603,0.44791453936229986,0,0,0.6838063694444585
Shamkir district,district,2007,,,27880.0,26930.0,5159.0,,36110.0,,,,,,,0.56468044575498,0.45776542011885957,0.3864895736771512,0.42107678932341414,0,0,0.8106627802682725
Sharur district,district,2007,,,18680.0,18544.0,3681.0,,23127.0,,,,,,,0.42665986179244014,0.4257628158196902,0.3626090900882634,0.3927215739185714,0,0,0.9978975149689935
Shusha district,district,2007,,,1057.0,1013.0,451.0,,898.0,,,,,,,0.37036755783555764,0.302634711418087,0.26445945936080495,0.28786250574323974,0,0,0.817119925910077
Siyazan district,district,2007,,,5088.0,4583.0,78.0,,8034.0,,,,,,,1.0000000000000002,1.0,0.7567340920282914,0.7707932910199624,0,0,0.9999999999999998
Tartar district,district,2007,,,10534.0,10257.0,7550.0,,10740.0,,,,,,,0.3619125566491206,0.3574668501728203,0.34443190758884995,0.3418598087989926,0,0,0.9877160756248354
Tovuz district,district,2007,,,16987.0,16329.0,2110.0,,24852.0,,,,,,,0.5203531170784484,0.5195814093438311,0.39458278807676184,0.4578009866081785,0,0,0.9985169537583437
Ujar district,district,2007,,,26407.0,16938.0,9509.0,,26702.0,,,,,,,0.5386759466073657,0.5381873812241991,0.4606680284967022,0.5137253706851352,0,0,0.9990930254334843
Yevlakh district,district,2007,,,36730.0,22748.0,13980.0,,27291.0,,,,,,,0.4098731804675326,0.40956994286453946,0.34616209349489374,0.39124750856691926,0,0,0.9992601672482028
Zagatala district,district,2007,,,28054.0,23214.0,6942.0,,37753.0,,,,,,,0.7139560009593944,0.5552049578960777,0.5371433538288882,0.5210148633544801,0,0,0.777645901358079
Zangilan district,district,2007,,,209.0,209.0,13.0,,41.0,,,,,,,0.7033492822966506,0.07156899479533738,0.16224276468624343,0.0575843687661825,0,0,0.1017545572260239
Zardab district,district,2007,,,22128.0,18571.0,12858.0,,21346.0,,,,,,,0.39352366405069183,0.39240367204948556,0.3633502764121948,0.37512896011473545,0,0,0.9971539398935307
Absheron district,district,2008,19.34,10.2,10481.0,10481.0,796.0,48.1,30846.0,11.0,9.7,43.6,40.0,19.34,11.0,0.9999999999999997,1.0000000000000002,0.295122933522338,0.7410693449513415,0,0,1.0000000000000007
Agdash district,district,2008,12.07,12.81,33746.0,22492.0,11035.0,47.9,30285.0,113.6,130.0,25.87,30.0,12.07,113.6,0.4575775617343145,0.45751292737407595,0.3637431558864598,0.43587388592957416,0,0,0.9998587466570835
Aghdam district,district,2008,18.07,,14347.0,13901.0,6447.0,48.2,25649.0,22.2,,22.0,,18.07,22.2,0.6279120960906233,0.6269432933882554,0.5550596245439184,0.5959068008493806,0,0,0.9984571045718029
Aghjabadi district,district,2008,15.63,,39992.0,33610.0,29854.0,46.9,48040.0,40.0,,21.88,,15.63,40.0,0.7369094820727625,0.48566672922853044,0.4266590013926732,0.4673224800905865,0,0,0.6590588682105948
Aghstafa district,district,2008,18.75,,11068.0,8833.0,5503.0,50.0,11047.0,,,50.0,,18.75,,0.43076060631074947,0.42495211032873054,0.41187692298390804,0.4074286226749998,0,0,0.9865157215007059
Aghsu district,district,2008,25.4,16.35,18368.0,14015.0,592.0,46.0,23347.0,87.5,100.0,56.6,40.0,25.4,87.5,0.7401242187827316,0.7234713070714179,0.5509691591718621,0.6057667763475839,0,0,0.9774998422039176
Astara district,district,2008,22.15,18.0,22521.0,22049.0,395.0,41.5,18620.0,3.3,0.2,35.34,18.03,22.15,3.3,0.4829174681477906,0.458862988521851,0.3741859268379729,0.37100363856763774,0,0,0.9501892534179814
Babak district,district,2008,,,7341.0,6916.0,1257.0,,11872.0,,,,,,,0.5903835984845297,0.5832742045438754,0.5446067111378623,0.5214867032413274,0,0,0.9879580090657945
Balakan district,district,2008,24.16,,17368.0,13925.0,1769.0,42.0,14107.0,32.1,,46.19,,24.16,32.1,0.34734076500264277,0.34422572969489496,0.3026073943567363,0.2934284146027831,0,0,0.991031760099555
Barda district,district,2008,,,36008.0,30416.0,27564.0,,44100.0,,,,,,,0.7066601166930602,0.49265212076773074,0.5241847517647817,0.4740714947731729,0,0,0.6971556893194746
Beylagan district,district,2008,46.93,6.59,25307.0,23526.0,27501.0,48.2,26733.0,-56.8,200.0,20.0,20.0,46.93,-56.8,0.3865563063239955,0.38610326346960844,0.3406516824533347,0.37168657568576274,0,0,0.9988280029403858
Bilasuvar district,district,2008,,37.53,19166.0,16557.0,7267.0,,14623.0,,43.2,,53.0,37.53,43.2,0.30263404798038773,0.3000949574400726,0.2857943752587727,0.28458157289016073,0,0,0.991610030142809
Dashkasan district,district,2008,18.05,20.0,13002.0,12777.0,75.0,47.4,19025.0,67.5,24.3,50.38,31.08,18.05,67.5,1.0,1.0,0.5646655705986101,0.6272800068426219,0,0,1.0
Fuzuli district,district,2008,21.25,,13702.0,12729.0,6500.0,50.0,6420.0,20.0,,30.0,,21.25,20.0,0.17634650837574195,0.1713738716364154,0.16691746273024544,0.1635209387114337,0,0,0.9718018985171437
Gabala district,district,2008,19.2,19.0,25730.0,23891.0,1569.0,47.5,25473.0,6.5,41.7,20.0,34.0,19.2,6.5,0.38895870970457613,0.388021348483287,0.25069631739471554,0.3062589001123723,0,0,0.9975900752498869
Gakh district,district,2008,26.34,37.31,13376.0,11231.0,2464.0,47.9,9636.0,64.3,52.4,44.15,60.0,26.34,64.3,0.296423166966841,0.29152931408711386,0.2758221102231118,0.2653315306157343,0,0,0.9834903157880551
Gazakh district,district,2008,21.03,20.06,15320.0,13146.0,6832.0,47.9,17282.0,45.9,45.8,35.06,35.0,21.03,45.9,0.4493617151616988,0.4466879527029991,0.4225581533434762,0.42648649445638265,0,0,0.9940498659131707
Gobustan district,district,2008,,24.71,11085.0,10972.0,18.0,,14040.0,,42.9,,35.29,24.71,42.9,1.0000000000000004,0.9999999999999999,0.2050105256133612,0.1845530826532651,0,3,0.9999999999999994
Goranboy district,district,2008,18.18,,20075.0,18699.0,5767.0,47.7,15740.0,38.5,,36.0,,18.18,38.5,0.2881093603132172,0.2860159239346845,0.26763022724914,0.26643634553697115,0,0,0.9927338827997229
Goychay district,district,2008,29.45,,23165.0,18633.0,3610.0,48.1,23286.0,34.5,,46.33,,29.45,34.5,0.4256865835156548,0.4246351842251805,0.36311994374853523,0.3821285846103783,0,0,0.9975301094016377
Goygol district,district,2008,27.62,21.75,9812.0,9656.0,1168.0,48.1,22354.0,11.6,22.6,32.75,38.0,27.62,11.6,0.788893319004658,0.7866143343732724,0.627530917339952,0.6630546994338458,0,0,0.9971111624645764
Guba district,district,2008,19.4,,26632.0,26150.0,312.0,47.9,34628.0,42.9,40.0,27.2,,19.4,42.9,0.9884892829014074,0.7825588439142873,0.4375619140382534,0.5992062116861158,1,0,0.7916715511748652
Gubadli district,district,2008,,,148.0,144.0,1.0,,190.0,,,,,,,1.0,0.8651999167154285,0.0011735646590835813,0.5829889539721371,11,0,0.8651999167154285
Gusar district,district,2008,35.78,,18350.0,18264.0,2581.0,47.6,22262.0,-22.8,,27.24,,35.78,-22.8,0.415381739932167,0.41416380951034143,0.3425361905474719,0.3592589827372223,0,0,0.9970679249838367
Hajigabul district,district,2008,,17.41,14174.0,12833.0,1775.0,,12670.0,,90.5,,40.0,17.41,90.5,0.3391391940825834,0.33546891754196656,0.3033374303519732,0.29007107515460123,0,0,0.9891776692147145
Imishli district,district,2008,34.38,41.02,36481.0,31032.0,15033.0,32.2,31214.0,9.6,9.6,45.0,45.0,34.38,9.6,0.3476015696143306,0.3417775452193204,0.2730440924942665,0.32545212410051344,0,0,0.9832451147977496
Ismayilli district,district,2008,31.13,22.84,23681.0,22746.0,1411.0,48.0,23474.0,-13.7,6.8,25.03,24.57,31.13,-13.7,0.3863565244894744,0.38526910971533423,0.275841702277366,0.30945579543851504,0,0,0.9971854628944676
Jabrayil district,district,2008,,,3350.0,3286.0,190.0,,3675.0,,,,,,,0.43479765551629546,0.43037268707655996,0.3536380503355203,0.3512129462403636,0,0,0.9898229247936465
Julfa district,district,2008,,,6829.0,6645.0,2136.0,,8441.0,,,,,,,0.44035854163034255,0.43162121379993934,0.4137283288769011,0.4030395373585023,0,0,0.9801586048540016
Kalbajar district,district,2008,,47.17,11165.0,10750.0,197.0,,8010.0,,16.5,,54.95,47.17,16.5,0.4033491045172597,0.40316018386163005,0.32241679726349054,0.32669478158219567,0,0,0.999531619994903
Kangarli district,district,2008,,,5516.0,5516.0,2438.0,,7859.0,,,,,,,0.49491224924910243,0.484113170543774,0.46883958421095284,0.45921991590403377,0,0,0.9781798112257009
Khachmaz district,district,2008,27.01,25.0,25973.0,24694.0,5314.0,47.8,36185.0,18.5,60.0,35.07,40.0,27.01,18.5,0.6040813710098423,0.49789870864482827,0.384008231324369,0.45246203463450774,0,0,0.8242245706277805
Khizi district,district,2008,,15.99,5068.0,5049.0,186.0,,5209.0,,50.0,,36.0,15.99,50.0,0.4714095991383763,0.4689586958869784,0.40157028641181336,0.39298123165002385,0,0,0.9948009050815309
Khojavand district,district,2008,,9.92,961.0,957.0,553.0,,1660.0,,21.4,,17.0,9.92,21.4,0.6684161507450869,0.589386273306624,0.589759273189281,0.5644046348809546,0,0,0.8817654580153877
Kurdamir district,district,2008,22.05,22.95,30411.0,24181.0,12927.0,50.0,24038.0,12.4,21.7,37.11,42.0,22.05,12.4,0.3385049222983359,0.33777534055468,0.30760266237203704,0.3227935656171974,0,0,0.9978446938416662
Lachin district,district,2008,,23.85,13085.0,10874.0,1379.0,44.4,11391.0,20.0,25.0,30.0,30.0,23.85,20.0,0.3605759569041542,0.3559396671040535,0.32041207177972403,0.30330880547758776,0,0,0.9871419885010994
Lankaran district,district,2008,24.31,17.84,21291.0,20619.0,189.0,42.8,25297.0,3.3,22.6,26.9,25.0,24.31,3.3,0.8819427731319268,0.7670463961325895,0.554059212293001,0.5597585091592598,0,0,0.8697235461306395
Lerik district,district,2008,27.03,17.6,16696.0,16493.0,239.0,54.1,13768.0,25.0,93.7,33.33,34.0,27.03,25.0,0.49071072718254366,0.47021051275933823,0.3819990401096547,0.36885204042241126,0,0,0.9582234231134316
Masalli district,district,2008,25.0,38.0,34170.0,32320.0,472.0,48.0,44155.0,18.2,45.0,26.0,58.0,25.0,18.2,0.9999999999999994,0.7686080344817869,0.04700476743498028,0.6037706427079046,13,0,0.7686080344817874
Neftchala district,district,2008,26.06,18.86,18554.0,16895.0,12775.0,50.0,19999.0,49.0,73.7,39.04,33.0,26.06,49.0,0.4038747261422475,0.40221100662223996,0.3781098281605984,0.38654531377149104,0,0,0.9958806050185434
Oghuz district,district,2008,32.87,34.92,13051.0,11440.0,2373.0,46.5,15491.0,80.9,64.0,59.44,60.0,32.87,80.9,0.46358354711246497,0.46010536382181033,0.4228195250523342,0.4167932433986703,0,0,0.9924971813337223
Ordubad district,district,2008,,,4407.0,4365.0,252.0,,4952.0,,,,,,,0.43991713283668504,0.43685200615025843,0.3638728266583797,0.3566012655766886,0,0,0.9930324907632899
Saatli district,district,2008,11.99,12.5,29730.0,27231.0,15470.0,47.9,36381.0,56.5,50.0,24.87,27.0,11.99,56.5,0.5537821656549011,0.45395720024029773,0.4600930574379626,0.4345722119603693,0,0,0.8197396528713584
Sabirabad district,district,2008,28.14,38.6,51721.0,42946.0,15870.0,48.0,69918.0,-16.3,5.3,23.69,55.82,28.14,-16.3,0.9999999999999943,0.5531846795330894,0.03961695750526961,0.5205574517002872,19,0,0.5531846795330925
Sadarak district,district,2008,,,1384.0,1072.0,700.0,,1600.0,,,,,,,0.5778382966106282,0.5071413986283408,0.5085769798593633,0.48655568906587865,0,0,0.8776527994129715
Salyan district,district,2008,20.7,16.01,33124.0,31033.0,17103.0,48.0,40510.0,63.6,56.2,33.85,25.0,20.7,63.6,0.5964887764584889,0.44354975990561185,0.4614187519193246,0.42428133155793285,0,0,0.7436011831422609
Samukh district,district,2008,21.18,15.96,9530.0,8516.0,7314.0,47.0,13032.0,37.8,41.1,40.0,45.17,21.18,37.8,0.5253918833001119,0.5199711946500039,0.5021457545776592,0.5002489469164682,0,0,0.9896825801417802
Shabran district,district,2008,19.04,14.0,11378.0,10114.0,963.0,41.8,10889.0,-4.4,,23.37,50.0,19.04,-4.4,0.3709345345885711,0.3658212380932209,0.3071221662713368,0.2901130347306362,0,0,0.9862150972245771
Shahbuz district,district,2008,,,10246.0,10246.0,412.0,,12918.0,,,,,,,0.5569632515773544,0.5568774247249183,0.4523654445962342,0.4669981793153223,0,0,0.9998459021269482
Shaki district,district,2008,48.23,32.0,35450.0,29260.0,7780.0,48.0,47273.0,22.1,71.9,58.52,55.0,48.23,22.1,0.8564376407453205,0.5489625384835741,0.41206676014023547,0.5065740306623857,0,0,0.640983665787781
Shamakhi district,district,2008,,9.01,19199.0,18788.0,35.0,,20671.0,,-7.5,,25.67,9.01,-7.5,1.0,0.852470972655053,0.0,0.24287671675737332,1,2,0.852470972655053
Shamkir district,district,2008,10.0,,27893.0,26856.0,9704.0,48.0,36770.0,52.5,,20.22,,10.0,52.5,0.5735501564506218,0.4652176341401444,0.44530385671903494,0.43728546146936215,0,0,0.8111193570569551
Sharur district,district,2008,,,18947.0,18806.0,3931.0,,23690.0,,,,,,,0.42901436949785343,0.4280283112543087,0.3662471640918969,0.38801298502287257,0,0,0.9977015729223735
Shusha district,district,2008,,17.78,1223.0,1182.0,515.0,,898.0,,41.7,,48.36,17.78,41.7,0.3238011058359733,0.25814441108183095,0.25661501608083886,0.24472278737452813,0,0,0.7972314066543003
Siyazan district,district,2008,33.33,15.6,5130.0,4542.0,65.0,50.0,8048.0,0.1,,33.33,50.0,33.33,0.1,1.0000000000000002,1.0000000000000002,0.7629093384087025,0.7821118498039743,0,0,1.0
Tartar district,district,2008,34.98,,10805.0,10610.0,8544.0,47.7,10850.0,,,36.17,,34.98,,0.3523545090797491,0.3474707254786808,0.3376196111432849,0.33414997902751914,0,0,0.9861395739937504
Tovuz district,district,2008,29.92,,17330.0,16671.0,2683.0,48.1,25532.0,66.2,,49.28,,29.92,66.2,0.5212137498217054,0.5203877336183611,0.40392231683326085,0.4588090190566181,0,0,0.9984152064222656
Ujar district,district,2008,36.17,,28888.0,18997.0,10805.0,46.8,29055.0,5.6,,40.43,,36.17,5.6,0.519928760933356,0.5196844520654897,0.4330413501519015,0.49750776625551085,0,0,0.9995301108801372
Yevlakh district,district,2008,20.18,18.0,35158.0,22552.0,17419.0,48.2,29407.0,176.5,60.0,55.16,32.0,20.18,176.5,0.4432324733175274,0.4430671232414222,0.3702671041513219,0.4259068040800272,0,0,0.9996269450321011
Zagatala district,district,2008,25.93,24.0,28340.0,24344.0,7062.0,48.4,38516.0,40.0,51.5,40.0,40.0,25.93,40.0,0.6923273809595982,0.5375923814250441,0.48525226426966506,0.4988518692502081,0,0,0.7765002457073354
Zangilan district,district,2008,25.0,,212.0,212.0,12.0,,43.0,,,,,25.0,,0.6792452830188679,0.0787535778025708,0.29681402998296536,0.06447104953348451,0,0,0.11594276732045147
Zardab district,district,2008,16.67,10.21,22272.0,19258.0,11357.0,50.0,21605.0,60.0,61.1,33.33,30.6,16.67,60.0,0.3824382621754561,0.38119478889992936,0.35480446287641143,0.3651647836537884,0,0,0.9967485646743257
Absheron district,district,2009,20.23,10.21,10535.0,10535.0,521.0,48.0,32280.0,32.7,6.8,39.29,38.12,20.23,32.7,0.9999999999999998,1.0000000000000002,0.1985927275593764,0.6673704596234002,0,0,1.0000000000000004
Agdash district,district,2009,12.02,10.71,34312.0,22828.0,12690.0,48.0,32417.0,80.0,88.9,19.23,28.33,12.02,80.0,0.46681972612036093,0.4634532916162658,0.3497217522899395,0.43552098849107274,0,0,0.9927885770122166
Aghdam district,district,2009,18.76,,14856.0,14515.0,6813.0,48.0,26726.0,44.7,,27.23,,18.76,44.7,0.6033864399211839,0.6009217700272464,0.5237644120069116,0.561268524400671,0,0,0.9959152713238644
Aghjabadi district,district,2009,14.77,,40093.0,34187.0,26417.0,48.0,48072.0,25.0,,40.0,,14.77,25.0,0.718030586762908,0.4589149574562737,0.48477598916654197,0.4336873427988812,0,0,0.6391300954534495
Aghstafa district,district,2009,30.0,,11340.0,9034.0,6685.0,48.0,11072.0,0.1,,37.5,,30.0,0.1,0.4151093538815177,0.39998803912741615,0.3948296452237792,0.37783712978305256,0,0,0.9635726956940182
Aghsu district,district,2009,22.1,21.56,18523.0,14262.0,875.0,48.0,23396.0,33.3,68.2,30.0,40.0,22.1,33.3,0.5393924059117436,0.535380062998754,0.3816489797964884,0.38903045786245904,0,0,0.9925613655865111
Astara district,district,2009,21.53,17.22,22298.0,21793.0,675.0,48.0,19365.0,1.2,2.6,30.39,20.0,21.53,1.2,0.35512436617913345,0.351307113225404,0.24781218614323436,0.25411249441481704,0,0,0.9892509404668561
Babak district,district,2009,,,7502.0,7115.0,1153.0,,11398.0,,,,,,,0.5417276765164015,0.5228230930865817,0.4936833284265446,0.45202168198811565,0,0,0.9651031611465997
Balakan district,district,2009,26.99,,17525.0,14153.0,2776.0,47.0,14115.0,7.4,,41.16,,26.99,7.4,0.3337539759128404,0.32548680682199355,0.30577649395756207,0.287215659285532,0,0,0.975229750991773
Barda district,district,2009,,,36943.0,31186.0,27068.0,,46300.0,,,,,,,0.7367090427508388,0.4845318503497147,0.5444203641418699,0.4580812719459936,0,0,0.6576977099948363
Beylagan district,district,2009,38.33,13.64,25975.0,24258.0,24825.0,48.0,30360.0,-47.5,46.4,20.0,20.0,38.33,-47.5,0.40896817928372053,0.4084583601132928,0.3292761013006928,0.3862857122479583,0,0,0.9987534013738657
Bilasuvar district,district,2009,,37.57,19304.0,17057.0,7410.0,,22066.0,,42.0,,53.0,37.57,42.0,0.4260607647200128,0.4222036449112712,0.3917392714166765,0.39280838591401884,0,0,0.9909470194673374
Dashkasan district,district,2009,20.04,18.8,13316.0,13137.0,80.0,48.0,19032.0,100.0,20.6,39.8,32.0,20.04,100.0,1.0,0.8006527864634982,0.653314085116244,0.48033311297047465,0,0,0.8006527864634982
Fuzuli district,district,2009,22.0,,14437.0,13347.0,4064.0,48.0,6757.0,0.1,,30.0,,22.0,0.1,0.17754066243286884,0.16522329250065157,0.16514116479180846,0.15077378753222237,0,0,0.930622259918205
Gabala district,district,2009,11.03,16.31,25973.0,24232.0,1282.0,48.0,25608.0,2.0,39.1,50.0,25.0,11.03,2.0,0.3466689325435888,0.34489541004490676,0.20360824949448608,0.23864406602774296,0,0,0.9948841031537804
Gakh district,district,2009,27.43,34.81,14142.0,12170.0,3293.0,48.0,9646.0,60.7,47.4,45.0,57.06,27.43,60.7,0.2706564813750848,0.25867692713408463,0.25288946482306013,0.23391385658135577,0,0,0.9557388975865739
Gazakh district,district,2009,20.0,20.24,15338.0,13615.0,7359.0,45.0,18359.0,150.0,97.3,50.0,40.2,20.0,150.0,0.44666678317186753,0.44008076821386155,0.41902128070861544,0.41320812382747174,0,0,0.9852551942384491
Gobustan district,district,2009,,22.63,11168.0,11055.0,30.0,,14545.0,,70.4,,41.24,22.63,70.4,0.9721397245084393,0.7686185024351867,0.37458893126610526,0.29907841339421415,0,0,0.7906461211878131
Goranboy district,district,2009,30.0,,20098.0,18861.0,9106.0,48.0,18880.0,,,,,30.0,,0.3312680941894259,0.32669184138286306,0.3096365250311585,0.30552155893032873,0,0,0.9861856517822509
Goychay district,district,2009,30.9,,23217.0,18707.0,4459.0,48.0,23360.0,11.5,,37.91,,30.9,11.5,0.41061085729182834,0.40753949793426314,0.3608520345422293,0.36503580869463,0,0,0.9925200240007723
Goygol district,district,2009,22.71,25.4,9823.0,9689.0,1636.0,48.0,22427.0,34.0,18.4,43.45,37.02,22.71,34.0,0.7619785574575658,0.7554282836871056,0.6559903135770112,0.6569898928308281,0,0,0.9914035982950543
Guba district,district,2009,34.8,,26400.0,26008.0,386.0,48.0,34648.0,10.3,,37.49,,34.8,10.3,0.8088808505392872,0.6458702707256883,0.41314481175384454,0.4589459379630445,0,0,0.7984739288797373
Gusar district,district,2009,28.59,,18566.0,18489.0,3045.0,48.0,23950.0,3.1,,29.59,,28.59,3.1,0.42566126805184207,0.42275924068318077,0.3583160099884127,0.3664209580876754,0,0,0.9931823081250891
Hajigabul district,district,2009,,17.4,14390.0,12989.0,2052.0,,12681.0,,45.9,,42.31,17.4,45.9,0.3283433768458963,0.3186242305113193,0.29728898946746884,0.2743676772758191,0,0,0.9703994445450971
Imishli district,district,2009,46.66,42.79,36660.0,31210.0,18489.0,46.4,40932.0,7.2,16.9,50.0,50.0,46.66,7.2,0.5835295735093567,0.4280260592294197,0.47845811576466135,0.40282048834108475,0,0,0.7335121965717414
Ismayilli district,district,2009,26.6,24.97,23715.0,22842.0,1265.0,48.0,23491.0,3.8,51.0,28.02,50.0,26.6,3.8,0.3381143098955248,0.33563588785718,0.22971312552037843,0.23695179859024756,0,0,0.9926698694322916
Jabrayil district,district,2009,,,3407.0,3349.0,350.0,,4248.0,,,,,,,0.4678863418122937,0.4139714346289912,0.3763243444392863,0.33506914178658426,0,0,0.8847692219985083
Jalilabad district,district,2009,16.04,,49685.0,45836.0,112.0,,50643.0,,,,,16.04,,0.9999999999999992,0.6484202568169931,0.0,0.21747879966074168,14,0,0.6484202568169937
Julfa district,district,2009,,,6876.0,6648.0,2090.0,,8691.0,,,,,,,0.4495132421779868,0.42665786227459207,0.42123706285965384,0.39023404966250735,0,0,0.9491552689467933
Kalbajar district,district,2009,,25.27,11922.0,11444.0,499.0,48.0,8837.0,,2.9,,36.0,25.27,2.9,0.28375287031794183,0.26675226273576363,0.21406047992350552,0.1846311892097014,0,0,0.9400865705318533
Kangarli district,district,2009,,,5577.0,5577.0,1810.0,,8052.0,,,,,,,0.49918127789976763,0.4711987564432518,0.46748155966303073,0.43185345795228236,0,0,0.9439431671511236
Khachmaz district,district,2009,20.51,18.07,26129.0,24847.0,5815.0,48.0,36511.0,17.2,66.1,28.55,30.27,20.51,17.2,0.5750869349658172,0.4795686466104405,0.3868930334406342,0.4289396731082574,0,0,0.8339063495486048
Khojavand district,district,2009,18.0,18.48,800.0,797.0,615.0,,813.0,,,,,18.0,,0.5872269568394819,0.3329149039380952,0.393054395590806,0.3146107740231022,0,0,0.5669271481164263
Kurdamir district,district,2009,28.98,25.0,30770.0,24726.0,15727.0,48.0,24446.0,158.4,39.5,74.91,34.88,28.98,158.4,0.32470809718389665,0.32266730102944385,0.29523887149906675,0.3040911956564673,0,0,0.9937149822497435
Lachin district,district,2009,,28.96,14210.0,11798.0,2123.0,48.0,11907.0,-6.3,10.1,32.42,32.07,28.96,-6.3,0.3405011551210065,0.32937829390779505,0.312936762217872,0.28837268142499106,0,0,0.9673338517478491
Lankaran district,district,2009,31.64,31.0,21204.0,20630.0,432.0,48.0,26410.0,3.6,15.0,34.33,36.55,31.64,3.6,0.6496445780308968,0.5717353054216449,0.443995093382078,0.4170220056005236,0,0,0.8800740047036202
Lerik district,district,2009,24.68,30.94,16585.0,16411.0,407.0,48.0,13776.0,22.2,,36.67,,24.68,22.2,0.35932181016683795,0.35708813993349,0.25640974364639013,0.2609429414212712,0,0,0.9937836497252676
Masalli district,district,2009,,15.22,35476.0,33614.0,583.0,48.0,44185.0,25.0,53.5,20.83,21.55,15.22,25.0,0.9750762327041803,0.6156677133104664,0.3630894922028014,0.44435782471366714,2,0,0.6314046970492084
Neftchala district,district,2009,26.0,18.58,19113.0,17547.0,11131.0,49.0,20000.0,27.2,40.0,35.52,35.0,26.0,27.2,0.3764951256750232,0.37198731761587184,0.3522577289960906,0.3505571342428813,0,0,0.9880269152195018
Oghuz district,district,2009,31.58,34.48,12926.0,11396.0,2216.0,47.0,15493.0,102.7,65.3,63.92,60.0,31.58,102.7,0.4531828973369487,0.44369454999101837,0.4118777899698764,0.39123431923962754,0,0,0.9790628741691556
Ordubad district,district,2009,,,4496.0,4454.0,251.0,,5100.0,,,,,,,0.41300510887570135,0.37369817531712024,0.2955748031058043,0.2654395000136134,0,0,0.9048270040397709
Saatli district,district,2009,12.01,12.6,30374.0,27997.0,14398.0,48.0,36523.0,66.9,60.0,20.02,20.0,12.01,66.9,0.5107630362659703,0.42575127760856313,0.4188865210866506,0.3990915992933873,0,0,0.833559297323272
Sabirabad district,district,2009,28.0,33.5,54187.0,45131.0,19216.0,48.1,71270.0,18.2,2.9,33.86,35.0,28.0,18.2,1.0000000000000313,0.5153862360809648,0.0,0.4789790941769956,20,0,0.5153862360809487
Sadarak district,district,2009,,,1408.0,1093.0,523.0,,1630.0,,,,,,,0.6673339587150436,0.48670796813336215,0.5421214190532707,0.4550005509075955,0,0,0.7293319360976652
Salyan district,district,2009,18.59,16.01,33270.0,31163.0,18890.0,48.0,40621.0,56.1,87.4,35.0,30.0,18.59,56.1,0.5755545457532892,0.42541457474610567,0.4756676301528908,0.40055743465945204,0,0,0.7391385888357819
