measure,value
N,612.0
districts,50.0
LR_stat,58.48786982645095
LR_p,1.992850329202156e-13
intercept,-0.5778017158521151
cattle_coef,1.0592477294012264
fodder_coef,-0.021863698365314044
capital_coef,0.052683791714088254
land_coef,0.016012196055926055
