region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,vrs_raw_control_frontier,vrs_bc_control_frontier,control_frontier_degenerate_draws,control_frontier_all_draws_degenerate,is_control_unit
Balakan district,district,2007,,,17331.0,13946.0,1327.0,,14086.0,,,,,,,0.3971573103039207,0.3183521008395305,0,False,True
Barda district,district,2007,,,35154.0,29353.0,25379.0,,42200.0,,,,,,,0.6906808383498786,0.5796991545610923,0,False,True
Beylagan district,district,2007,,,24490.0,22158.0,25192.0,,23450.0,,,,,,,0.3668134503692166,0.2984862415563204,0,False,True
Bilasuvar district,district,2007,,,18974.0,16064.0,5873.0,,14607.0,,,,,,,0.3279448923302018,0.26467491498641565,0,False,True
Fuzuli district,district,2007,,,12100.0,11003.0,6500.0,,7920.0,,,,,,,0.2822495534613003,0.20444824031971637,0,False,False
Gabala district,district,2007,,,25493.0,23759.0,849.0,,25170.0,,,,,,,0.5055280894412864,0.4126774327487227,0,False,True
Gakh district,district,2007,,,13345.0,11049.0,1773.0,,9625.0,,,,,,,0.35090908136023585,0.2654819217036398,0,False,True
Gazakh district,district,2007,,,14731.0,12623.0,5145.0,,17170.0,,,,,,,0.4830038512092975,0.3954053790665145,0,False,True
Gobustan district,district,2007,,,11052.0,10941.0,10.0,,13560.0,,,,,,,1.0000000000000004,0.186200896687728,24,False,True
Goranboy district,district,2007,,,19146.0,17976.0,6977.0,,15738.0,,,,,,,0.3134102054090675,0.2549814945625886,0,False,True
Goychay district,district,2007,,,23022.0,18434.0,2741.0,,23180.0,,,,,,,0.43617971637624753,0.34126204448396613,0,False,True
Goygol district,district,2007,,,9754.0,9602.0,967.0,,20324.0,,,,,,,0.7429243029311556,0.5837115185660671,0,False,True
Guba district,district,2007,,,26476.0,25990.0,207.0,,34610.0,,,,,,,1.0000000000000004,0.8519231082902092,8,False,True
Gubadli district,district,2007,,,151.0,147.0,8.0,,225.0,,,,,,,26.219213558655287,1.0,200,True,False
Gusar district,district,2007,,,18097.0,18006.0,1558.0,,22260.0,,,,,,,0.4359612469083838,0.3297544712335897,0,False,True
Hajigabul district,district,2007,,,13731.0,12467.0,1500.0,,12620.0,,,,,,,0.3944585613136423,0.31132878474548314,0,False,True
Imishli district,district,2007,,,36221.0,30662.0,12256.0,,30971.0,,,,,,,0.35651097943931886,0.27504261693253024,0,False,True
Ismayilli district,district,2007,,,23593.0,22544.0,1545.0,,23216.0,,,,,,,0.3723273331299564,0.27564306147748197,0,False,True
Jabrayil district,district,2007,,,3278.0,3153.0,190.0,,3663.0,,,,,,,1.1927919812805077,0.9978065303512618,0,False,False
Jalilabad district,district,2007,,,49442.0,45642.0,10.0,,49040.0,,,,,,,1.0000000000000002,0.8635295253484347,78,False,True
Julfa district,district,2007,,,6744.0,6578.0,1395.0,,8192.0,,,,,,,0.49525094372475353,0.35051844208601723,0,False,True
Kalbajar district,district,2007,,,10064.0,9659.0,178.0,,6771.0,,,,,,,0.4711239235861788,0.30094886345532,0,False,False
Kangarli district,district,2007,,,5454.0,5454.0,2423.0,,7722.0,,,,,,,0.5576751814375575,0.3988580371524735,0,False,True
Khachmaz district,district,2007,,,26057.0,24440.0,4893.0,,36005.0,,,,,,,0.6186369611706682,0.4829573112777328,0,False,True
Khizi district,district,2007,,,5087.0,4937.0,137.0,,4235.0,,,,,,,0.88053133271626,0.6884427870019416,0,False,True
Khojavand district,district,2007,,,1648.0,1642.0,528.0,,1860.0,,,,,,,1.0990440096354814,0.4378899037256221,0,False,False
Kurdamir district,district,2007,,,29805.0,22623.0,12059.0,,23567.0,,,,,,,0.3609463452227914,0.29301340075396026,0,False,True
Lachin district,district,2007,,,12657.0,10326.0,1205.0,,10037.0,,,,,,,0.41498721168856484,0.32552381726713475,0,False,False
Lankaran district,district,2007,,,19060.0,18674.0,50.0,,24235.0,,,,,,,1.0000000000000004,0.6308844303410994,7,False,True
Lerik district,district,2007,,,16667.0,16428.0,328.0,,13760.0,,,,,,,0.4766715052437439,0.38229818406738125,0,False,True
Masalli district,district,2007,,,33490.0,31717.0,453.0,,43942.0,,,,,,,1.0000000000000018,0.8446756123314008,25,False,True
Neftchala district,district,2007,,,18228.0,16496.0,9493.0,,18855.0,,,,,,,0.40263526137157457,0.33259860881354947,0,False,True
Oghuz district,district,2007,,,12870.0,11125.0,2291.0,,15488.0,,,,,,,0.49914733741378703,0.39907221434333706,0,False,True
Ordubad district,district,2007,,,4342.0,4302.0,252.0,,4805.0,,,,,,,0.8803605079163808,0.7287774391537367,0,False,True
Saatli district,district,2007,,,29372.0,26780.0,14528.0,,35486.0,,,,,,,0.5484575727368053,0.4584812965289241,0,False,True
Sabirabad district,district,2007,,,49189.0,40171.0,12813.0,,66116.0,,,,,,,1.0000000000000389,0.8711852045261566,61,False,True
Sadarak district,district,2007,,,1362.0,1054.0,716.0,,1576.0,,,,,,,1.0000000000000002,0.0,3,False,True
Salyan district,district,2007,,,31987.0,30188.0,15586.0,,40192.0,,,,,,,0.6162367371210316,0.5169589027249795,0,False,True
Samukh district,district,2007,,,9171.0,8089.0,8582.0,,12850.0,,,,,,,0.5810247185306796,0.46883844523102614,0,False,True
Shabran district,district,2007,,,10655.0,9521.0,771.0,,10821.0,,,,,,,0.5032365041188231,0.40333910243497606,0,False,True
Shahbuz district,district,2007,,,10098.0,10098.0,360.0,,12565.0,,,,,,,0.5768148235877661,0.42598668083622415,0,False,True
Shaki district,district,2007,,,33940.0,27922.0,4713.0,,40242.0,,,,,,,0.7195346949725282,0.566463221717812,0,False,True
Shamkir district,district,2007,,,27880.0,26930.0,5159.0,,36110.0,,,,,,,0.5646804457549777,0.43685619553814437,0,False,True
Sharur district,district,2007,,,18680.0,18544.0,3681.0,,23127.0,,,,,,,0.43266809610948453,0.34324435131238173,0,False,True
Shusha district,district,2007,,,1057.0,1013.0,451.0,,898.0,,,,,,,1.429578890312364,0.34386862665233053,4,False,False
Siyazan district,district,2007,,,5088.0,4583.0,78.0,,8034.0,,,,,,,1.0000000000000009,0.5911715252114296,0,False,True
Tartar district,district,2007,,,10534.0,10257.0,7550.0,,10740.0,,,,,,,0.39168900849425786,0.30647292014429034,0,False,True
Tovuz district,district,2007,,,16987.0,16329.0,2110.0,,24852.0,,,,,,,0.5255218609723766,0.39785043254977925,0,False,True
Ujar district,district,2007,,,26407.0,16938.0,9509.0,,26702.0,,,,,,,0.5419482597256949,0.4297414381548085,0,False,True
Yevlakh district,district,2007,,,36730.0,22748.0,13980.0,,27291.0,,,,,,,0.411904205217271,0.3246200694168521,0,False,True
Zagatala district,district,2007,,,28054.0,23214.0,6942.0,,37753.0,,,,,,,0.713956000959367,0.5859325082581821,0,False,True
Zangilan district,district,2007,,,209.0,209.0,13.0,,41.0,,,,,,,17.850875186224673,1.0,200,True,False
Zardab district,district,2007,,,22128.0,18571.0,12858.0,,21346.0,,,,,,,0.4010251462269639,0.33026838920768664,0,False,True
Absheron district,district,2008,19.34,10.2,10481.0,10481.0,796.0,48.1,30846.0,11.0,9.7,43.6,40.0,19.34,11.0,1.0,0.5830285255434235,0,False,True
Agdash district,district,2008,12.07,12.81,33746.0,22492.0,11035.0,47.9,30285.0,113.6,130.0,25.87,30.0,12.07,113.6,0.4579635214071848,0.3619701930706062,0,False,True
Aghdam district,district,2008,18.07,,14347.0,13901.0,6447.0,48.2,25649.0,22.2,,22.0,,18.07,22.2,0.6336972353365068,0.5217581946279526,0,False,False
Aghjabadi district,district,2008,15.63,,39992.0,33610.0,29854.0,46.9,48040.0,40.0,,21.88,,15.63,40.0,0.7369094820727645,0.6265247847402936,24,False,True
Aghstafa district,district,2008,18.75,,11068.0,8833.0,5503.0,50.0,11047.0,,,50.0,,18.75,,0.4654456438142796,0.3699362811081697,0,False,True
Aghsu district,district,2008,25.4,16.35,18368.0,14015.0,592.0,46.0,23347.0,87.5,100.0,56.6,40.0,25.4,87.5,0.7401242187827312,0.6038053507308134,0,False,True
Astara district,district,2008,22.15,18.0,22521.0,22049.0,395.0,41.5,18620.0,3.3,0.2,35.34,18.03,22.15,3.3,0.4829174681477903,0.4087413048376415,0,False,True
Babak district,district,2008,,,7341.0,6916.0,1257.0,,11872.0,,,,,,,0.6328368594013579,0.49266367503783715,0,False,True
Balakan district,district,2008,24.16,,17368.0,13925.0,1769.0,42.0,14107.0,32.1,,46.19,,24.16,32.1,0.3772093676787693,0.29809243669734864,0,False,True
Barda district,district,2008,,,36008.0,30416.0,27564.0,,44100.0,,,,,,,0.7066601166931124,0.6142284401925175,1,False,True
Beylagan district,district,2008,46.93,6.59,25307.0,23526.0,27501.0,48.2,26733.0,-56.8,200.0,20.0,20.0,46.93,-56.8,0.38926162082260624,0.31843488057378805,0,False,True
Bilasuvar district,district,2008,,37.53,19166.0,16557.0,7267.0,,14623.0,,43.2,,53.0,37.53,43.2,0.31779605392623905,0.2606248284539961,0,False,True
Dashkasan district,district,2008,18.05,20.0,13002.0,12777.0,75.0,47.4,19025.0,67.5,24.3,50.38,31.08,18.05,67.5,0.9999999999999998,0.7606694227534379,0,False,True
Fuzuli district,district,2008,21.25,,13702.0,12729.0,6500.0,50.0,6420.0,20.0,,30.0,,21.25,20.0,0.20604026943350554,0.13084845385261562,0,False,False
Gabala district,district,2008,19.2,19.0,25730.0,23891.0,1569.0,47.5,25473.0,6.5,41.7,20.0,34.0,19.2,6.5,0.38895870970457597,0.2823630776569161,0,False,True
Gakh district,district,2008,26.34,37.31,13376.0,11231.0,2464.0,47.9,9636.0,64.3,52.4,44.15,60.0,26.34,64.3,0.3256464755816094,0.24171255940238018,0,False,True
Gazakh district,district,2008,21.03,20.06,15320.0,13146.0,6832.0,47.9,17282.0,45.9,45.8,35.06,35.0,21.03,45.9,0.4653279052809185,0.38790263023757177,0,False,True
Gobustan district,district,2008,,24.71,11085.0,10972.0,18.0,,14040.0,,42.9,,35.29,24.71,42.9,0.9999999999999992,0.4411128531246946,16,False,True
Goranboy district,district,2008,18.18,,20075.0,18699.0,5767.0,47.7,15740.0,38.5,,36.0,,18.18,38.5,0.3006101728343026,0.2467511706495592,0,False,True
Goychay district,district,2008,29.45,,23165.0,18633.0,3610.0,48.1,23286.0,34.5,,46.33,,29.45,34.5,0.4319649426527174,0.35592243823543124,0,False,True
Goygol district,district,2008,27.62,21.75,9812.0,9656.0,1168.0,48.1,22354.0,11.6,22.6,32.75,38.0,27.62,11.6,0.8025021202596428,0.6513269845020248,0,False,True
Guba district,district,2008,19.4,,26632.0,26150.0,312.0,47.9,34628.0,42.9,40.0,27.2,,19.4,42.9,0.9884892829014053,0.893675975527557,27,False,True
Gubadli district,district,2008,,,148.0,144.0,1.0,,190.0,,,,,,,47.84240036369149,1.0,200,True,False
Gusar district,district,2008,35.78,,18350.0,18264.0,2581.0,47.6,22262.0,-22.8,,27.24,,35.78,-22.8,0.4226545283594152,0.3463719496888712,0,False,True
Hajigabul district,district,2008,,17.41,14174.0,12833.0,1775.0,,12670.0,,90.5,,40.0,17.41,90.5,0.3732809531710281,0.2927678148167754,0,False,True
Imishli district,district,2008,34.38,41.02,36481.0,31032.0,15033.0,32.2,31214.0,9.6,9.6,45.0,45.0,34.38,9.6,0.34760156961432986,0.2754139718754534,0,False,True
Ismayilli district,district,2008,31.13,22.84,23681.0,22746.0,1411.0,48.0,23474.0,-13.7,6.8,25.03,24.57,31.13,-13.7,0.38635652448947444,0.2920902814305743,0,False,True
Jabrayil district,district,2008,,,3350.0,3286.0,190.0,,3675.0,,,,,,,1.1324915965927502,0.9425054060681175,0,False,False
Julfa district,district,2008,,,6829.0,6645.0,2136.0,,8441.0,,,,,,,0.4925328987128562,0.35933129995217716,0,False,True
Kalbajar district,district,2008,,47.17,11165.0,10750.0,197.0,,8010.0,,16.5,,54.95,47.17,16.5,0.4179209717998306,0.25664880452811956,0,False,False
Kangarli district,district,2008,,,5516.0,5516.0,2438.0,,7859.0,,,,,,,0.5593982110294704,0.402692173748298,0,False,True
Khachmaz district,district,2008,27.01,25.0,25973.0,24694.0,5314.0,47.8,36185.0,18.5,60.0,35.07,40.0,27.01,18.5,0.6040813710098237,0.47616522553558815,0,False,True
Khizi district,district,2008,,15.99,5068.0,5049.0,186.0,,5209.0,,50.0,,36.0,15.99,50.0,0.8073975700597295,0.6471379814138007,0,False,True
Khojavand district,district,2008,,9.92,961.0,957.0,553.0,,1660.0,,21.4,,17.0,9.92,21.4,1.2307899335274015,0.0,11,False,False
Kurdamir district,district,2008,22.05,22.95,30411.0,24181.0,12927.0,50.0,24038.0,12.4,21.7,37.11,42.0,22.05,12.4,0.34286156990883027,0.2866665028153489,0,False,True
Lachin district,district,2008,,23.85,13085.0,10874.0,1379.0,44.4,11391.0,20.0,25.0,30.0,30.0,23.85,20.0,0.4185652781104555,0.33011757502561845,0,False,False
Lankaran district,district,2008,24.31,17.84,21291.0,20619.0,189.0,42.8,25297.0,3.3,22.6,26.9,25.0,24.31,3.3,0.8819427731319266,0.7439130583938116,3,False,True
Lerik district,district,2008,27.03,17.6,16696.0,16493.0,239.0,54.1,13768.0,25.0,93.7,33.33,34.0,27.03,25.0,0.49071072718254394,0.3957869974082894,0,False,True
Masalli district,district,2008,25.0,38.0,34170.0,32320.0,472.0,48.0,44155.0,18.2,45.0,26.0,58.0,25.0,18.2,1.0,0.8829533238519249,68,False,True
Neftchala district,district,2008,26.06,18.86,18554.0,16895.0,12775.0,50.0,19999.0,49.0,73.7,39.04,33.0,26.06,49.0,0.413809513757805,0.3485422363147975,0,False,True
Oghuz district,district,2008,32.87,34.92,13051.0,11440.0,2373.0,46.5,15491.0,80.9,64.0,59.44,60.0,32.87,80.9,0.48435328135244554,0.39337137924340515,0,False,True
Ordubad district,district,2008,,,4407.0,4365.0,252.0,,4952.0,,,,,,,0.8528624889097319,0.7083700713010475,0,False,True
Saatli district,district,2008,11.99,12.5,29730.0,27231.0,15470.0,47.9,36381.0,56.5,50.0,24.87,27.0,11.99,56.5,0.5537821656548848,0.4727682724687724,0,False,True
Sabirabad district,district,2008,28.14,38.6,51721.0,42946.0,15870.0,48.0,69918.0,-16.3,5.3,23.69,55.82,28.14,-16.3,0.9999999999999784,0.8766953984281116,66,False,True
Sadarak district,district,2008,,,1384.0,1072.0,700.0,,1600.0,,,,,,,1.0,0.0,4,False,True
Salyan district,district,2008,20.7,16.01,33124.0,31033.0,17103.0,48.0,40510.0,63.6,56.2,33.85,25.0,20.7,63.6,0.5964887764585033,0.5110314745706028,1,False,True
Samukh district,district,2008,21.18,15.96,9530.0,8516.0,7314.0,47.0,13032.0,37.8,41.1,40.0,45.17,21.18,37.8,0.5577611557772016,0.4552623459695022,0,False,True
Shabran district,district,2008,19.04,14.0,11378.0,10114.0,963.0,41.8,10889.0,-4.4,,23.37,50.0,19.04,-4.4,0.4616031645614934,0.3700989115148998,0,False,True
Shahbuz district,district,2008,,,10246.0,10246.0,412.0,,12918.0,,,,,,,0.5647250190942504,0.4254799444190831,0,False,True
Shaki district,district,2008,48.23,32.0,35450.0,29260.0,7780.0,48.0,47273.0,22.1,71.9,58.52,55.0,48.23,22.1,0.8564376407453004,0.5959349049556362,9,False,True
Shamakhi district,district,2008,,9.01,19199.0,18788.0,35.0,,20671.0,,-7.5,,25.67,9.01,-7.5,1.0000000000000004,0.012445308081059814,12,False,True
Shamkir district,district,2008,10.0,,27893.0,26856.0,9704.0,48.0,36770.0,52.5,,20.22,,10.0,52.5,0.5735501564506192,0.479469088185407,0,False,True
Sharur district,district,2008,,,18947.0,18806.0,3931.0,,23690.0,,,,,,,0.4349025490307207,0.35775717864289536,0,False,True
Shusha district,district,2008,,17.78,1223.0,1182.0,515.0,,898.0,,41.7,,48.36,17.78,41.7,1.2254474665237496,0.13510677474384947,0,False,False
Siyazan district,district,2008,33.33,15.6,5130.0,4542.0,65.0,50.0,8048.0,0.1,,33.33,50.0,33.33,0.1,0.9999999999999997,0.5437095237221503,0,False,True
Tartar district,district,2008,34.98,,10805.0,10610.0,8544.0,47.7,10850.0,,,36.17,,34.98,,0.3815176896839792,0.30241269742590693,0,False,True
Tovuz district,district,2008,29.92,,17330.0,16671.0,2683.0,48.1,25532.0,66.2,,49.28,,29.92,66.2,0.5261462492295284,0.4171827177569978,0,False,True
Ujar district,district,2008,36.17,,28888.0,18997.0,10805.0,46.8,29055.0,5.6,,40.43,,36.17,5.6,0.521387634671212,0.418191718474038,0,False,True
Yevlakh district,district,2008,20.18,18.0,35158.0,22552.0,17419.0,48.2,29407.0,176.5,60.0,55.16,32.0,20.18,176.5,0.44421985001687964,0.35542836260360844,0,False,True
Zagatala district,district,2008,25.93,24.0,28340.0,24344.0,7062.0,48.4,38516.0,40.0,51.5,40.0,40.0,25.93,40.0,0.6923273809595897,0.56752094172753,1,False,True
Zangilan district,district,2008,25.0,,212.0,212.0,12.0,,43.0,,,,,25.0,,17.642800408487457,1.0,200,True,False
Zardab district,district,2008,16.67,10.21,22272.0,19258.0,11357.0,50.0,21605.0,60.0,61.1,33.33,30.6,16.67,60.0,0.3898635780111212,0.3297893380485788,0,False,True
Absheron district,district,2009,20.23,10.21,10535.0,10535.0,521.0,48.0,32280.0,32.7,6.8,39.29,38.12,20.23,32.7,1.0000000000000002,0.5301042842381711,2,False,True
Agdash district,district,2009,12.02,10.71,34312.0,22828.0,12690.0,48.0,32417.0,80.0,88.9,19.23,28.33,12.02,80.0,0.46681972612028266,0.34885990959229096,0,False,True
Aghdam district,district,2009,18.76,,14856.0,14515.0,6813.0,48.0,26726.0,44.7,,27.23,,18.76,44.7,0.6079257200881802,0.4819575073111104,0,False,False
Aghjabadi district,district,2009,14.77,,40093.0,34187.0,26417.0,48.0,48072.0,25.0,,40.0,,14.77,25.0,0.7180305867627731,0.5848159986203058,11,False,True
Aghstafa district,district,2009,30.0,,11340.0,9034.0,6685.0,48.0,11072.0,0.1,,37.5,,30.0,0.1,0.44295887820562607,0.35539819947072226,0,False,True
Aghsu district,district,2009,22.1,21.56,18523.0,14262.0,875.0,48.0,23396.0,33.3,68.2,30.0,40.0,22.1,33.3,0.5552411396871493,0.383545612545542,0,False,True
Astara district,district,2009,21.53,17.22,22298.0,21793.0,675.0,48.0,19365.0,1.2,2.6,30.39,20.0,21.53,1.2,0.355124366179134,0.2427910812995006,0,False,True
Babak district,district,2009,,,7502.0,7115.0,1153.0,,11398.0,,,,,,,0.5765449966124,0.4350712384686586,0,False,True
Balakan district,district,2009,26.99,,17525.0,14153.0,2776.0,47.0,14115.0,7.4,,41.16,,26.99,7.4,0.34897994868247706,0.27932083200723673,0,False,True
Barda district,district,2009,,,36943.0,31186.0,27068.0,,46300.0,,,,,,,0.7367090427509986,0.6349088841267537,1,False,True
Beylagan district,district,2009,38.33,13.64,25975.0,24258.0,24825.0,48.0,30360.0,-47.5,46.4,20.0,20.0,38.33,-47.5,0.4099071334432716,0.314357624182487,0,False,True
Bilasuvar district,district,2009,,37.57,19304.0,17057.0,7410.0,,22066.0,,42.0,,53.0,37.57,42.0,0.43316457504876915,0.3603621144426482,0,False,True
Dashkasan district,district,2009,20.04,18.8,13316.0,13137.0,80.0,48.0,19032.0,100.0,20.6,39.8,32.0,20.04,100.0,1.0000000000000007,0.8633773274162502,1,False,True
Fuzuli district,district,2009,22.0,,14437.0,13347.0,4064.0,48.0,6757.0,0.1,,30.0,,22.0,0.1,0.20022605051681727,0.13513476331150798,0,False,False
Gabala district,district,2009,11.03,16.31,25973.0,24232.0,1282.0,48.0,25608.0,2.0,39.1,50.0,25.0,11.03,2.0,0.3585412563748194,0.23242595711743336,0,False,True
Gakh district,district,2009,27.43,34.81,14142.0,12170.0,3293.0,48.0,9646.0,60.7,47.4,45.0,57.06,27.43,60.7,0.29271970091994726,0.22518983854484032,0,False,True
Gazakh district,district,2009,20.0,20.24,15338.0,13615.0,7359.0,45.0,18359.0,150.0,97.3,50.0,40.2,20.0,150.0,0.45879650778607006,0.3812883724411106,0,False,True
Gobustan district,district,2009,,22.63,11168.0,11055.0,30.0,,14545.0,,70.4,,41.24,22.63,70.4,0.9721397245084387,0.5889718609888448,1,False,True
Goranboy district,district,2009,30.0,,20098.0,18861.0,9106.0,48.0,18880.0,,,,,30.0,,0.3396963602444708,0.2820781235833511,0,False,True
Goychay district,district,2009,30.9,,23217.0,18707.0,4459.0,48.0,23360.0,11.5,,37.91,,30.9,11.5,0.41626750147439834,0.33978366409707367,0,False,True
Goygol district,district,2009,22.71,25.4,9823.0,9689.0,1636.0,48.0,22427.0,34.0,18.4,43.45,37.02,22.71,34.0,0.7740424561109901,0.6301260019296512,0,False,True
Guba district,district,2009,34.8,,26400.0,26008.0,386.0,48.0,34648.0,10.3,,37.49,,34.8,10.3,0.8088808505392879,0.5400124071009889,2,False,True
Gusar district,district,2009,28.59,,18566.0,18489.0,3045.0,48.0,23950.0,3.1,,29.59,,28.59,3.1,0.4310060468033681,0.34132781749143737,0,False,True
Hajigabul district,district,2009,,17.4,14390.0,12989.0,2052.0,,12681.0,,45.9,,42.31,17.4,45.9,0.34624351361680483,0.26496291520039694,0,False,True
Imishli district,district,2009,46.66,42.79,36660.0,31210.0,18489.0,46.4,40932.0,7.2,16.9,50.0,50.0,46.66,7.2,0.5835295735093883,0.49946046397175037,0,False,True
Ismayilli district,district,2009,26.6,24.97,23715.0,22842.0,1265.0,48.0,23491.0,3.8,51.0,28.02,50.0,26.6,3.8,0.35364487166534636,0.2419847078045413,0,False,True
Jabrayil district,district,2009,,,3407.0,3349.0,350.0,,4248.0,,,,,,,0.8271178030361769,0.5310296243041175,0,False,False
Jalilabad district,district,2009,16.04,,49685.0,45836.0,112.0,,50643.0,,,,,16.04,,0.9999999999999998,0.8670453788049652,79,False,True
Julfa district,district,2009,,,6876.0,6648.0,2090.0,,8691.0,,,,,,,0.49160690062681206,0.3719485174237893,0,False,True
Kalbajar district,district,2009,,25.27,11922.0,11444.0,499.0,48.0,8837.0,,2.9,,36.0,25.27,2.9,0.3867109321659706,0.28704816156786217,0,False,False
Kangarli district,district,2009,,,5577.0,5577.0,1810.0,,8052.0,,,,,,,0.5507177960283743,0.40773648248577976,0,False,True
Khachmaz district,district,2009,20.51,18.07,26129.0,24847.0,5815.0,48.0,36511.0,17.2,66.1,28.55,30.27,20.51,17.2,0.5750869349658174,0.4402936678218563,0,False,True
Khojavand district,district,2009,18.0,18.48,800.0,797.0,615.0,,813.0,,,,,18.0,,1.3713927227101625,0.6204869971619562,39,False,False
Kurdamir district,district,2009,28.98,25.0,30770.0,24726.0,15727.0,48.0,24446.0,158.4,39.5,74.91,34.88,28.98,158.4,0.3284667122956346,0.2687204582594272,0,False,True
Lachin district,district,2009,,28.96,14210.0,11798.0,2123.0,48.0,11907.0,-6.3,10.1,32.42,32.07,28.96,-6.3,0.3609865691837613,0.27879167513265035,0,False,False
Lankaran district,district,2009,31.64,31.0,21204.0,20630.0,432.0,48.0,26410.0,3.6,15.0,34.33,36.55,31.64,3.6,0.6496445780308973,0.5149995089823962,0,False,True
Lerik district,district,2009,24.68,30.94,16585.0,16411.0,407.0,48.0,13776.0,22.2,,36.67,,24.68,22.2,0.3709503549917817,0.25204163993284495,0,False,True
Masalli district,district,2009,,15.22,35476.0,33614.0,583.0,48.0,44185.0,25.0,53.5,20.83,21.55,15.22,25.0,0.975076232704243,0.8641211681227698,19,False,True
Neftchala district,district,2009,26.0,18.58,19113.0,17547.0,11131.0,49.0,20000.0,27.2,40.0,35.52,35.0,26.0,27.2,0.38479733432772645,0.32107196206234245,0,False,True
Oghuz district,district,2009,31.58,34.48,12926.0,11396.0,2216.0,47.0,15493.0,102.7,65.3,63.92,60.0,31.58,102.7,0.4706579624687291,0.37953224628802507,0,False,True
Ordubad district,district,2009,,,4496.0,4454.0,251.0,,5100.0,,,,,,,0.7750316028072011,0.5571024286191092,0,False,True
Saatli district,district,2009,12.01,12.6,30374.0,27997.0,14398.0,48.0,36523.0,66.9,60.0,20.02,20.0,12.01,66.9,0.5107630362660331,0.42182824239721206,0,False,True
Sabirabad district,district,2009,28.0,33.5,54187.0,45131.0,19216.0,48.1,71270.0,18.2,2.9,33.86,35.0,28.0,18.2,1.0000000000000318,0.882384913647418,71,False,True
Sadarak district,district,2009,,,1408.0,1093.0,523.0,,1630.0,,,,,,,1.0,0.0,3,False,True
Salyan district,district,2009,18.59,16.01,33270.0,31163.0,18890.0,48.0,40621.0,56.1,87.4,35.0,30.0,18.59,56.1,0.5755545457532996,0.49322804822815136,0,False,True
Samukh district,district,2009,25.11,24.6,9582.0,8554.0,8568.0,47.3,13106.0,32.7,37.0,34.64,50.0,25.11,32.7,0.5410663967249996,0.44272092641531413,0,False,True
Shabran district,district,2009,23.33,20.17,11404.0,10156.0,962.0,48.0,11068.0,-30.6,10.1,33.01,38.0,23.33,-30.6,0.43002582549385204,0.3198642886560379,0,False,True
Shahbuz district,district,2009,,,10400.0,10400.0,402.0,,13296.0,,,,,,,0.5485729650523727,0.40095575189318056,0,False,True
Shaki district,district,2009,48.53,35.0,36917.0,30408.0,9487.0,48.0,47602.0,21.7,71.4,58.63,60.0,48.53,21.7,0.8075516072431727,0.6212248790000896,5,False,True
Shamakhi district,district,2009,,13.44,19250.0,18856.0,96.0,,20878.0,,17.0,,55.0,13.44,17.0,0.8088522549905511,0.6327410759456615,1,False,True
Shamkir district,district,2009,10.01,,28018.0,27131.0,9034.0,48.0,38619.0,116.7,,46.86,,10.01,116.7,0.59561471476782,0.48782114203039684,0,False,True
Sharur district,district,2009,,,19250.0,19098.0,3487.0,,24512.0,,,,,,,0.4263273538716849,0.3374468718436534,0,False,True
Shusha district,district,2009,,50.0,1335.0,1288.0,613.0,48.0,903.0,,,,,50.0,,0.8521447399952073,0.0,1,False,False
Siyazan district,district,2009,55.0,25.65,5325.0,4806.0,6.0,50.0,8023.0,-16.5,117.2,50.17,56.13,55.0,-16.5,0.9999999999999998,0.6981281868734193,52,False,True
Tartar district,district,2009,15.91,,11039.0,10834.0,7880.0,48.0,11280.0,50.0,,30.0,,15.91,50.0,0.375278449422563,0.3020390437595597,0,False,True
Tovuz district,district,2009,40.09,,17416.0,16755.0,2833.0,51.0,25839.0,15.7,,46.44,,40.09,15.7,0.5103428072650517,0.3900313368267099,0,False,True
Ujar district,district,2009,30.0,32.22,31543.0,21078.0,11222.0,48.0,29593.0,,8.6,,40.0,30.0,8.6,0.4605392446636876,0.35381285411989194,0,False,True
Yevlakh district,district,2009,19.61,18.45,35164.0,24151.0,13519.0,50.1,29496.0,191.7,108.7,78.72,42.07,19.61,191.7,0.4007024347831138,0.3085422737907373,0,False,True
Zagatala district,district,2009,20.0,34.92,28500.0,24998.0,8072.0,48.0,39657.0,21.6,15.8,26.37,40.74,20.0,21.6,0.6832804557167856,0.5588568845065556,0,False,True
Zangilan district,district,2009,34.4,,222.0,222.0,19.0,48.0,44.0,,,,,34.4,,13.527770732944457,1.0,200,True,False
Zardab district,district,2009,21.48,20.0,22366.0,19646.0,13348.0,48.0,21663.0,19.7,76.3,30.93,35.0,21.48,19.7,0.36976180847991524,0.30917811319347377,0,False,True
Absheron district,district,2010,8.35,10.41,11740.0,11740.0,522.0,48.0,32931.0,7.7,9.3,37.1,40.2,8.35,7.7,0.9999999999999994,0.6637926676656181,0,False,True
Agdash district,district,2010,15.72,24.56,34629.0,23056.0,13728.0,48.0,33297.0,115.0,16.7,34.4,29.2,15.72,115.0,0.5214226365894451,0.4270304250966771,0,False,True
