measure,value
N,920.0
mean_2input,0.5794929240110052
mean_3input,0.7392836198080117
correlation,0.7220779089082837
p_value_corr,4.680646855616663e-149
LR_stat,21.05216518894497
LR_p,4.469475118229482e-06
land_coef,0.029793565973411325
