,,,,,,,,,,,,,,,,,,,
,Goygol district ,"6068","6105","6278","8547","7425.7","7426","6406.46","6010.8","5814.13","7964.4","6080.41","6121.58","6063","5261","5259","5252","5252","5312"
,Samukh district ,"7221","7048","7250","7226","7144","7154","7018.9","7425.96","7022","13484.9","18968.9","1502.27","1433","2457","2472","1678","1559","1702"
,Karabakh economic region ,"19602","20454","31626","39486","31303.7","31654","34198","33571","32868","28175.1","41505.4","49697.8","49136","14226","15715","39774","46066","42412"
,Khankandi city,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,…
,Aghjabadi district ,"11803","11803","14884","18900","11532","11473","14644","14821","14621","14155","14155","20175","20621","12278","12024","13226","13987","14031"
,Aghdam district ,"2219","3575","11957","14411","13111","11612","11742","11571","10815","7995","10582","10489","9751","20","15","16","25013","25013"
,Aghdara district,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,"1090"
,Barda district ,"100","100","100","106","106","6","506","227","232","11.2","571","6.2","20","26","54","656","649","651"
,Fuzuli district ,"2987","2800","2800","3872","4182","4547","3686","3415","4054","3568","13979","17452","16845","16","2345","23720","4611",-
,Khojaly district ,"132","70","70","700","700","700","320","320",-,-,-,-,-,-,-,-,-,-
,Khojavand district ,"630","375","130","50","312","50","50",-,-,-,-,-,-,-,-,-,-,-
,Shusha district ,"250","250","250","250",-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Tartar district ,"1481","1481","1435","1197","1360.7","3266","3250","3217","3146","2445.9","2218.4","1575.6","1899","1886","1277","2156","1806","1627"
,Gazakh-Tovuz economic region ,"35552","17218","16660","10587","12152.2","12363","19875.7","15457.6","14821","15697","11122.7","16480","7552","6122","6799","7869","7581","3744"
,Aghstafa district ,"27737","6896","6280","6249","8042","8044","8433","8655","8655","7632","6262","8991.5","3301","3318","3869","3869","3869","1139"
,Gadabay district ,"195","204","201","201","200.7","266","200.7","267.4","277","277","5","205.5","206","180","172","200","60","170"
,Gazakh district ,"5699","2496","1225","312","67","67","233","206","195","200",-,"33","33",-,-,-,"17","17"
,Shamkir district ,"765","6466","7612","3301","3318.5","3462","8460","6071.2","5407","7329","4625.7","7020","3542","2153","2348","3113","2958","1881"
,Tovuz district ,"1156","1156","1342","524","524","524","2549","258","287","259","230","230","470","471","410","687","677","537"
,Guba-Khachmaz economic region,"13515","37554","39879","38597","39037.04","42141","37381.85","37414.75","40273.9","34914.24","13614.1","13391.44","37000","10488","11153","46334","47352","17415"
,Khachmaz district ,"5085","5143","5414","4386","4496.8","5110","4551.5","4642.46","4685.47","2875.7","2753.4","2850.25","3401","1965","1980","2695","2874","2731"
,Guba district ,"2088","1850","1850","1105","1314.79","1421","1432.39","1186.7","2919","1500.4","1768.6","1669.6","1969","1909","2019","2265","2242","2190"
,Gusar district ,"975","863","823","796","752","2995","3204.9","3208.91","4934.77","4786.3","4629.37","4498.24","4300","2974","3289","6244","6693","8126"
,Siyazan district ,"1012","1032","572","572","547","547","522","522","522","522","692.1","692","720","680","949","1337","1359","1244"
,Shabran district ,"4355","28666","31220","31738","31926.45","32068","27671.06","27854.68","27212.66","25229.64","3770.63","3681.35","26610","2960","2916","33793","34184","3124"
,Lankaran-Astara economic region,"9002","11575","13129","20337","19636","19790","19975.5","20322.08","20238.04","7809.18","7829.58","8395.57","6000","4135","7015","4523","4644","4922"
,Astara district ,"582","518","474","480","317.7","413","596.6","630.1","635.8","597.4","545.8","883.9","893","569","538","587","511","581"
,Jalilabad district ,"1767","5724","7580","15038","15038","15038","15038","15038.4","15038.4","2542.5","2158.4","2384.87","655","698","1230","1222","1171","1439"
,Lerik district ,"2848","2833","2833","2248","1739.6","1700","1707.3","1697","1691.26","1667","1659","1610","1025","229","211","222","222","215"
,Lankaran district ,"683","556","607","852","823.6","897","806.5","1250.8","1164.8","1240.4","1587.6","1567.4","1572","1604","4026","1582","1667","1613"
,Masalli district ,"1180","2","11","11","11","11","14","15","14","14","14","9.72","10",-,-,-,"13","16"
,Yardimli district ,"1942","1942","1624","1708","1706.1","1731","1813.1","1690.78","1693.78","1747.78","1864.78","1939.68","1845","1035","1010","910","1060","1058"
,Central Aran economic region,"24155","29614","31387","22519","22658.32","23253","22962.17","24455.53","25931.42","27639.12","27982.83","31301.95","33875","31774","28538","28475","32139","32680"
,Mingachevir city,"92","316","305","141","139.5","204","198.6","243.6","250.5","143.5","222.9","324.5","325","324","324","324","324","313"
,Agdash district ,"9716","7651","15111","7695","7792.84","7946","7780.04","8168.2","9133","9118","9096","9075","11075","10925","11075","11167","11192","11256"
,Goychay district ,"602","400","527","519","531.97","580","577.42","598.91","1607.42","2459.12","1782.4","2006.92","1806","1689","1605","1575","1527","2428"
,Kurdamir district ,"3960","6271","6331","5992","5991.16","6307","6205.26","7099.82","6448.5","6489.5","7635.53","9495.53","12260","10415","6912","6810","7576","7027"
,Ujar district ,"883","740","991","132","132","132","132","132","252","475","365","375","221","221","221","221","137","137"
,Yevlakh district ,"1320","6623","4772","4681","4685.85","4686","4685.85","4828","4828","5544","5544","6633","1820","1832","2033","2009","3015","3209"
,Zardab district ,"7582","7613","3350","3359","3385","3398","3383","3385","3412","3410","3337","3392","6368","6368","6368","6369","8368","8310"
,Mil-Mughan economic region ,"14410","14831","15263","14923","14826.3","15642","15245","17500.6","15910.2","10966.1","19283.3","15297","9632","9241","8094","6315","6374","8166"
,Beylagan district ,"7949","8225","8230","8243","8416.5","8305","8285.5","10900.5","10153.5","5275.4","13604.4","9954.4","4472","5448","5493","4231","4095","4069"
,Imishli district ,"2966","2966","3006","2966","2861","3985","3679.4","3322.4","2431.4","2178.4","2178.4","2081.2","2073","1599","495","425","590","550"
,Saatli district ,"576","548","548","548","382.8","225","224.8","231.4","457","480","476","550","426","263","597","168","223","151"
,Sabirabad district ,"2919","3092","3479","3166","3166","3127","3055.3","3046.3","2868.3","3032.3","3024.5","2711.4","2661","1931","1509","1491","1466","3396"
,Shaki- Zagatala economic region,"98453","97220","7894","10415","10786.1","10414","12737.99","10822.7","11515.01","38754.31","14271.51","6505.29","7318","4484","15010","20096","20743","23516"
,Balakan district ,"37592","36859","1611","1535","1535.9","1536","1289.7","1192.2","1260.77","1432.87","1640.87","1556.4","1258","575","637","637","390","880"
,Gakh district ,"327","222","181","158","182.18","32","34.14","254.4","367.14","375.14","610.64","339.98","327","373","657","1349","1349","1179"
,Gabala district ,"606","790","800","1207","1367.3","1368","1945.45","1936.6","2598.1","35771.3","4374.8","3395.4","3318","1144","1056","4204","4351","4877"
,Oghuz district ,"856","149","214","154","38.2","29","29",-,"117","117","117","114","114",-,-,"907","1181","1554"
,Shaki district ,"4038","4166","4166","6805","6806","6923","6968","6863.5","6747","632","7157","527.67","1433","1481","11318","11838","12341","13774"
,Zagatala district ,"55034","55034","922","556","856.52","526","2471.7","576","425","426","371.2","571.84","868","911","1342","1161","1131","1252"
,"Eastern Zangazur economic
 region ","2406","1046","695","520","520","520","435","405","9980","480","3329.5","4968.7","5097","985","1305","6311","3250","2431"
,Jabrayil district ,"238",-,-,-,-,-,-,-,-,-,-,"967","942",-,-,-,"991",-
,Kalbajar district ,"525","525","525","520","520","520","435","405","420","480","531","531","531","461","461","461","484","611"
,Gubadli district ,"821","521",-,-,-,-,-,-,-,-,-,"522.2","524","524","814","1750","1750","1321"
,Lachin district ,"370",-,"170",-,-,-,-,-,"9560",-,"2798.5","2798.5","2798",-,-,-,-,-
,Zangilan district ,"452",-,-,-,-,-,-,-,-,-,-,"150","302",-,"30","4100","25","499"
,Shirvan-Salyan economic region  ,"24324","17729","16564","10659","10651","10583","9131.75","10043.55","10532.25","21009.55","7632.82","17305.55","12829","9374","12988","12184","12292","8780"
,Shirvan city,"9","9",-,-,-,"15","15","15","15","15","15","15","15",-,-,-,-,-
,Bilasuvar district ,"10537","4858","4895","4125","4242","4118","4353.85","4333.85","4289.85","13898.95",-,"8411","2559","2559","2559","2559","2559","102"
,Hajigabul district ,"3628","3628","3628","918","1118","1118","530","530","530","530","530","530","569","1646","2417","2400","2400","2409"
,Neftchala district ,"797","1128","1658","1143","734","1143","1196.2","2086","2173","2056","2445.2","769","2487","2030","2031","1708","1699","1399"
,Salyan district ,"9353","8106","6383","4473","4557","4189","3036.7","3078.7","3524.4","4509.6","4642.62","7580.55","7199","3139","5981","5517","5634","4870"
,,,,,,,,,,,,,,,,,,,
,State Statistical Committee of the Republic of Azerbaijan ,,,,,,,,,,,,,,,,,,
