region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat
Fuzuli district,district,2015,36.11,,15690.0,14821.0,5975.0,48.0,20321.0,11.1,,40.0,
Fuzuli district,district,2016,36.1,,15857.0,14992.0,6040.0,26.8,23199.0,38.9,,50.0,
Fuzuli district,district,2017,31.83,,16028.0,15067.0,6216.0,30.6,24560.0,57.2,,50.0,
Fuzuli district,district,2018,33.01,,16030.0,15195.0,5787.0,30.3,27916.0,33.0,,43.93,
Fuzuli district,district,2019,34.05,,16120.0,15306.0,6279.0,35.1,28135.0,46.9,,50.0,
Fuzuli district,district,2020,32.23,,16228.0,15350.0,6957.0,32.1,28293.0,55.1,,50.0,
Fuzuli district,district,2021,31.25,,16227.0,15349.0,6721.0,30.6,28599.0,36.4,,44.73,
Fuzuli district,district,2022,29.49,,16289.0,15412.0,6928.0,33.5,28747.0,120.4,,65.0,
Fuzuli district,district,2023,27.75,,13630.0,12770.0,7126.9,19.6,29291.0,136.2,,159.78,
Fuzuli district,district,2024,29.22,,14070.0,13705.0,7803.0,23.3,27980.0,146.9,,71.73,
Gabala district,district,2000,,,22651.0,20175.0,308.0,,21280.0,,,,
Gabala district,district,2001,,,23873.0,21625.0,597.0,,18030.0,,,,
Gabala district,district,2002,,,24179.0,21519.0,639.0,,22794.0,,,,
Gabala district,district,2003,,,24252.0,21887.0,766.0,,23358.0,,,,
Gabala district,district,2004,,,24561.0,22332.0,1048.0,,24161.0,,,,
Gabala district,district,2005,9.77,8.46,24934.0,22753.0,1000.0,50.0,24503.0,0.1,1.6,25.25,20.42
Gabala district,district,2006,,,25222.0,23189.0,943.0,,24873.0,,,,
Gabala district,district,2007,,,25493.0,23759.0,849.0,,25170.0,,,,
Gabala district,district,2008,19.2,19.0,25730.0,23891.0,1569.0,47.5,25473.0,6.5,41.7,20.0,34.0
Gabala district,district,2009,11.03,16.31,25973.0,24232.0,1282.0,48.0,25608.0,2.0,39.1,50.0,25.0
Gabala district,district,2010,20.0,15.78,26060.0,24489.0,1637.0,48.0,25658.0,14.3,73.8,40.0,32.9
Gabala district,district,2011,24.99,,26135.0,24620.0,1922.0,48.0,26127.0,42.1,,33.0,
Gabala district,district,2012,15.43,,26256.0,24863.0,1661.0,48.0,27487.0,52.9,,34.97,
Gabala district,district,2013,60.28,,28102.0,26749.0,1665.0,48.0,35130.0,3.8,,62.7,
Gabala district,district,2014,31.03,,25138.0,24187.0,1505.0,48.0,37385.0,16.1,,50.0,
Gabala district,district,2015,51.31,,25057.0,24192.0,2037.0,44.0,36591.0,,,49.56,
Gabala district,district,2016,47.69,,23746.0,23232.0,1972.0,18.8,38855.0,20.3,,57.86,
Gabala district,district,2017,57.16,,23183.0,22658.0,1599.0,17.4,40313.0,12.6,,68.33,
Gabala district,district,2018,56.97,,22550.0,22019.0,1218.0,4.6,40472.0,28.7,,68.3,
Gabala district,district,2019,57.74,,22301.0,21729.0,1438.0,5.0,40502.0,5.8,,67.52,
Gabala district,district,2020,30.84,,21858.0,21314.0,1396.7,35.5,41283.0,82.5,,73.0,
Gabala district,district,2021,39.29,,21301.0,20924.0,1174.5,54.0,40892.0,12.9,,64.93,
Gabala district,district,2022,51.81,,20192.0,19865.0,1035.0,54.5,40129.0,18.4,,75.0,
Gabala district,district,2023,51.89,,18761.0,18489.0,1036.1,51.7,40343.0,22.3,,82.24,
Gabala district,district,2024,49.1,,17692.0,17262.0,997.3,49.0,41508.0,22.3,,84.77,
Gadabay district,district,2000,,,16802.0,16220.0,125.0,,13836.0,,,,
Gadabay district,district,2001,,,17149.0,16583.0,1.0,,16114.0,,,,
Gadabay district,district,2002,,,17604.0,17097.0,,,17304.0,,,,
Gadabay district,district,2003,,,18474.0,17939.0,,,17540.0,,,,
Gadabay district,district,2004,,,20030.0,19521.0,,,19140.0,,,,
Gadabay district,district,2005,,8.21,26174.0,25709.0,,,20019.0,,5.1,,31.54
Gadabay district,district,2006,,,26264.0,25883.0,,,23706.0,,,,
Gadabay district,district,2007,,,26353.0,26067.0,,,24468.0,,,,
Gadabay district,district,2008,,15.0,26456.0,26222.0,,,24846.0,,25.0,,30.0
Gadabay district,district,2009,,23.0,26550.0,26368.0,,,25193.0,,16.9,,30.0
Gadabay district,district,2010,,26.92,26647.0,26522.0,,,33664.0,,0.0,,50.0
Gadabay district,district,2011,,31.03,26706.0,26593.0,,,38998.0,,16.7,,41.2
Gadabay district,district,2012,,21.35,26743.0,26632.0,,,40128.0,,,,
Gadabay district,district,2013,,,26789.0,26680.0,,,41291.0,,,,
Gadabay district,district,2014,,16.33,26192.0,26086.0,,,42487.0,,,,
Gadabay district,district,2015,,23.53,26183.0,26083.0,39.0,,43139.0,,,,
Gadabay district,district,2016,,25.0,23515.0,23423.0,57.0,,43786.0,,,,
Gadabay district,district,2017,,26.32,23783.0,23702.0,10.0,,42816.0,,172.7,,75.0
Gadabay district,district,2018,,27.27,21712.0,21614.0,10.0,,50392.0,,,,
Gadabay district,district,2019,,25.0,22072.0,21962.0,24.0,,47483.0,,,,
Gadabay district,district,2020,,,22120.0,22001.0,30.0,,47512.0,,,,
Gadabay district,district,2021,,,22578.0,22499.0,40.4,,47618.0,,,,
Gadabay district,district,2022,,,21182.0,21085.0,10.0,,47914.0,,,,
Gadabay district,district,2023,,,20482.0,20401.0,45.0,,48633.0,,,,
Gadabay district,district,2024,,,20026.0,19909.0,53.3,,48487.0,,,,
Gakh district,district,2000,,,17649.0,13356.0,94.0,,16015.0,,,,
Gakh district,district,2001,,,17543.0,13446.0,240.0,,18540.0,,,,
Gakh district,district,2002,,,15566.0,12293.0,325.0,,19726.0,,,,
Gakh district,district,2003,,,13580.0,11006.0,411.0,,17329.0,,,,
Gakh district,district,2004,,,12521.0,10241.0,446.0,,13580.0,,,,
Gakh district,district,2005,20.22,22.54,12567.0,10282.0,482.0,47.6,9215.0,9.2,,22.07,
Gakh district,district,2006,,,13265.0,10978.0,643.0,,9498.0,,,,
Gakh district,district,2007,,,13345.0,11049.0,1773.0,,9625.0,,,,
Gakh district,district,2008,26.34,37.31,13376.0,11231.0,2464.0,47.9,9636.0,64.3,52.4,44.15,60.0
Gakh district,district,2009,27.43,34.81,14142.0,12170.0,3293.0,48.0,9646.0,60.7,47.4,45.0,57.06
Gakh district,district,2010,27.94,35.55,14168.0,12279.0,2723.0,48.0,11216.0,,22.2,,58.2
Gakh district,district,2011,30.46,35.86,12767.0,11161.0,2045.0,47.9,11352.0,,38.2,,69.5
Gakh district,district,2012,26.49,35.94,12973.0,11329.0,1997.0,48.0,14969.0,116.7,35.2,50.98,68.7
Gakh district,district,2013,17.51,31.24,12985.0,11490.0,2201.0,48.0,15698.0,180.0,85.0,50.0,68.9
Gakh district,district,2014,20.61,30.71,12440.0,11067.0,2619.0,48.1,15733.0,,32.0,48.56,51.52
Gakh district,district,2015,30.54,26.23,12028.0,10840.0,3862.0,47.9,15857.0,,19.0,,50.0
Gakh district,district,2016,14.21,22.48,11883.0,10826.0,3555.0,47.9,15937.0,,,,
Gakh district,district,2017,21.23,31.58,11345.0,10314.0,2672.0,47.8,15985.0,263.4,,75.0,
Gakh district,district,2018,14.43,41.67,11923.0,10863.0,2755.0,48.0,16081.0,198.1,,100.0,
Gakh district,district,2019,14.31,,12015.0,10940.0,2690.0,48.0,16115.0,,,,
Gakh district,district,2020,50.63,,12145.0,11047.0,2146.0,11.9,16116.0,,,,
Gakh district,district,2021,37.42,,12383.0,11290.0,2022.0,24.8,16210.0,32.1,,81.12,
Gakh district,district,2022,14.8,,11311.0,10397.0,1728.2,26.2,16370.0,43.5,,76.46,
Gakh district,district,2023,13.26,,11264.0,10366.0,1554.0,27.1,16380.0,16.0,,90.02,
Gakh district,district,2024,23.38,,10704.0,9835.0,1363.0,34.9,16169.0,25.4,,96.98,
Ganja city,city,2000,,,437.0,385.0,179.0,,466.0,,,,
Ganja city,city,2001,,,430.0,390.0,23.0,,485.0,,,,
Ganja city,city,2002,,,435.0,400.0,99.0,,491.0,,,,
Ganja city,city,2003,,,451.0,423.0,70.0,,487.0,,,,
Ganja city,city,2004,,,553.0,518.0,59.0,,579.0,,,,
Ganja city,city,2005,17.25,,350.0,331.0,69.0,46.2,535.0,6.9,,18.47,
Ganja city,city,2006,,,382.0,343.0,47.0,,541.0,,,,
Ganja city,city,2007,,,485.0,410.0,4.0,,350.0,,,,
Ganja city,city,2008,24.87,28.55,619.0,503.0,5.0,48.7,432.0,27.5,5.1,32.67,30.0
Ganja city,city,2009,34.45,40.01,530.0,446.0,13.0,48.0,456.0,75.0,50.0,61.98,60.0
Ganja city,city,2010,42.15,,577.0,497.0,43.0,48.0,385.0,85.9,,78.5,
Ganja city,city,2011,70.0,,669.0,621.0,13.0,48.0,300.0,16.7,,80.8,
Ganja city,city,2012,,,535.0,493.0,27.0,,446.0,,,,
Ganja city,city,2013,,,586.0,537.0,24.0,,520.0,,,,50.0
Ganja city,city,2014,,,594.0,580.0,18.0,44.0,569.0,,,,
Ganja city,city,2015,,,398.0,383.0,19.0,,588.0,,,,
Ganja city,city,2016,,,426.0,409.0,3.0,,394.0,,,,
Ganja city,city,2017,,,421.0,402.0,84.0,,421.0,,,,
Ganja city,city,2018,,,431.0,418.0,81.0,,417.0,,,,
Ganja city,city,2019,,,495.0,475.0,82.0,,413.0,,,,
Ganja city,city,2020,58.33,,671.0,659.0,3.0,48.0,474.0,37.1,,80.0,
Ganja city,city,2021,33.14,55.0,444.0,442.0,,48.0,589.0,85.6,9.1,61.51,60.0
Ganja city,city,2022,71.93,60.0,337.0,337.0,,48.0,403.0,11.2,16.7,80.0,70.0
Ganja city,city,2023,72.0,60.48,308.0,308.0,1.0,48.0,711.0,11.1,16.7,80.0,70.0
Ganja city,city,2024,60.0,70.36,291.0,291.0,,48.0,690.0,33.3,13.7,80.0,80.0
Gazakh district,district,2000,,,12072.0,9920.0,1113.0,,15696.0,,,,
Gazakh district,district,2001,,,12213.0,10216.0,1128.0,,12965.0,,,,
Gazakh district,district,2002,,,12525.0,10516.0,1087.0,,13285.0,,,,
Gazakh district,district,2003,,,13063.0,11117.0,1232.0,,14353.0,,,,
Gazakh district,district,2004,,,13125.0,11074.0,1504.0,,16000.0,,,,
Gazakh district,district,2005,18.0,9.34,13426.0,11406.0,1649.0,47.3,16500.0,33.3,63.6,24.0,19.63
Gazakh district,district,2006,,,14206.0,12069.0,2276.0,,16830.0,,,,
Gazakh district,district,2007,,,14731.0,12623.0,5145.0,,17170.0,,,,
Gazakh district,district,2008,21.03,20.06,15320.0,13146.0,6832.0,47.9,17282.0,45.9,45.8,35.06,35.0
Gazakh district,district,2009,20.0,20.24,15338.0,13615.0,7359.0,45.0,18359.0,150.0,97.3,50.0,40.2
Gazakh district,district,2010,20.38,23.79,15459.0,13512.0,7557.0,48.0,23289.0,100.0,96.1,50.0,53.7
Gazakh district,district,2011,25.99,24.1,15495.0,13760.0,7725.0,47.9,25124.0,21.9,105.1,32.0,50.1
Gazakh district,district,2012,24.46,25.08,15611.0,13833.0,7015.0,47.9,26344.0,103.1,124.0,46.43,56.3
Gazakh district,district,2013,24.69,25.83,15762.0,14011.0,7071.0,48.0,27672.0,,122.0,,57.6
Gazakh district,district,2014,25.48,16.33,15978.0,14298.0,5783.0,47.0,29002.0,96.5,118.8,60.79,58.05
Gazakh district,district,2015,25.39,26.22,16070.0,14411.0,6221.0,48.0,30009.0,95.5,107.5,50.0,56.25
Gazakh district,district,2016,59.98,60.63,16458.0,14777.0,5666.0,48.0,31172.0,11.7,72.7,70.0,62.16
Gazakh district,district,2017,39.94,38.57,16595.0,15142.0,3338.0,48.1,31180.0,65.7,56.5,66.18,61.64
Gazakh district,district,2018,45.95,38.85,16657.0,15187.0,3572.0,34.6,31212.0,163.4,60.9,93.93,62.09
Gazakh district,district,2019,28.97,40.73,16457.0,15023.0,4154.0,24.4,32055.0,108.3,95.0,70.0,80.0
Gazakh district,district,2020,30.7,31.81,16384.0,15008.0,8353.0,48.0,31917.0,66.2,62.1,60.0,65.85
Gazakh district,district,2021,34.0,38.22,16179.0,14873.0,4767.1,48.0,31848.0,81.8,103.8,60.0,64.69
Gazakh district,district,2022,39.34,31.5,16069.0,14852.0,4782.0,48.0,31787.0,77.8,96.4,80.0,67.68
Gazakh district,district,2023,56.32,47.97,16054.0,14821.0,4457.0,48.1,31724.0,113.3,100.9,100.0,73.8
Gazakh district,district,2024,51.16,52.14,15993.0,14853.0,4416.0,48.2,31724.0,100.0,91.1,100.0,98.04
Gobustan district,district,2000,,,9178.0,9029.0,1170.0,,9685.0,,,,
Gobustan district,district,2001,,,10858.0,10710.0,1221.0,,10328.0,,,,
Gobustan district,district,2002,,,10858.0,10727.0,1115.0,,10737.0,,,,
Gobustan district,district,2003,,,10868.0,10767.0,1120.0,,12458.0,,,,
Gobustan district,district,2004,,,10995.0,10884.0,1188.0,,12582.0,,,,
Gobustan district,district,2005,,9.0,11011.0,10900.0,1212.0,,12760.0,,17.6,,20.0
Gobustan district,district,2006,,,11026.0,10915.0,1181.0,,12920.0,,,,
Gobustan district,district,2007,,,11052.0,10941.0,10.0,,13560.0,,,,
Gobustan district,district,2008,,24.71,11085.0,10972.0,18.0,,14040.0,,42.9,,35.29
Gobustan district,district,2009,,22.63,11168.0,11055.0,30.0,,14545.0,,70.4,,41.24
Gobustan district,district,2010,,23.29,11205.0,11092.0,33.0,,14830.0,,67.5,,40.4
Gobustan district,district,2011,,23.54,11246.0,11133.0,24.0,,15052.0,,93.3,,47.1
Gobustan district,district,2012,,24.01,11287.0,11172.0,42.0,,16885.0,,117.8,,54.1
Gobustan district,district,2013,,2494.0,11327.0,11207.0,33.0,,17293.0,,119.4,,55.2
Gobustan district,district,2014,,24.58,11352.0,11232.0,143.0,,17601.0,,115.6,,60.78
Gobustan district,district,2015,,25.13,11393.0,11271.0,273.0,,18042.0,,119.0,,56.64
Gobustan district,district,2016,,25.57,11510.0,11386.0,86.0,,19756.0,,126.7,,75.19
Gobustan district,district,2017,,27.92,11578.0,11452.0,84.0,,20088.0,,107.6,,66.12
Gobustan district,district,2018,,28.4,12168.0,12016.0,42.0,,20319.0,,106.7,,65.8
Gobustan district,district,2019,,28.76,12167.0,12058.0,51.0,,20758.0,,114.2,,68.0
Gobustan district,district,2020,,,13108.0,12988.0,27.0,,21083.0,,138.8,,78.85
Gobustan district,district,2021,,33.0,13241.0,13121.0,36.0,,22436.0,,135.4,,71.97
Gobustan district,district,2022,,31.65,11306.0,11178.0,27.0,,22728.0,,127.9,,71.19
Gobustan district,district,2023,,32.61,10928.0,10807.0,19.0,,19542.0,,126.9,,77.42
Gobustan district,district,2024,,34.64,10833.0,10687.0,15.0,,18954.0,,75.0,,70.0
Goranboy district,district,2000,,,13592.0,11804.0,1160.0,,11624.0,,,,
Goranboy district,district,2001,,,13721.0,12147.0,404.0,,13377.0,,,,
Goranboy district,district,2002,,,14824.0,13150.0,1162.0,,14066.0,,,,
Goranboy district,district,2003,,,15912.0,14192.0,1760.0,,14500.0,,,,
Goranboy district,district,2004,,,17026.0,15388.0,2403.0,,14620.0,,,,
Goranboy district,district,2005,23.35,,16907.0,15442.0,3058.0,50.0,14645.0,42.9,,32.79,
Goranboy district,district,2006,,,17836.0,16507.0,5325.0,,14667.0,,,,
Goranboy district,district,2007,,,19146.0,17976.0,6977.0,,15738.0,,,,
Goranboy district,district,2008,18.18,,20075.0,18699.0,5767.0,47.7,15740.0,38.5,,36.0,
Goranboy district,district,2009,30.0,,20098.0,18861.0,9106.0,48.0,18880.0,,,,
Goranboy district,district,2010,20.96,,20857.0,19626.0,11186.0,48.0,23619.0,43.8,,32.9,
Goranboy district,district,2011,29.6,,20851.0,19945.0,11221.0,48.0,27510.0,,,35.0,
Goranboy district,district,2012,32.78,,21580.0,20929.0,12665.0,48.7,32390.0,33.3,,50.0,
Goranboy district,district,2013,29.45,,21847.0,21238.0,13975.0,48.0,35389.0,80.9,,50.0,
Goranboy district,district,2014,25.21,,20851.0,20304.0,13748.0,47.9,35966.0,64.5,,41.26,
Goranboy district,district,2015,25.9,,20682.0,20177.0,13686.0,48.0,36114.0,62.6,,42.28,
Goranboy district,district,2016,28.28,,20838.0,20375.0,13598.0,45.8,36208.0,50.7,,40.7,
Goranboy district,district,2017,13.42,,21097.0,20656.0,13882.0,45.2,37061.0,42.1,,42.17,
Goranboy district,district,2018,13.11,,19911.0,19370.0,13821.0,14.7,35114.0,10.0,,55.0,
Goranboy district,district,2019,10.49,,20520.0,20064.0,14001.0,15.0,42104.0,2.8,,50.14,
Goranboy district,district,2020,10.46,,20601.0,20167.0,15458.0,15.0,42237.0,2.8,,50.03,
Goranboy district,district,2021,10.31,,20387.0,19932.0,15505.0,16.1,43060.0,1.5,,33.51,
Goranboy district,district,2022,10.1,,20401.0,20006.0,14896.5,14.3,43094.0,2.2,,40.23,
Goranboy district,district,2023,45.91,,17586.0,17197.0,14923.0,41.9,43266.0,2.3,,59.73,
Goranboy district,district,2024,46.08,,16988.0,16666.0,14517.9,41.8,42408.0,9.6,,61.59,
Goychay district,district,2000,,,20921.0,16810.0,824.0,,15994.0,,,,
Goychay district,district,2001,,,21306.0,17093.0,595.0,,18485.0,,,,
Goychay district,district,2002,,,21444.0,17228.0,667.0,,20518.0,,,,
Goychay district,district,2003,,,22218.0,17734.0,1487.0,,21568.0,,,,
Goychay district,district,2004,,,22494.0,17977.0,1843.0,,22500.0,,,,
Goychay district,district,2005,12.37,,22759.0,18185.0,2137.0,49.8,22235.0,88.3,,30.13,
Goychay district,district,2006,,,22978.0,18397.0,2260.0,,22550.0,,,,
Goychay district,district,2007,,,23022.0,18434.0,2741.0,,23180.0,,,,
Goychay district,district,2008,29.45,,23165.0,18633.0,3610.0,48.1,23286.0,34.5,,46.33,
Goychay district,district,2009,30.9,,23217.0,18707.0,4459.0,48.0,23360.0,11.5,,37.91,
Goychay district,district,2010,40.38,,23525.0,19041.0,5180.0,56.6,23550.0,3.3,,39.4,
Goychay district,district,2011,41.04,,23926.0,19546.0,5479.0,48.0,23750.0,24.4,,50.8,
Goychay district,district,2012,50.53,,24129.0,19809.0,5607.0,48.0,24240.0,24.4,,51.64,
Goychay district,district,2013,52.83,,24372.0,20084.0,5569.0,48.2,24510.0,17.8,,51.5,
Goychay district,district,2014,58.15,,24419.0,20475.0,5583.0,47.8,24850.0,28.5,,57.46,
Goychay district,district,2015,60.0,,24436.0,20764.0,5706.0,48.2,24935.0,11.9,,60.0,
Goychay district,district,2016,60.0,,19566.0,17974.0,5728.0,47.1,25030.0,18.6,,60.0,
Goychay district,district,2017,11.76,,19597.0,18135.0,5768.0,48.0,20298.0,4.3,,90.78,
Goychay district,district,2018,57.05,,18720.0,17370.0,6008.0,48.0,20588.0,31.9,,64.55,
Goychay district,district,2019,51.51,,18535.0,17247.0,5940.0,40.1,20016.0,10.5,,57.55,
Goychay district,district,2020,51.32,,17824.0,16596.0,6067.0,40.2,19900.0,21.8,,52.79,
Goychay district,district,2021,32.06,,18204.0,16997.0,6067.0,47.4,19941.0,49.8,,63.16,
Goychay district,district,2022,36.75,,17856.0,16647.0,6079.0,47.1,19840.0,42.9,,65.68,
Goychay district,district,2023,32.67,,18308.0,17226.0,6077.0,47.4,20105.0,,,,
Goychay district,district,2024,27.08,,17906.0,16899.0,6076.0,47.6,20183.0,,,,
Goygol district,district,2000,,,6300.0,6090.0,627.0,,5692.0,,,,
Goygol district,district,2001,,,7375.0,7177.0,781.0,,6603.0,,,,
Goygol district,district,2002,,,7801.0,7588.0,826.0,,7376.0,,,,
Goygol district,district,2003,,,8835.0,8630.0,765.0,,8870.0,,,,
Goygol district,district,2004,,,9143.0,8963.0,1052.0,,10546.0,,,,
Goygol district,district,2005,16.12,,9314.0,9139.0,997.0,51.0,14471.0,18.8,,22.07,
Goygol district,district,2006,,,9564.0,9410.0,948.0,,15538.0,,,,
Goygol district,district,2007,,,9754.0,9602.0,967.0,,20324.0,,,,
Goygol district,district,2008,27.62,21.75,9812.0,9656.0,1168.0,48.1,22354.0,11.6,22.6,32.75,38.0
Goygol district,district,2009,22.71,25.4,9823.0,9689.0,1636.0,48.0,22427.0,34.0,18.4,43.45,37.02
Goygol district,district,2010,37.18,35.15,9827.0,9682.0,949.0,43.1,22532.0,38.5,16.7,52.9,41.2
Goygol district,district,2011,32.81,32.47,9851.0,9724.0,973.0,48.1,22586.0,31.8,59.2,35.2,42.9
Goygol district,district,2012,35.2,29.76,9946.0,9830.0,1163.0,48.0,22594.0,34.6,45.6,40.12,40.2
Goygol district,district,2013,41.11,35.08,9969.0,9866.0,1307.0,47.7,23028.0,22.0,47.1,48.7,55.6
Goygol district,district,2014,39.45,26.01,10003.0,9897.0,1307.0,47.7,23348.0,13.1,32.1,43.7,43.82
Goygol district,district,2015,32.73,35.03,10017.0,9928.0,1297.0,48.0,23540.0,36.1,38.6,43.64,35.9
Goygol district,district,2016,43.98,34.52,10032.0,9944.0,1221.0,45.8,23559.0,18.9,29.8,49.65,45.18
Goygol district,district,2017,40.09,,10064.0,9972.0,851.0,41.6,23698.0,31.4,,47.12,
Goygol district,district,2018,46.89,,10084.0,9984.0,803.0,46.7,23717.0,34.2,,54.43,
Goygol district,district,2019,52.08,,10079.0,9975.0,761.0,46.0,23943.0,49.0,,79.17,
Goygol district,district,2020,58.12,,10092.0,9972.0,545.0,43.1,23937.0,60.8,,72.83,
Goygol district,district,2021,55.66,16.14,9817.0,9726.0,498.5,41.2,24174.0,44.5,45.5,72.57,80.0
Goygol district,district,2022,35.75,16.9,9764.0,9680.0,417.5,40.5,24220.0,44.8,45.5,68.89,80.0
Goygol district,district,2023,57.77,66.67,9944.0,9869.0,395.0,41.6,24312.0,59.4,50.0,71.08,100.0
Goygol district,district,2024,51.32,65.62,9920.0,9817.0,421.7,29.2,24879.0,116.7,55.0,85.2,100.0
Guba district,district,2000,,,26022.0,25165.0,206.0,,29527.0,,,,
Guba district,district,2001,,,26200.0,25329.0,173.0,,33164.0,,,,
Guba district,district,2002,,,26393.0,25548.0,186.0,,29472.0,,,,
Guba district,district,2003,,,26423.0,25618.0,168.0,,33440.0,,,,
Guba district,district,2004,,,26430.0,25850.0,334.0,,34109.0,,,,
Guba district,district,2005,25.53,,26439.0,25922.0,178.0,49.7,34450.0,-22.4,,19.82,
Guba district,district,2006,,,26443.0,25955.0,134.0,,34502.0,,,,
Guba district,district,2007,,,26476.0,25990.0,207.0,,34610.0,,,,
Guba district,district,2008,19.4,,26632.0,26150.0,312.0,47.9,34628.0,42.9,40.0,27.2,
Guba district,district,2009,34.8,,26400.0,26008.0,386.0,48.0,34648.0,10.3,,37.49,
Guba district,district,2010,31.44,,26506.0,26051.0,862.0,49.6,35341.0,35.2,,38.9,
Guba district,district,2011,49.38,,26406.0,26002.0,1042.0,48.0,35376.0,19.2,,39.2,
Guba district,district,2012,49.7,,26318.0,25994.0,802.0,48.0,37028.0,-1.8,,42.38,
Guba district,district,2013,51.63,,26207.0,25936.0,630.0,48.6,37992.0,,,39.7,
Guba district,district,2014,45.46,,25842.0,25658.0,472.0,48.0,38182.0,13.3,,39.85,
Guba district,district,2015,13.46,,25550.0,25352.0,519.0,48.0,38277.0,156.7,,90.04,
Guba district,district,2016,15.78,,24731.0,24559.0,612.0,47.9,38761.0,41.1,,50.08,
Guba district,district,2017,54.6,,24357.0,24208.0,567.0,48.0,37938.0,,,44.66,
Guba district,district,2018,48.53,,24458.0,24293.0,592.0,48.0,41363.0,17.3,,54.31,
Guba district,district,2019,43.58,,24831.0,24672.0,619.0,45.7,41820.0,25.2,,54.43,
Guba district,district,2020,43.69,,24919.0,24820.0,673.0,45.6,42390.0,27.3,,55.01,
Guba district,district,2021,43.12,,24858.0,24755.0,643.0,46.8,42668.0,32.2,,56.52,
Guba district,district,2022,37.8,,24691.0,24582.0,640.0,45.4,42718.0,71.3,,64.77,
Guba district,district,2023,36.1,,24961.0,24849.0,645.0,33.8,42784.0,79.1,,64.65,
Guba district,district,2024,42.63,,24738.0,24622.0,629.0,33.9,42786.0,108.0,,88.68,
Gubadli district,district,2000,,,177.0,169.0,1.0,,152.0,,,,
Gubadli district,district,2001,,,141.0,138.0,,,176.0,,,,
Gubadli district,district,2002,,,134.0,131.0,,,168.0,,,,
Gubadli district,district,2003,,,133.0,130.0,,,149.0,,,,
Gubadli district,district,2004,,,169.0,159.0,,,139.0,,,,
Gubadli district,district,2005,,,175.0,165.0,,,281.0,,,,
Gubadli district,district,2006,,,179.0,174.0,,,270.0,,,,
Gubadli district,district,2007,,,151.0,147.0,8.0,,225.0,,,,
Gubadli district,district,2008,,,148.0,144.0,1.0,,190.0,,,,
Gubadli district,district,2009,,,167.0,167.0,,,191.0,,,,
Gubadli district,district,2010,,,210.0,210.0,,,193.0,,,,
Gubadli district,district,2011,,,270.0,270.0,,,194.0,,,,
Gubadli district,district,2012,,,380.0,369.0,,,194.0,,,,
Gubadli district,district,2013,,,390.0,382.0,,,262.0,,,,
Gubadli district,district,2014,,,467.0,461.0,,,359.0,,,,
Gubadli district,district,2015,,,469.0,463.0,10.0,,638.0,,,,
Gubadli district,district,2016,33.02,,494.0,488.0,10.0,47.3,652.0,83.9,,61.02,
Gubadli district,district,2017,33.02,,560.0,554.0,13.0,47.2,687.0,141.3,,80.0,
Gubadli district,district,2018,33.02,,537.0,537.0,14.0,47.1,779.0,141.2,,79.99,
Gubadli district,district,2019,33.02,,503.0,503.0,26.0,47.0,779.0,141.3,,79.98,
Gubadli district,district,2020,33.15,,717.0,717.0,23.2,46.9,779.0,141.5,,79.98,
Gubadli district,district,2021,35.19,,839.0,839.0,24.8,46.9,1114.0,141.5,,85.02,
Gubadli district,district,2022,36.74,,975.0,975.0,11.0,46.9,1292.0,141.8,,88.78,
Gubadli district,district,2023,36.62,,938.0,938.0,16.0,46.9,1535.0,145.8,,89.98,
Gubadli district,district,2024,36.69,,1058.0,1058.0,796.0,46.9,1443.0,145.5,,90.04,
Gusar district,district,2000,,,16739.0,16547.0,72.0,,20774.0,,,,
Gusar district,district,2001,,,17081.0,16917.0,100.0,,22194.0,,,,
Gusar district,district,2002,,,17429.0,17274.0,86.0,,19348.0,,,,
Gusar district,district,2003,,,17434.0,17275.0,83.0,,21178.0,,,,
Gusar district,district,2004,,,17767.0,17649.0,109.0,,22258.0,,,,
Gusar district,district,2005,21.69,,17564.0,17442.0,113.0,47.2,22258.0,-21.7,,16.28,
Gusar district,district,2006,,,17989.0,17869.0,286.0,,22259.0,,,,
Gusar district,district,2007,,,18097.0,18006.0,1558.0,,22260.0,,,,
Gusar district,district,2008,35.78,,18350.0,18264.0,2581.0,47.6,22262.0,-22.8,,27.24,
Gusar district,district,2009,28.59,,18566.0,18489.0,3045.0,48.0,23950.0,3.1,,29.59,
Gusar district,district,2010,26.03,,18714.0,18644.0,3778.0,48.0,24030.0,4.7,,26.7,
Gusar district,district,2011,31.24,,18793.0,18727.0,4099.0,48.0,26237.0,-6.0,,29.4,
Gusar district,district,2012,31.9,,19040.0,18980.0,4270.0,47.6,26426.0,0.6,,30.22,
Gusar district,district,2013,6.15,,18658.0,18594.0,4300.0,48.0,26448.0,,,44.8,
Gusar district,district,2014,55.24,,18750.0,18728.0,4502.0,48.0,27506.0,,,51.97,
Gusar district,district,2015,47.19,,19029.0,19009.0,5243.0,48.0,27755.0,0.4,,45.18,
Gusar district,district,2016,42.26,,19043.0,19023.0,5403.0,50.7,27795.0,1.3,,49.64,
