region,year,variable,value,region_type
Republic of Azerbaijan,2000,milk_production_tons,1031114.0,national_total
Republic of Azerbaijan,2001,milk_production_tons,1073664.0,national_total
Republic of Azerbaijan,2002,milk_production_tons,1119832.0,national_total
Republic of Azerbaijan,2003,milk_production_tons,1167785.0,national_total
Republic of Azerbaijan,2004,milk_production_tons,1213703.0,national_total
Republic of Azerbaijan,2005,milk_production_tons,1251774.0,national_total
Republic of Azerbaijan,2006,milk_production_tons,1299293.0,national_total
Republic of Azerbaijan,2007,milk_production_tons,1341006.0,national_total
Republic of Azerbaijan,2008,milk_production_tons,1381349.0,national_total
Republic of Azerbaijan,2009,milk_production_tons,1432808.0,national_total
Republic of Azerbaijan,2010,milk_production_tons,1535753.0,national_total
Republic of Azerbaijan,2011,milk_production_tons,1597452.0,national_total
Republic of Azerbaijan,2012,milk_production_tons,1695588.0,national_total
Republic of Azerbaijan,2013,milk_production_tons,1796706.0,national_total
Republic of Azerbaijan,2014,milk_production_tons,1855840.0,national_total
Republic of Azerbaijan,2015,milk_production_tons,1924542.0,national_total
Republic of Azerbaijan,2016,milk_production_tons,2009913.0,national_total
Republic of Azerbaijan,2017,milk_production_tons,2024143.0,national_total
Republic of Azerbaijan,2018,milk_production_tons,2080437.0,national_total
Republic of Azerbaijan,2019,milk_production_tons,2150817.0,national_total
Republic of Azerbaijan,2020,milk_production_tons,2192497.0,national_total
Republic of Azerbaijan,2021,milk_production_tons,2223427.0,national_total
Republic of Azerbaijan,2022,milk_production_tons,2264678.0,national_total
Republic of Azerbaijan,2023,milk_production_tons,2283991.0,national_total
Republic of Azerbaijan,2024,milk_production_tons,2298511.0,national_total
Baku city,2000,milk_production_tons,2941.0,city
Baku city,2001,milk_production_tons,3060.0,city
Baku city,2002,milk_production_tons,3199.0,city
Baku city,2003,milk_production_tons,3538.0,city
Baku city,2004,milk_production_tons,3755.0,city
Baku city,2005,milk_production_tons,3722.0,city
Baku city,2006,milk_production_tons,3833.0,city
Baku city,2007,milk_production_tons,3833.0,city
Baku city,2008,milk_production_tons,2980.0,city
Baku city,2009,milk_production_tons,3110.0,city
Baku city,2010,milk_production_tons,3799.0,city
Baku city,2011,milk_production_tons,3450.0,city
Baku city,2012,milk_production_tons,4061.0,city
Baku city,2013,milk_production_tons,5082.0,city
Baku city,2014,milk_production_tons,3910.0,city
Baku city,2015,milk_production_tons,4058.0,city
Baku city,2016,milk_production_tons,4245.0,city
Baku city,2017,milk_production_tons,4669.0,city
Baku city,2018,milk_production_tons,5293.0,city
Baku city,2019,milk_production_tons,4969.0,city
Baku city,2020,milk_production_tons,5144.0,city
Baku city,2021,milk_production_tons,5143.0,city
Baku city,2022,milk_production_tons,5081.0,city
Baku city,2023,milk_production_tons,6126.0,city
Baku city,2024,milk_production_tons,5882.0,city
Nakhchivan Autonomous Republic,2000,milk_production_tons,54248.0,economic_region
Nakhchivan Autonomous Republic,2001,milk_production_tons,55268.0,economic_region
Nakhchivan Autonomous Republic,2002,milk_production_tons,58863.0,economic_region
Nakhchivan Autonomous Republic,2003,milk_production_tons,58527.0,economic_region
Nakhchivan Autonomous Republic,2004,milk_production_tons,62691.0,economic_region
Nakhchivan Autonomous Republic,2005,milk_production_tons,64818.0,economic_region
Nakhchivan Autonomous Republic,2006,milk_production_tons,67865.0,economic_region
Nakhchivan Autonomous Republic,2007,milk_production_tons,70254.0,economic_region
Nakhchivan Autonomous Republic,2008,milk_production_tons,72042.0,economic_region
Nakhchivan Autonomous Republic,2009,milk_production_tons,73929.0,economic_region
Nakhchivan Autonomous Republic,2010,milk_production_tons,75965.0,economic_region
Nakhchivan Autonomous Republic,2011,milk_production_tons,77120.0,economic_region
Nakhchivan Autonomous Republic,2012,milk_production_tons,78417.0,economic_region
Nakhchivan Autonomous Republic,2013,milk_production_tons,78613.0,economic_region
Nakhchivan Autonomous Republic,2014,milk_production_tons,78929.0,economic_region
Nakhchivan Autonomous Republic,2015,milk_production_tons,80244.0,economic_region
Nakhchivan Autonomous Republic,2016,milk_production_tons,81372.0,economic_region
Nakhchivan Autonomous Republic,2017,milk_production_tons,82857.0,economic_region
Nakhchivan Autonomous Republic,2018,milk_production_tons,83967.0,economic_region
Nakhchivan Autonomous Republic,2019,milk_production_tons,85638.0,economic_region
Nakhchivan Autonomous Republic,2020,milk_production_tons,87334.0,economic_region
Nakhchivan Autonomous Republic,2021,milk_production_tons,88565.0,economic_region
Nakhchivan Autonomous Republic,2022,milk_production_tons,89853.0,economic_region
Nakhchivan Autonomous Republic,2023,milk_production_tons,62234.0,economic_region
Nakhchivan Autonomous Republic,2024,milk_production_tons,63246.0,economic_region
Nakhchivan city,2000,milk_production_tons,620.0,city
Nakhchivan city,2001,milk_production_tons,457.0,city
Nakhchivan city,2002,milk_production_tons,458.0,city
Nakhchivan city,2003,milk_production_tons,527.0,city
Nakhchivan city,2004,milk_production_tons,636.0,city
Nakhchivan city,2005,milk_production_tons,640.0,city
Nakhchivan city,2006,milk_production_tons,673.0,city
Nakhchivan city,2007,milk_production_tons,694.0,city
Nakhchivan city,2008,milk_production_tons,710.0,city
Nakhchivan city,2009,milk_production_tons,1250.0,city
Nakhchivan city,2010,milk_production_tons,1289.0,city
Nakhchivan city,2011,milk_production_tons,1300.0,city
Nakhchivan city,2012,milk_production_tons,1334.0,city
Nakhchivan city,2013,milk_production_tons,1336.0,city
Nakhchivan city,2014,milk_production_tons,1342.0,city
Nakhchivan city,2015,milk_production_tons,1360.0,city
Nakhchivan city,2016,milk_production_tons,1378.0,city
Nakhchivan city,2017,milk_production_tons,1396.0,city
Nakhchivan city,2018,milk_production_tons,1415.0,city
Nakhchivan city,2019,milk_production_tons,1442.0,city
Nakhchivan city,2020,milk_production_tons,1472.0,city
Nakhchivan city,2021,milk_production_tons,1492.0,city
Nakhchivan city,2022,milk_production_tons,1513.0,city
Nakhchivan city,2023,milk_production_tons,972.0,city
Nakhchivan city,2024,milk_production_tons,1295.0,city
Babak district,2000,milk_production_tons,11680.0,district
Babak district,2001,milk_production_tons,10640.0,district
Babak district,2002,milk_production_tons,11190.0,district
Babak district,2003,milk_production_tons,9810.0,district
Babak district,2004,milk_production_tons,10352.0,district
Babak district,2005,milk_production_tons,10594.0,district
Babak district,2006,milk_production_tons,11128.0,district
Babak district,2007,milk_production_tons,11573.0,district
Babak district,2008,milk_production_tons,11872.0,district
Babak district,2009,milk_production_tons,11398.0,district
Babak district,2010,milk_production_tons,11795.0,district
Babak district,2011,milk_production_tons,12011.0,district
Babak district,2012,milk_production_tons,12261.0,district
Babak district,2013,milk_production_tons,12268.0,district
Babak district,2014,milk_production_tons,12298.0,district
Babak district,2015,milk_production_tons,12504.0,district
Babak district,2016,milk_production_tons,12667.0,district
Babak district,2017,milk_production_tons,12874.0,district
Babak district,2018,milk_production_tons,13062.0,district
Babak district,2019,milk_production_tons,13336.0,district
Babak district,2020,milk_production_tons,13621.0,district
Babak district,2021,milk_production_tons,13852.0,district
Babak district,2022,milk_production_tons,14087.0,district
Babak district,2023,milk_production_tons,9777.0,district
Babak district,2024,milk_production_tons,9897.0,district
Julfa district,2000,milk_production_tons,7350.0,district
Julfa district,2001,milk_production_tons,6421.0,district
Julfa district,2002,milk_production_tons,7048.0,district
Julfa district,2003,milk_production_tons,7439.0,district
Julfa district,2004,milk_production_tons,7533.0,district
Julfa district,2005,milk_production_tons,7588.0,district
Julfa district,2006,milk_production_tons,7944.0,district
Julfa district,2007,milk_production_tons,8192.0,district
Julfa district,2008,milk_production_tons,8441.0,district
Julfa district,2009,milk_production_tons,8691.0,district
Julfa district,2010,milk_production_tons,8890.0,district
Julfa district,2011,milk_production_tons,9010.0,district
Julfa district,2012,milk_production_tons,9160.0,district
Julfa district,2013,milk_production_tons,9180.0,district
Julfa district,2014,milk_production_tons,9195.0,district
Julfa district,2015,milk_production_tons,9321.0,district
Julfa district,2016,milk_production_tons,9452.0,district
Julfa district,2017,milk_production_tons,9594.0,district
Julfa district,2018,milk_production_tons,9716.0,district
Julfa district,2019,milk_production_tons,9894.0,district
Julfa district,2020,milk_production_tons,10084.0,district
Julfa district,2021,milk_production_tons,10205.0,district
Julfa district,2022,milk_production_tons,10347.0,district
Julfa district,2023,milk_production_tons,7254.0,district
Julfa district,2024,milk_production_tons,7324.0,district
Kangarli district,2000,milk_production_tons,,district
Kangarli district,2001,milk_production_tons,,district
Kangarli district,2002,milk_production_tons,,district
Kangarli district,2003,milk_production_tons,5463.0,district
Kangarli district,2004,milk_production_tons,6960.0,district
Kangarli district,2005,milk_production_tons,7155.0,district
Kangarli district,2006,milk_production_tons,7486.0,district
Kangarli district,2007,milk_production_tons,7722.0,district
Kangarli district,2008,milk_production_tons,7859.0,district
Kangarli district,2009,milk_production_tons,8052.0,district
Kangarli district,2010,milk_production_tons,8255.0,district
Kangarli district,2011,milk_production_tons,8350.0,district
Kangarli district,2012,milk_production_tons,8450.0,district
Kangarli district,2013,milk_production_tons,8460.0,district
Kangarli district,2014,milk_production_tons,8475.0,district
Kangarli district,2015,milk_production_tons,8564.0,district
Kangarli district,2016,milk_production_tons,8674.0,district
Kangarli district,2017,milk_production_tons,8798.0,district
Kangarli district,2018,milk_production_tons,8915.0,district
Kangarli district,2019,milk_production_tons,9072.0,district
Kangarli district,2020,milk_production_tons,9226.0,district
Kangarli district,2021,milk_production_tons,9325.0,district
Kangarli district,2022,milk_production_tons,9457.0,district
Kangarli district,2023,milk_production_tons,6528.0,district
Kangarli district,2024,milk_production_tons,6594.0,district
Ordubad district,2000,milk_production_tons,3850.0,district
Ordubad district,2001,milk_production_tons,3445.0,district
Ordubad district,2002,milk_production_tons,3950.0,district
Ordubad district,2003,milk_production_tons,3946.0,district
Ordubad district,2004,milk_production_tons,4351.0,district
Ordubad district,2005,milk_production_tons,4445.0,district
Ordubad district,2006,milk_production_tons,4626.0,district
Ordubad district,2007,milk_production_tons,4805.0,district
Ordubad district,2008,milk_production_tons,4952.0,district
Ordubad district,2009,milk_production_tons,5100.0,district
Ordubad district,2010,milk_production_tons,5225.0,district
Ordubad district,2011,milk_production_tons,5284.0,district
Ordubad district,2012,milk_production_tons,5359.0,district
Ordubad district,2013,milk_production_tons,5424.0,district
Ordubad district,2014,milk_production_tons,5529.0,district
Ordubad district,2015,milk_production_tons,5634.0,district
Ordubad district,2016,milk_production_tons,5751.0,district
Ordubad district,2017,milk_production_tons,5846.0,district
Ordubad district,2018,milk_production_tons,5920.0,district
Ordubad district,2019,milk_production_tons,6035.0,district
Ordubad district,2020,milk_production_tons,6178.0,district
Ordubad district,2021,milk_production_tons,6323.0,district
Ordubad district,2022,milk_production_tons,6414.0,district
Ordubad district,2023,milk_production_tons,4396.0,district
Ordubad district,2024,milk_production_tons,4444.0,district
Sadarak district,2000,milk_production_tons,1450.0,district
Sadarak district,2001,milk_production_tons,1016.0,district
Sadarak district,2002,milk_production_tons,1101.0,district
Sadarak district,2003,milk_production_tons,1235.0,district
Sadarak district,2004,milk_production_tons,1420.0,district
Sadarak district,2005,milk_production_tons,1459.0,district
Sadarak district,2006,milk_production_tons,1522.0,district
Sadarak district,2007,milk_production_tons,1576.0,district
Sadarak district,2008,milk_production_tons,1600.0,district
Sadarak district,2009,milk_production_tons,1630.0,district
Sadarak district,2010,milk_production_tons,1665.0,district
Sadarak district,2011,milk_production_tons,1690.0,district
Sadarak district,2012,milk_production_tons,1713.0,district
Sadarak district,2013,milk_production_tons,1715.0,district
Sadarak district,2014,milk_production_tons,1720.0,district
Sadarak district,2015,milk_production_tons,1742.0,district
Sadarak district,2016,milk_production_tons,1764.0,district
Sadarak district,2017,milk_production_tons,1786.0,district
Sadarak district,2018,milk_production_tons,1810.0,district
Sadarak district,2019,milk_production_tons,1850.0,district
Sadarak district,2020,milk_production_tons,1881.0,district
Sadarak district,2021,milk_production_tons,1907.0,district
Sadarak district,2022,milk_production_tons,1938.0,district
Sadarak district,2023,milk_production_tons,1523.0,district
Sadarak district,2024,milk_production_tons,1539.0,district
Shahbuz district,2000,milk_production_tons,10348.0,district
Shahbuz district,2001,milk_production_tons,9599.0,district
Shahbuz district,2002,milk_production_tons,10621.0,district
Shahbuz district,2003,milk_production_tons,10972.0,district
Shahbuz district,2004,milk_production_tons,11227.0,district
Shahbuz district,2005,milk_production_tons,11672.0,district
Shahbuz district,2006,milk_production_tons,12149.0,district
Shahbuz district,2007,milk_production_tons,12565.0,district
Shahbuz district,2008,milk_production_tons,12918.0,district
Shahbuz district,2009,milk_production_tons,13296.0,district
Shahbuz district,2010,milk_production_tons,13610.0,district
Shahbuz district,2011,milk_production_tons,13785.0,district
Shahbuz district,2012,milk_production_tons,13950.0,district
Shahbuz district,2013,milk_production_tons,13980.0,district
Shahbuz district,2014,milk_production_tons,14012.0,district
Shahbuz district,2015,milk_production_tons,14265.0,district
Shahbuz district,2016,milk_production_tons,14421.0,district
Shahbuz district,2017,milk_production_tons,14865.0,district
Shahbuz district,2018,milk_production_tons,15042.0,district
Shahbuz district,2019,milk_production_tons,15301.0,district
Shahbuz district,2020,milk_production_tons,15578.0,district
Shahbuz district,2021,milk_production_tons,15767.0,district
Shahbuz district,2022,milk_production_tons,15962.0,district
Shahbuz district,2023,milk_production_tons,10824.0,district
Shahbuz district,2024,milk_production_tons,10927.0,district
Sharur district,2000,milk_production_tons,18950.0,district
Sharur district,2001,milk_production_tons,23690.0,district
Sharur district,2002,milk_production_tons,24495.0,district
Sharur district,2003,milk_production_tons,19135.0,district
Sharur district,2004,milk_production_tons,20212.0,district
Sharur district,2005,milk_production_tons,21265.0,district
Sharur district,2006,milk_production_tons,22337.0,district
Sharur district,2007,milk_production_tons,23127.0,district
Sharur district,2008,milk_production_tons,23690.0,district
Sharur district,2009,milk_production_tons,24512.0,district
Sharur district,2010,milk_production_tons,25236.0,district
Sharur district,2011,milk_production_tons,25690.0,district
Sharur district,2012,milk_production_tons,26190.0,district
Sharur district,2013,milk_production_tons,26250.0,district
Sharur district,2014,milk_production_tons,26358.0,district
Sharur district,2015,milk_production_tons,26854.0,district
Sharur district,2016,milk_production_tons,27265.0,district
Sharur district,2017,milk_production_tons,27698.0,district
Sharur district,2018,milk_production_tons,28087.0,district
Sharur district,2019,milk_production_tons,28708.0,district
Sharur district,2020,milk_production_tons,29294.0,district
Sharur district,2021,milk_production_tons,29694.0,district
Sharur district,2022,milk_production_tons,30135.0,district
Sharur district,2023,milk_production_tons,20960.0,district
Sharur district,2024,milk_production_tons,21226.0,district
Absheron-Khizi economic region,2000,milk_production_tons,15419.0,economic_region
Absheron-Khizi economic region,2001,milk_production_tons,16748.0,economic_region
Absheron-Khizi economic region,2002,milk_production_tons,18965.0,economic_region
Absheron-Khizi economic region,2003,milk_production_tons,23986.0,economic_region
Absheron-Khizi economic region,2004,milk_production_tons,25351.0,economic_region
Absheron-Khizi economic region,2005,milk_production_tons,29945.0,economic_region
Absheron-Khizi economic region,2006,milk_production_tons,35037.0,economic_region
Absheron-Khizi economic region,2007,milk_production_tons,35085.0,economic_region
Absheron-Khizi economic region,2008,milk_production_tons,36444.0,economic_region
Absheron-Khizi economic region,2009,milk_production_tons,38457.0,economic_region
Absheron-Khizi economic region,2010,milk_production_tons,42678.0,economic_region
Absheron-Khizi economic region,2011,milk_production_tons,51641.0,economic_region
Absheron-Khizi economic region,2012,milk_production_tons,53580.0,economic_region
Absheron-Khizi economic region,2013,milk_production_tons,53918.0,economic_region
Absheron-Khizi economic region,2014,milk_production_tons,52802.0,economic_region
Absheron-Khizi economic region,2015,milk_production_tons,56062.0,economic_region
Absheron-Khizi economic region,2016,milk_production_tons,61280.0,economic_region
Absheron-Khizi economic region,2017,milk_production_tons,59924.0,economic_region
Absheron-Khizi economic region,2018,milk_production_tons,60813.0,economic_region
Absheron-Khizi economic region,2019,milk_production_tons,58225.0,economic_region
Absheron-Khizi economic region,2020,milk_production_tons,58775.0,economic_region
Absheron-Khizi economic region,2021,milk_production_tons,60773.0,economic_region
Absheron-Khizi economic region,2022,milk_production_tons,61407.0,economic_region
Absheron-Khizi economic region,2023,milk_production_tons,64628.0,economic_region
Absheron-Khizi economic region,2024,milk_production_tons,52044.0,economic_region
Sumgayit city,2000,milk_production_tons,280.0,city
Sumgayit city,2001,milk_production_tons,399.0,city
Sumgayit city,2002,milk_production_tons,515.0,city
Sumgayit city,2003,milk_production_tons,662.0,city
Sumgayit city,2004,milk_production_tons,703.0,city
Sumgayit city,2005,milk_production_tons,594.0,city
Sumgayit city,2006,milk_production_tons,612.0,city
Sumgayit city,2007,milk_production_tons,609.0,city
Sumgayit city,2008,milk_production_tons,389.0,city
Sumgayit city,2009,milk_production_tons,571.0,city
Sumgayit city,2010,milk_production_tons,807.0,city
Sumgayit city,2011,milk_production_tons,1184.0,city
Sumgayit city,2012,milk_production_tons,1205.0,city
Sumgayit city,2013,milk_production_tons,1215.0,city
Sumgayit city,2014,milk_production_tons,1209.0,city
Sumgayit city,2015,milk_production_tons,1121.0,city
Sumgayit city,2016,milk_production_tons,1547.0,city
Sumgayit city,2017,milk_production_tons,1470.0,city
Sumgayit city,2018,milk_production_tons,1395.0,city
Sumgayit city,2019,milk_production_tons,1879.0,city
Sumgayit city,2020,milk_production_tons,2328.0,city
Sumgayit city,2021,milk_production_tons,3346.0,city
Sumgayit city,2022,milk_production_tons,3236.0,city
Sumgayit city,2023,milk_production_tons,3201.0,city
Sumgayit city,2024,milk_production_tons,3327.0,city
Absheron district,2000,milk_production_tons,11086.0,district
Absheron district,2001,milk_production_tons,12714.0,district
Absheron district,2002,milk_production_tons,14625.0,district
Absheron district,2003,milk_production_tons,19424.0,district
Absheron district,2004,milk_production_tons,20448.0,district
Absheron district,2005,milk_production_tons,25201.0,district
Absheron district,2006,milk_production_tons,29714.0,district
Absheron district,2007,milk_production_tons,30241.0,district
Absheron district,2008,milk_production_tons,30846.0,district
Absheron district,2009,milk_production_tons,32280.0,district
Absheron district,2010,milk_production_tons,32931.0,district
Absheron district,2011,milk_production_tons,40807.0,district
Absheron district,2012,milk_production_tons,40800.0,district
Absheron district,2013,milk_production_tons,40955.0,district
Absheron district,2014,milk_production_tons,40637.0,district
Absheron district,2015,milk_production_tons,42861.0,district
Absheron district,2016,milk_production_tons,49389.0,district
Absheron district,2017,milk_production_tons,48986.0,district
Absheron district,2018,milk_production_tons,52426.0,district
Absheron district,2019,milk_production_tons,49501.0,district
Absheron district,2020,milk_production_tons,49719.0,district
Absheron district,2021,milk_production_tons,50370.0,district
Absheron district,2022,milk_production_tons,51186.0,district
Absheron district,2023,milk_production_tons,54440.0,district
Absheron district,2024,milk_production_tons,41695.0,district
Khizi district,2000,milk_production_tons,4053.0,district
Khizi district,2001,milk_production_tons,3635.0,district
Khizi district,2002,milk_production_tons,3825.0,district
Khizi district,2003,milk_production_tons,3900.0,district
Khizi district,2004,milk_production_tons,4200.0,district
Khizi district,2005,milk_production_tons,4150.0,district
Khizi district,2006,milk_production_tons,4711.0,district
Khizi district,2007,milk_production_tons,4235.0,district
Khizi district,2008,milk_production_tons,5209.0,district
Khizi district,2009,milk_production_tons,5606.0,district
Khizi district,2010,milk_production_tons,8940.0,district
Khizi district,2011,milk_production_tons,9650.0,district
Khizi district,2012,milk_production_tons,11575.0,district
Khizi district,2013,milk_production_tons,11748.0,district
Khizi district,2014,milk_production_tons,10956.0,district
Khizi district,2015,milk_production_tons,12080.0,district
Khizi district,2016,milk_production_tons,10344.0,district
Khizi district,2017,milk_production_tons,9468.0,district
Khizi district,2018,milk_production_tons,6992.0,district
Khizi district,2019,milk_production_tons,6845.0,district
Khizi district,2020,milk_production_tons,6728.0,district
Khizi district,2021,milk_production_tons,7057.0,district
Khizi district,2022,milk_production_tons,6985.0,district
Khizi district,2023,milk_production_tons,6987.0,district
Khizi district,2024,milk_production_tons,7022.0,district
Daghlig Shirvan economic region,2000,milk_production_tons,61169.0,economic_region
Daghlig Shirvan economic region,2001,milk_production_tons,64550.0,economic_region
Daghlig Shirvan economic region,2002,milk_production_tons,67268.0,economic_region
Daghlig Shirvan economic region,2003,milk_production_tons,74520.0,economic_region
Daghlig Shirvan economic region,2004,milk_production_tons,77682.0,economic_region
Daghlig Shirvan economic region,2005,milk_production_tons,78841.0,economic_region
Daghlig Shirvan economic region,2006,milk_production_tons,79692.0,economic_region
Daghlig Shirvan economic region,2007,milk_production_tons,80584.0,economic_region
Daghlig Shirvan economic region,2008,milk_production_tons,81532.0,economic_region
Daghlig Shirvan economic region,2009,milk_production_tons,82310.0,economic_region
Daghlig Shirvan economic region,2010,milk_production_tons,93574.0,economic_region
Daghlig Shirvan economic region,2011,milk_production_tons,94854.0,economic_region
Daghlig Shirvan economic region,2012,milk_production_tons,98803.0,economic_region
Daghlig Shirvan economic region,2013,milk_production_tons,101012.0,economic_region
Daghlig Shirvan economic region,2014,milk_production_tons,102622.0,economic_region
Daghlig Shirvan economic region,2015,milk_production_tons,105475.0,economic_region
Daghlig Shirvan economic region,2016,milk_production_tons,107562.0,economic_region
Daghlig Shirvan economic region,2017,milk_production_tons,105367.0,economic_region
Daghlig Shirvan economic region,2018,milk_production_tons,107786.0,economic_region
Daghlig Shirvan economic region,2019,milk_production_tons,116986.0,economic_region
Daghlig Shirvan economic region,2020,milk_production_tons,122024.0,economic_region
Daghlig Shirvan economic region,2021,milk_production_tons,128002.0,economic_region
Daghlig Shirvan economic region,2022,milk_production_tons,134455.0,economic_region
Daghlig Shirvan economic region,2023,milk_production_tons,136169.0,economic_region
Daghlig Shirvan economic region,2024,milk_production_tons,137065.0,economic_region
Aghsu district,2000,milk_production_tons,15115.0,district
Aghsu district,2001,milk_production_tons,17605.0,district
Aghsu district,2002,milk_production_tons,17869.0,district
Aghsu district,2003,milk_production_tons,19467.0,district
Aghsu district,2004,milk_production_tons,21948.0,district
Aghsu district,2005,milk_production_tons,22724.0,district
Aghsu district,2006,milk_production_tons,23261.0,district
Aghsu district,2007,milk_production_tons,23302.0,district
Aghsu district,2008,milk_production_tons,23347.0,district
Aghsu district,2009,milk_production_tons,23396.0,district
Aghsu district,2010,milk_production_tons,24177.0,district
Aghsu district,2011,milk_production_tons,25019.0,district
Aghsu district,2012,milk_production_tons,25545.0,district
Aghsu district,2013,milk_production_tons,26979.0,district
Aghsu district,2014,milk_production_tons,27892.0,district
Aghsu district,2015,milk_production_tons,29419.0,district
Aghsu district,2016,milk_production_tons,29654.0,district
Aghsu district,2017,milk_production_tons,30010.0,district
Aghsu district,2018,milk_production_tons,30165.0,district
Aghsu district,2019,milk_production_tons,30354.0,district
Aghsu district,2020,milk_production_tons,31187.0,district
Aghsu district,2021,milk_production_tons,31531.0,district
Aghsu district,2022,milk_production_tons,31120.0,district
Aghsu district,2023,milk_production_tons,31765.0,district
Aghsu district,2024,milk_production_tons,32260.0,district
Ismayilli district,2000,milk_production_tons,16369.0,district
Ismayilli district,2001,milk_production_tons,18868.0,district
Ismayilli district,2002,milk_production_tons,19323.0,district
Ismayilli district,2003,milk_production_tons,22558.0,district
Ismayilli district,2004,milk_production_tons,23014.0,district
Ismayilli district,2005,milk_production_tons,23106.0,district
Ismayilli district,2006,milk_production_tons,23148.0,district
Ismayilli district,2007,milk_production_tons,23216.0,district
Ismayilli district,2008,milk_production_tons,23474.0,district
Ismayilli district,2009,milk_production_tons,23491.0,district
Ismayilli district,2010,milk_production_tons,33687.0,district
Ismayilli district,2011,milk_production_tons,33709.0,district
Ismayilli district,2012,milk_production_tons,34015.0,district
Ismayilli district,2013,milk_production_tons,34066.0,district
Ismayilli district,2014,milk_production_tons,34118.0,district
Ismayilli district,2015,milk_production_tons,34868.0,district
Ismayilli district,2016,milk_production_tons,34891.0,district
Ismayilli district,2017,milk_production_tons,34950.0,district
Ismayilli district,2018,milk_production_tons,35506.0,district
Ismayilli district,2019,milk_production_tons,36391.0,district
Ismayilli district,2020,milk_production_tons,36498.0,district
Ismayilli district,2021,milk_production_tons,36558.0,district
Ismayilli district,2022,milk_production_tons,36594.0,district
Ismayilli district,2023,milk_production_tons,36619.0,district
Ismayilli district,2024,milk_production_tons,36728.0,district
Gobustan district,2000,milk_production_tons,9685.0,district
Gobustan district,2001,milk_production_tons,10328.0,district
Gobustan district,2002,milk_production_tons,10737.0,district
Gobustan district,2003,milk_production_tons,12458.0,district
Gobustan district,2004,milk_production_tons,12582.0,district
Gobustan district,2005,milk_production_tons,12760.0,district
Gobustan district,2006,milk_production_tons,12920.0,district
Gobustan district,2007,milk_production_tons,13560.0,district
Gobustan district,2008,milk_production_tons,14040.0,district
Gobustan district,2009,milk_production_tons,14545.0,district
Gobustan district,2010,milk_production_tons,14830.0,district
Gobustan district,2011,milk_production_tons,15052.0,district
Gobustan district,2012,milk_production_tons,16885.0,district
Gobustan district,2013,milk_production_tons,17293.0,district
Gobustan district,2014,milk_production_tons,17601.0,district
Gobustan district,2015,milk_production_tons,18042.0,district
Gobustan district,2016,milk_production_tons,19756.0,district
Gobustan district,2017,milk_production_tons,20088.0,district
Gobustan district,2018,milk_production_tons,20319.0,district
Gobustan district,2019,milk_production_tons,20758.0,district
Gobustan district,2020,milk_production_tons,21083.0,district
Gobustan district,2021,milk_production_tons,22436.0,district
Gobustan district,2022,milk_production_tons,22728.0,district
Gobustan district,2023,milk_production_tons,19542.0,district
Gobustan district,2024,milk_production_tons,18954.0,district
Shamakhi district,2000,milk_production_tons,20000.0,district
Shamakhi district,2001,milk_production_tons,17749.0,district
Shamakhi district,2002,milk_production_tons,19339.0,district
Shamakhi district,2003,milk_production_tons,20037.0,district
Shamakhi district,2004,milk_production_tons,20138.0,district
Shamakhi district,2005,milk_production_tons,20251.0,district
Shamakhi district,2006,milk_production_tons,20363.0,district
Shamakhi district,2007,milk_production_tons,20506.0,district
Shamakhi district,2008,milk_production_tons,20671.0,district
Shamakhi district,2009,milk_production_tons,20878.0,district
Shamakhi district,2010,milk_production_tons,20880.0,district
Shamakhi district,2011,milk_production_tons,21074.0,district
Shamakhi district,2012,milk_production_tons,22358.0,district
Shamakhi district,2013,milk_production_tons,22674.0,district
Shamakhi district,2014,milk_production_tons,23011.0,district
Shamakhi district,2015,milk_production_tons,23146.0,district
Shamakhi district,2016,milk_production_tons,23261.0,district
Shamakhi district,2017,milk_production_tons,20319.0,district
Shamakhi district,2018,milk_production_tons,21796.0,district
Shamakhi district,2019,milk_production_tons,29483.0,district
Shamakhi district,2020,milk_production_tons,33256.0,district
Shamakhi district,2021,milk_production_tons,37477.0,district
Shamakhi district,2022,milk_production_tons,44013.0,district
Shamakhi district,2023,milk_production_tons,48243.0,district
Shamakhi district,2024,milk_production_tons,49123.0,district
Ganja-Dashkasan economic region,2000,milk_production_tons,42984.0,economic_region
Ganja-Dashkasan economic region,2001,milk_production_tons,46160.0,economic_region
Ganja-Dashkasan economic region,2002,milk_production_tons,47750.0,economic_region
Ganja-Dashkasan economic region,2003,milk_production_tons,48113.0,economic_region
Ganja-Dashkasan economic region,2004,milk_production_tons,53761.0,economic_region
Ganja-Dashkasan economic region,2005,milk_production_tons,60319.0,economic_region
Ganja-Dashkasan economic region,2006,milk_production_tons,62021.0,economic_region
Ganja-Dashkasan economic region,2007,milk_production_tons,68295.0,economic_region
Ganja-Dashkasan economic region,2008,milk_production_tons,70583.0,economic_region
Ganja-Dashkasan economic region,2009,milk_production_tons,73901.0,economic_region
Ganja-Dashkasan economic region,2010,milk_production_tons,79728.0,economic_region
Ganja-Dashkasan economic region,2011,milk_production_tons,84529.0,economic_region
Ganja-Dashkasan economic region,2012,milk_production_tons,90057.0,economic_region
Ganja-Dashkasan economic region,2013,milk_production_tons,94737.0,economic_region
Ganja-Dashkasan economic region,2014,milk_production_tons,95803.0,economic_region
Ganja-Dashkasan economic region,2015,milk_production_tons,99997.0,economic_region
