region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,ln_milk,ln_cows,ln_fodder,post_conflict_district,post_2020,treatment,efficiency_sfa,efficiency_dea,super_efficiency_dea
Gabala district,district,2013,60.28,NA,28102,26749,1665,48,35130,3.8,NA,62.7,NA,60.28,3.8,10.466810745259872,10.194252368447813,7.417580402414544,FALSE,FALSE,0,0.7822194033573051,0.3900715458407384,0.39007154584073833
Gabala district,district,2014,31.03,NA,25138,24187,1505,48,37385,16.1,NA,50,NA,31.03,16.1,10.529024833434017,10.093570577723847,7.316548177182976,FALSE,FALSE,0,0.8199372068105917,0.46269966800261186,0.46269966800261186
Gabala district,district,2016,47.69,NA,23746,23232,1972,18.8,38855,20.3,NA,57.86,NA,47.69,20.3,10.567592047643343,10.053285917624523,7.586803535162581,FALSE,FALSE,0,0.8360018934622749,0.4587215831900021,0.458721583190002
Gabala district,district,2017,57.16,NA,23183,22658,1599,17.4,40313,12.6,NA,68.33,NA,57.16,12.6,10.604429276561985,10.028268269433434,7.377133712833954,FALSE,FALSE,0,0.8469769537702909,0.48639636209497905,0.48639636209497894
Gabala district,district,2018,56.97,NA,22550,22019,1218,4.6,40472,28.7,NA,68.3,NA,56.97,28.7,10.608365655971772,9.999660995984785,7.1049654482698426,FALSE,FALSE,0,0.8524117504867796,0.4645932553423725,0.46459325534237245
Gabala district,district,2019,57.74,NA,22301,21729,1438,5,40502,5.8,NA,67.52,NA,57.74,5.8,10.609106634591393,9.986403052863436,7.271008538280992,FALSE,FALSE,0,0.8549537385582021,0.4989556432094615,0.49895564320946145
Gabala district,district,2020,30.84,NA,21858,21314,1396.7,35.5,41283,82.5,NA,73,NA,30.84,82.5,10.628206071933391,9.967119412780901,7.241867590311726,FALSE,FALSE,0,0.8610455074314257,0.5166091775268804,0.5166091775268804
Gabala district,district,2021,39.29,NA,21301,20924,1174.5,54,40892,12.9,NA,64.93,NA,39.29,12.9,10.618689723876905,9.948652104490503,7.068597804098967,FALSE,TRUE,0,0.862411316891454,0.5152419154151018,0.5152419154151018
Gabala district,district,2022,51.81,NA,20192,19865,1035,54.5,40129,18.4,NA,75,NA,51.81,18.4,10.599854543937271,9.8967146682487,6.942156705699469,FALSE,TRUE,0,0.8675906289173572,0.5599499300007075,0.5599499300007076
Gabala district,district,2023,51.89,NA,18761,18489,1036.1,51.7,40343,22.3,NA,82.24,NA,51.89,22.3,10.605173176616129,9.824931239630352,6.943218943257706,FALSE,TRUE,0,0.8784957738280855,0.45503020362541796,0.4550302036254179
Gabala district,district,2024,49.1,NA,17692,17262,997.3,49,41508,22.3,NA,84.77,NA,49.1,22.3,10.633641458725169,9.756262832779603,6.905051627407822,FALSE,TRUE,0,0.8903584913108608,0.6547524728298865,0.6547524728298865
Gadabay district,district,2017,NA,26.32,23783,23702,10,NA,42816,NA,172.7,NA,75,26.32,172.7,10.6646671434879,10.073314711748393,2.302585092994046,FALSE,FALSE,0,0.8438984973964896,1,19.960542404765622
Gakh district,district,2005,20.22,22.54,12567,10282,482,47.6,9215,9.2,NA,22.07,NA,20.22,9.2,9.128587870103924,9.23815007261545,6.1779441140506,FALSE,FALSE,0,0.693584884777664,0.44984357084485493,0.4498435708448549
Gakh district,district,2008,26.34,37.31,13376,11231,2464,47.9,9636,64.3,52.4,44.15,60,26.34,64.3,9.173261363734762,9.326433090963036,7.80954132465341,FALSE,FALSE,0,0.6818373474812118,0.31364795595512596,0.31364795595512585
Gakh district,district,2009,27.43,34.81,14142,12170,3293,48,9646,60.7,47.4,45,57.06,27.43,60.7,9.174298600628918,9.406729185981574,8.099554282376364,FALSE,FALSE,0,0.6571851675385221,0.2760442654402005,0.27604426544020044
Gakh district,district,2010,27.94,35.55,14168,12279,2723,48,11216,NA,22.2,NA,58.2,27.94,22.2,9.325096609274372,9.415645765160512,7.909489492673759,FALSE,FALSE,0,0.6986848327042656,0.34518802224847,0.34518802224846995
Gakh district,district,2011,30.46,35.86,12767,11161,2045,47.9,11352,NA,38.2,NA,69.5,30.46,38.2,9.337149218839878,9.320180837655714,7.623153068476902,FALSE,FALSE,0,0.7308447463997145,0.33312664539456793,0.3331266453945678
Gakh district,district,2012,26.49,35.94,12973,11329,1997,48,14969,116.7,35.2,50.98,68.7,26.49,116.7,9.613736674915236,9.335121088873489,7.599401333415815,FALSE,FALSE,0,0.7974562154095343,0.40181621541085427,0.40181621541085427
Gakh district,district,2013,17.51,31.24,12985,11490,2201,48,15698,180,85,50,68.9,17.51,180,9.66128859468676,9.3492323708428,7.696667081526462,FALSE,FALSE,0,0.8048645220536874,0.41482136141864856,0.4148213614186486
Gakh district,district,2014,20.61,30.71,12440,11067,2619,48.1,15733,NA,32,48.56,51.52,20.61,32,9.663515696240424,9.311722986264785,7.870547844507712,FALSE,FALSE,0,0.8141677575988933,0.432671562096764,0.4326715620967636
Gakh district,district,2015,30.54,26.23,12028,10840,3862,47.9,15857,NA,19,NA,50,30.54,19,9.671366322189568,9.290998274993637,8.258940462988459,FALSE,FALSE,0,0.8208126596610811,0.48561490433073284,0.4856149043307328
Gakh district,district,2017,21.23,31.58,11345,10314,2672,47.8,15985,263.4,NA,75,NA,21.23,263.4,9.679406061493943,9.241257474610904,7.890582534656536,FALSE,FALSE,0,0.8323043792953603,0.433156571382083,0.43315657138208297
Gakh district,district,2018,14.43,41.67,11923,10863,2755,48,16081,198.1,NA,100,NA,14.43,198.1,9.685393729854024,9.293117798433752,7.9211727215870145,FALSE,FALSE,0,0.8227728185842428,0.39341709603474334,0.39341709603474306
Gakh district,district,2021,37.42,NA,12383,11290,2022,24.8,16210,32.1,NA,81.12,NA,37.42,32.1,9.693383614729722,9.331672657143708,7.611842399580417,FALSE,TRUE,0,0.8156392035466076,0.40822995802546586,0.4082299580255317
Gakh district,district,2022,14.8,NA,11311,10397,1728.2,26.2,16370,43.5,NA,76.46,NA,14.8,43.5,9.70320567036518,9.249272581977971,7.454835683407299,FALSE,TRUE,0,0.8346656913711324,0.46915348861382034,0.4691534886138203
Gakh district,district,2023,13.26,NA,11264,10366,1554,27.1,16380,16,NA,90.02,NA,13.26,16,9.70381635740706,9.246286498749653,7.348587530927593,FALSE,TRUE,0,0.8352503699873599,0.33884167845616275,0.3388416784561628
Gakh district,district,2024,23.38,NA,10704,9835,1363,34.9,16169,25.4,NA,96.98,NA,23.38,25.4,9.690851107739814,9.19370273082316,7.217443431696533,FALSE,TRUE,0,0.8428514858026879,0.4924721664551463,0.49247216645514624
Ganja city,city,2005,17.25,NA,350,331,69,46.2,535,6.9,NA,18.47,NA,17.25,6.9,6.282266746896006,5.802118375377063,4.23410650459726,FALSE,FALSE,0,0.872462649224606,1,5.069486404833835
Ganja city,city,2008,24.87,28.55,619,503,5,48.7,432,27.5,5.1,32.67,30,24.87,27.5,6.068425588244111,6.220590170099739,1.6094379124341003,FALSE,FALSE,0,0.7316649998417372,1,10.052375464207977
Ganja city,city,2009,34.45,40.01,530,446,13,48,456,75,50,61.98,60,34.45,75,6.1224928095143865,6.100318952020064,2.5649493574615367,FALSE,FALSE,0,0.7810638746626276,1,2.982554422286497
Ganja city,city,2010,42.15,NA,577,497,43,48,385,85.9,NA,78.5,NA,42.15,85.9,5.953243334287785,6.208590026096629,3.7612001156935624,FALSE,FALSE,0,0.7061302411026958,1,2.4241011196061266
Ganja city,city,2011,70,NA,669,621,13,48,300,16.7,NA,80.8,NA,70,16.7,5.703782474656201,6.431331081933479,2.5649493574615367,FALSE,FALSE,0,0.5618740157893586,1,5.481476356843887
Ganja city,city,2020,58.33,NA,671,659,3,48,474,37.1,NA,80,NA,58.33,37.1,6.161207321695077,6.490723534502507,1.0986122886681098,FALSE,FALSE,0,0.6740936727267232,1,6.138426533585266
Ganja city,city,2023,72,60.48,308,308,1,48,711,11.1,16.7,80,70,72,11.1,6.566672429803241,5.730099782973574,0,FALSE,TRUE,0,0.9082681394061233,1,16.00000000000001
Gazakh district,district,2005,18,9.34,13426,11406,1649,47.3,16500,33.3,63.6,24,19.63,18,33.3,9.711115659888671,9.341894811716484,7.407924322559599,FALSE,FALSE,0,0.8168032743579274,0.584508422317,0.584508422317
Gazakh district,district,2008,21.03,20.06,15320,13146,6832,47.9,17282,45.9,45.8,35.06,35,21.03,45.9,9.757420776401345,9.483872808823522,8.829372735468406,FALSE,FALSE,0,0.7956874532969633,0.458772499524814,0.45877249952481414
Gazakh district,district,2009,20,20.24,15338,13615,7359,45,18359,150,97.3,50,40.2,20,150,9.817875196460205,9.51892740510786,8.903679332926599,FALSE,FALSE,0,0.8010187874077258,0.4496288321537831,0.449628832153783
Gazakh district,district,2010,20.38,23.79,15459,13512,7557,48,23289,100,96.1,50,53.7,20.38,100,10.05573642507379,9.511333458487636,8.93022956502072,FALSE,FALSE,0,0.8490118878141373,0.6223487086474535,0.6223487086474535
Gazakh district,district,2011,25.99,24.1,15495,13760,7725,47.9,25124,21.9,105.1,32,50.1,25.99,21.9,10.131578843574271,9.529521111487334,8.952217101765946,FALSE,FALSE,0,0.8580756205599065,0.5506729654392206,0.5506729654392206
Gazakh district,district,2012,24.46,25.08,15611,13833,7015,47.9,26344,103.1,124,46.43,56.3,24.46,103.1,10.1789958240562,9.534812320874815,8.855805992536562,FALSE,FALSE,0,0.8642493864998954,0.5725750089265326,0.5725750089265326
Gazakh district,district,2013,24.69,25.83,15762,14011,7071,48,27672,NA,122,NA,57.6,24.69,122,10.228176350617005,9.547598014371232,8.863757191604241,FALSE,FALSE,0,0.8693046323677837,0.5894476395851354,0.5894476395851352
Gazakh district,district,2014,25.48,16.33,15978,14298,5783,47,29002,96.5,118.8,60.79,58.05,25.48,96.5,10.27512007210784,9.567874946326796,8.662677858158219,FALSE,FALSE,0,0.8725892846268045,0.6093363934428868,0.6093363934428868
Gazakh district,district,2015,25.39,26.22,16070,14411,6221,48,30009,95.5,107.5,50,56.25,25.39,95.5,10.30925261565329,9.575747082838362,8.73568594451502,FALSE,FALSE,0,0.8760293613919026,0.6610797804457678,0.6610797804457678
Gazakh district,district,2016,59.98,60.63,16458,14777,5666,48,31172,11.7,72.7,70,62.16,59.98,11.7,10.347275534963451,9.600827196903634,8.642238680390461,FALSE,FALSE,0,0.8774004532269387,0.5827928309734607,0.5827928309734607
Gazakh district,district,2017,39.94,38.57,16595,15142,3338,48.1,31180,65.7,56.5,66.18,61.64,39.94,65.7,10.347532142611767,9.625227618663251,8.11312710422178,FALSE,FALSE,0,0.8736477418813057,0.5653565003780658,0.5653565003780658
Gazakh district,district,2018,45.95,38.85,16657,15187,3572,34.6,31212,163.4,60.9,93.93,62.09,45.95,163.4,10.348557915236652,9.62819507773027,8.18088094199639,FALSE,FALSE,0,0.873417313722312,0.52470022269243,0.5247002226924299
Gazakh district,district,2019,28.97,40.73,16457,15023,4154,24.4,32055,108.3,95,70,80,28.97,108.3,10.375208456421358,9.617337639062423,8.331827004436057,FALSE,FALSE,0,0.8784705867298453,0.5753368035328877,0.5753368035328877
Gazakh district,district,2020,30.7,31.81,16384,15008,8353,48,31917,66.2,62.1,60,65.85,30.7,66.2,10.370894062184476,9.616338671246005,9.030376034755907,FALSE,FALSE,0,0.8785839167566329,0.5750705249803291,0.5750705249803291
Gazakh district,district,2021,34,38.22,16179,14873,4767.1,48,31848,81.8,103.8,60,64.69,34,81.8,10.368729864680153,9.607302767592598,8.469493432538817,FALSE,TRUE,0,0.8791021063832211,0.5728077825904437,0.5728077825904438
Gazakh district,district,2022,39.34,31.5,16069,14852,4782,48,31787,77.8,96.4,80,67.68,39.34,77.8,10.366812680153265,9.60588981529697,8.47261414801827,FALSE,TRUE,0,0.8790533512233645,0.6013003534012342,0.6013003534012342
Gazakh district,district,2023,56.32,47.97,16054,14821,4457,48.1,31724,113.3,100.9,100,73.8,56.32,113.3,10.36482877120321,9.603800372956915,8.402231172946555,FALSE,TRUE,0,0.8790318087594972,0.44871470482761916,0.44871470482761916
Gazakh district,district,2024,51.16,52.14,15993,14853,4416,48.2,31724,100,91.1,100,98.04,51.16,100,10.36482877120321,9.605957144029533,8.392989587956931,FALSE,TRUE,0,0.8787373127193081,0.588777096078482,0.588777096078482
Gobustan district,district,2005,NA,9,11011,10900,1212,NA,12760,NA,17.6,NA,20,9,17.6,9.454070556898781,9.296518068217235,7.10002716662926,FALSE,FALSE,0,0.7681071561572318,0.4797654539747911,0.4797654539747911
Gobustan district,district,2008,NA,24.71,11085,10972,18,NA,14040,NA,42.9,NA,35.29,24.71,42.9,9.549665677579801,9.303101852057495,2.8903717578961645,FALSE,FALSE,0,0.7838757695006777,1,1.39838650350533
Gobustan district,district,2009,NA,22.63,11168,11055,30,NA,14545,NA,70.4,NA,41.24,22.63,70.4,9.585002570929301,9.310638093291546,3.4011973816621555,FALSE,FALSE,0,0.7910870445454271,1,1.6613134707966235
Gobustan district,district,2010,NA,23.29,11205,11092,33,NA,14830,NA,67.5,NA,40.4,23.29,67.5,9.604407435131979,9.313979406735669,3.4965075614664802,FALSE,FALSE,0,0.7948997568874008,1,1.016158964977864
Gobustan district,district,2011,NA,23.54,11246,11133,24,NA,15052,NA,93.3,NA,47.1,23.54,93.3,9.619266151713328,9.317668949728708,3.1780538303479458,FALSE,FALSE,0,0.7969714628705319,1,1.5713223709028765
Gobustan district,district,2012,NA,24.01,11287,11172,42,NA,16885,NA,117.8,NA,54.1,24.01,117.8,9.734180932819669,9.321165927065067,3.7376696182833684,FALSE,FALSE,0,0.8215694323505279,1,1.662853368814841
Gobustan district,district,2013,NA,2494,11327,11207,33,NA,17293,NA,119.4,NA,55.2,2494,119.4,9.758057074325922,9.324293862052029,3.4965075614664802,FALSE,FALSE,0,0.8253686532523822,1,6.678948077577305
Gobustan district,district,2014,NA,24.58,11352,11232,143,NA,17601,NA,115.6,NA,60.78,24.58,115.6,9.77571099759397,9.326522126265592,4.962844630259907,FALSE,FALSE,0,0.8300164175335762,0.8401100548431649,0.840110054843165
Gobustan district,district,2015,NA,25.13,11393,11271,273,NA,18042,NA,119,NA,56.64,25.13,119,9.800457652216584,9.329988334242078,5.60947179518496,FALSE,FALSE,0,0.8346948497898231,0.5254382251066972,0.5254382251066972
Gobustan district,district,2016,NA,25.57,11510,11386,86,NA,19756,NA,126.7,NA,75.19,25.57,126.7,9.891212521660515,9.340139809511028,4.454347296253507,FALSE,FALSE,0,0.8475971648784384,0.5903031506076037,0.590303150607604
Gobustan district,district,2017,NA,27.92,11578,11452,84,NA,20088,NA,107.6,NA,66.12,27.92,107.6,9.907877900837422,9.345919666218006,4.430816798843313,FALSE,FALSE,0,0.8493284841339085,0.7287088238656332,0.728708823865632
Gobustan district,district,2018,NA,28.4,12168,12016,42,NA,20319,NA,106.7,NA,65.8,28.4,106.7,9.919311687883013,9.393994374003915,3.7376696182833684,FALSE,FALSE,0,0.8418106258602451,0.805016353566473,0.805016353566473
Gobustan district,district,2019,NA,28.76,12167,12058,51,NA,20758,NA,114.2,NA,68,28.76,114.2,9.940686993525235,9.397483619049352,3.9318256327243257,FALSE,FALSE,0,0.845078445724781,1,1.149216617545406
Gobustan district,district,2021,NA,33,13241,13121,36,NA,22436,NA,135.4,NA,71.97,33,135.4,10.018422090628228,9.481969279105716,3.58351893845611,FALSE,TRUE,0,0.8425686199095294,1,3.9775841183477016
Gobustan district,district,2022,NA,31.65,11306,11178,27,NA,22728,NA,127.9,NA,71.19,31.65,127.9,10.031352923534024,9.321702839829644,3.295836866004329,FALSE,TRUE,0,0.870834129120166,1,2.7751505784856496
Gobustan district,district,2023,NA,32.61,10928,10807,19,NA,19542,NA,126.9,NA,77.42,32.61,126.9,9.880321274504288,9.287949351303165,2.9444389791664403,FALSE,TRUE,0,0.8534843612748865,1,3.3379309027468262
Gobustan district,district,2024,NA,34.64,10833,10687,15,NA,18954,NA,75,NA,70,34.64,75,9.84977027003014,9.276783328524896,2.70805020110221,FALSE,TRUE,0,0.8502257950753374,1,10.339999999999971
Goranboy district,district,2005,23.35,NA,16907,15442,3058,50,14645,42.9,NA,32.79,NA,23.35,42.9,9.591854259261833,9.64484634886876,8.025516386489008,FALSE,FALSE,0,0.7053517473255058,0.3840644936832708,0.38406449368327084
Goranboy district,district,2008,18.18,NA,20075,18699,5767,47.7,15740,38.5,NA,36,NA,18.18,38.5,9.663960521971394,9.83622532547696,8.659907293615413,FALSE,FALSE,0,0.6675201738055567,0.2954775834222527,0.2954775834222528
Goranboy district,district,2010,20.96,NA,20857,19626,11186,48,23619,43.8,NA,32.9,NA,20.96,43.8,10.069806751852576,9.884610496766438,9.322418275381533,FALSE,FALSE,0,0.7684697924182815,0.43427973565954975,0.43427973565954975
Goranboy district,district,2012,32.78,NA,21580,20929,12665,48.7,32390,33.3,NA,50,NA,32.78,33.3,10.385605012165374,9.948891035989977,9.446597562435775,FALSE,FALSE,0,0.824666769323513,0.46398359803687245,0.46398359803687256
Goranboy district,district,2013,29.45,NA,21847,21238,13975,48,35389,80.9,NA,50,NA,29.45,80.9,10.474156316370632,9.963547308963792,9.5450252980233,FALSE,FALSE,0,0.8385386916092559,0.49484726629994996,0.4948472662999499
Goranboy district,district,2014,25.21,NA,20851,20304,13748,47.9,35966,64.5,NA,41.26,NA,25.21,64.5,10.490329326725142,9.918573189954168,9.528648637969724,FALSE,FALSE,0,0.8496106538168753,0.5305205601134696,0.5305205601134695
Goranboy district,district,2015,25.9,NA,20682,20177,13686,48,36114,62.6,NA,42.28,NA,25.9,62.6,10.494435880775827,9.912298620814678,9.524128691512443,FALSE,FALSE,0,0.8513823431641673,0.5633008494604832,0.5633008494604832
Goranboy district,district,2016,28.28,NA,20838,20375,13598,45.8,36208,50.7,NA,40.7,NA,28.28,50.7,10.497035367873318,9.922063938109064,9.517678002086406,FALSE,FALSE,0,0.8500926607927723,0.48846288561958506,0.4884628856195851
Goranboy district,district,2017,13.42,NA,21097,20656,13882,45.2,37061,42.1,NA,42.17,NA,13.42,42.1,10.520320482745682,9.935761113086423,9.53834831589953,FALSE,FALSE,0,0.8515346492216468,0.4911300869040178,0.4911300869040179
Goranboy district,district,2018,13.11,NA,19911,19370,13821,14.7,35114,10,NA,55,NA,13.11,10,10.466355190329153,9.871480756401041,9.533944453604027,FALSE,FALSE,0,0.8538914543797456,0.4605821253585769,0.4605821253585769
Goranboy district,district,2019,10.49,NA,20520,20064,14001,15,42104,2.8,NA,50.14,NA,10.49,2.8,10.647898027033614,9.906682443432647,9.546884034617925,FALSE,FALSE,0,0.8747747102819405,0.5611425350540356,0.5611425350540354
Goranboy district,district,2020,10.46,NA,20601,20167,15458,15,42237,2.8,NA,50.03,NA,10.46,2.8,10.651051893130637,9.911802884139842,9.645881947666817,FALSE,FALSE,0,0.8745492178963659,0.5580138414731475,0.5580138414731475
Goranboy district,district,2021,10.31,NA,20387,19932,15505,16.1,43060,1.5,NA,33.51,NA,10.31,1.5,10.670349770918355,9.900081759401296,9.648917831534549,FALSE,TRUE,0,0.878629731827304,0.5680841905994003,0.5680841905994003
Goranboy district,district,2022,10.1,NA,20401,20006,14896.5,14.3,43094,2.2,NA,40.23,NA,10.1,2.2,10.67113905526418,9.903787507545125,9.608881565011522,FALSE,TRUE,0,0.8782021631416078,0.5949628070283045,0.5949628070283045
Goranboy district,district,2023,45.91,NA,17586,17197,14923,41.9,43266,2.3,NA,59.73,NA,45.91,2.3,10.675122386144814,9.752490228984199,9.610658925931467,FALSE,TRUE,0,0.8967588057662396,0.5239768422830825,0.5239768422830825
Goranboy district,district,2024,46.08,NA,16988,16666,14517.9,41.8,42408,9.6,NA,61.59,NA,46.08,9.6,10.655092302667642,9.721125994942152,9.583137649819962,FALSE,TRUE,0,0.898065935793157,0.6874676832710893,0.6874676832710893
Goychay district,district,2005,12.37,NA,22759,18185,2137,49.8,22235,88.3,NA,30.13,NA,12.37,88.3,10.009422902944797,9.80835235742109,7.667158255319148,FALSE,FALSE,0,0.7712953954170793,0.49177382890127525,0.4917738289012753
Goychay district,district,2008,29.45,NA,23165,18633,3610,48.1,23286,34.5,NA,46.33,NA,29.45,34.5,10.05560760059696,9.832689481227412,8.191463051326927,FALSE,FALSE,0,0.7771232944411224,0.42938717104166435,0.4293871710416644
Goychay district,district,2009,30.9,NA,23217,18707,4459,48,23360,11.5,NA,37.91,NA,30.9,11.5,10.058780436942163,9.836653064348905,8.402679804627477,FALSE,FALSE,0,0.7771724483953493,0.41199219591862796,0.411992195918628
Goychay district,district,2010,40.38,NA,23525,19041,5180,56.6,23550,3.3,NA,39.4,NA,40.38,3.3,10.066881099444563,9.85434982797458,8.55256033525353,FALSE,FALSE,0,0.7747162890563998,0.44637036265634794,0.44637036265634783
Goychay district,district,2011,41.04,NA,23926,19546,5479,48,23750,24.4,NA,50.8,NA,41.04,24.4,10.075337809462788,9.880525940898782,8.608677881538416,FALSE,FALSE,0,0.7699042929634756,0.36796446163267976,0.3679644616326797
Goychay district,district,2012,50.53,NA,24129,19809,5607,48,24240,24.4,NA,51.64,NA,50.53,24.4,10.095759440183251,9.893891658862682,8.631771096123673,FALSE,FALSE,0,0.7714959080196218,0.36838881891670044,0.3683888189167004
Goychay district,district,2013,52.83,NA,24372,20084,5569,48.2,24510,17.8,NA,51.5,NA,52.83,17.8,10.106836476522158,9.907678757154596,8.624970783589669,FALSE,FALSE,0,0.7705680882696994,0.3652903390059292,0.36529033900592917
Goychay district,district,2014,58.15,NA,24419,20475,5583,47.8,24850,28.5,NA,57.46,NA,58.15,28.5,10.120613031524774,9.92695990872127,8.62748154531036,FALSE,FALSE,0,0.7688482659208556,0.36554139954616,0.36554139954616
Goychay district,district,2015,60,NA,24436,20764,5706,48.2,24935,11.9,NA,60,NA,60,11.9,10.124027717980223,9.94097599694712,8.649273531773446,FALSE,FALSE,0,0.7659331552425069,0.3852085329335019,0.3852085329335019
Goychay district,district,2016,60,NA,19566,17974,5728,47.1,25030,18.6,NA,60,NA,60,18.6,10.12783038442582,9.796681548218318,8.653121708640482,FALSE,FALSE,0,0.8037120084994094,0.38817340303366943,0.38817340303366926
Goychay district,district,2017,11.76,NA,19597,18135,5768,48,20298,4.3,NA,90.78,NA,11.76,4.3,9.918277638008764,9.805599051717003,8.660080678964786,FALSE,FALSE,0,0.7498529815067595,0.31041424516759986,0.3104142451675997
Goychay district,district,2018,57.05,NA,18720,17370,6008,48,20588,31.9,NA,64.55,NA,57.05,31.9,9.932463660772646,9.76249985923515,8.700847193443972,FALSE,FALSE,0,0.7657237716452457,0.3094002353494878,0.30940023534948763
Goychay district,district,2019,51.51,NA,18535,17247,5940,40.1,20016,10.5,NA,57.55,NA,51.51,10.5,9.904287232706693,9.7553934942914,8.68946441235669,FALSE,FALSE,0,0.7603754893356626,0.31946792878053243,0.3194679287805327
Goychay district,district,2020,51.32,NA,17824,16596,6067,40.2,19900,21.8,NA,52.79,NA,51.32,21.8,9.898475010712584,9.716916981452759,8.710619527942297,FALSE,FALSE,0,0.7694785180364109,0.3360184796943141,0.336018479694323
Goychay district,district,2021,32.06,NA,18204,16997,6067,47.4,19941,49.8,NA,63.16,NA,32.06,49.8,9.900533192709691,9.740792136877351,8.710619527942297,FALSE,TRUE,0,0.7634797021041717,0.326051292500127,0.3260512925001797
Goychay district,district,2022,36.75,NA,17856,16647,6079,47.1,19840,42.9,NA,65.68,NA,36.75,42.9,9.895455380838865,9.719985298994011,8.712595487748722,FALSE,TRUE,0,0.7678803129341856,0.3478080497350638,0.3478080497350638
Goygol district,district,2005,16.12,NA,9314,9139,997,51,14471,18.8,NA,22.07,NA,16.12,18.8,9.579901925737992,9.120306249272202,6.904750769961838,FALSE,FALSE,0,0.8366946185281999,0.6495458770428386,0.6495458770428385
Goygol district,district,2008,27.62,21.75,9812,9656,1168,48.1,22354,11.6,22.6,32.75,38,27.62,11.6,10.014760554945557,9.175334762777368,7.0630481633881725,FALSE,FALSE,0,0.8905681674267082,0.7969146123185212,0.7969146123185212
Goygol district,district,2009,22.71,25.4,9823,9689,1636,48,22427,34,18.4,43.45,37.02,22.71,34,10.018020869126289,9.178746500385005,7.400009517162692,FALSE,FALSE,0,0.890743629696485,0.7649245319014099,0.76492453190141
Goygol district,district,2010,37.18,35.15,9827,9682,949,43.1,22532,38.5,16.7,52.9,41.2,37.18,38.5,10.022691800014604,9.178023770499639,6.855408798609928,FALSE,FALSE,0,0.890981497119395,0.8415276251205085,0.8415276251205085
Goygol district,district,2011,32.81,32.47,9851,9724,973,48.1,22586,31.8,59.2,35.2,42.9,32.81,31.8,10.025085524283616,9.182352335436015,6.880384082186005,FALSE,FALSE,0,0.8907575514958794,0.7060935413075712,0.7060935413075711
Goygol district,district,2012,35.2,29.76,9946,9830,1163,48,22594,34.6,45.6,40.12,40.2,35.2,34.6,10.025439663286875,9.193194213141211,7.0587581525186645,FALSE,FALSE,0,0.8896528248538313,0.6927789041608569,0.6927789041608569
Goygol district,district,2013,41.11,35.08,9969,9866,1307,47.7,23028,22,47.1,48.7,55.6,41.11,22,10.0444661457957,9.196849781793684,7.175489713624222,FALSE,FALSE,0,0.8913669132140117,0.6998009951125813,0.6998009951125812
Goygol district,district,2014,39.45,26.01,10003,9897,1307,47.7,23348,13.1,32.1,43.7,43.82,39.45,13.1,10.058266606323683,9.199986959896691,7.175489713624222,FALSE,FALSE,0,0.892478390237313,0.7113557578193748,0.7113557578193747
Goygol district,district,2015,32.73,35.03,10017,9928,1297,48,23540,36.1,38.6,43.64,35.9,32.73,36.1,10.066456380814268,9.203114326884442,7.167809184316444,FALSE,FALSE,0,0.8929839764927231,0.7633238264611377,0.7633238264611375
Goygol district,district,2016,43.98,34.52,10032,9944,1221,45.8,23559,18.9,29.8,49.65,45.18,43.98,18.9,10.067263192042985,9.204724633190548,7.107425474110705,FALSE,FALSE,0,0.8928507083439621,0.6622558700844474,0.6622558700844474
Goygol district,district,2017,40.09,NA,10064,9972,851,41.6,23698,31.4,NA,47.12,NA,40.09,31.4,10.073145935376685,9.207536444643448,6.7464121285733745,FALSE,FALSE,0,0.8929280434722647,0.6563592600401504,0.6563592600401503
Goygol district,district,2018,46.89,NA,10084,9984,803,46.7,23717,34.2,NA,54.43,NA,46.89,34.2,10.073947369564895,9.208739090609209,6.688354713946762,FALSE,FALSE,0,0.8928412574116498,0.6148209063170698,0.6148209063170694
Goygol district,district,2019,52.08,NA,10079,9975,761,46,23943,49,NA,79.17,NA,52.08,49,10.083431284544119,9.207837241758064,6.634633357861686,FALSE,FALSE,0,0.8938970970363304,0.6548324548903556,0.6548324548903559
Goygol district,district,2020,58.12,NA,10092,9972,545,43.1,23937,60.8,NA,72.83,NA,58.12,60.8,10.08318065797639,9.207536444643448,6.300785794663244,FALSE,FALSE,0,0.8936987401936735,0.6621096979183769,0.6621096979183769
Goygol district,district,2021,55.66,16.14,9817,9726,498.5,41.2,24174,44.5,45.5,72.57,80,55.66,44.5,10.093032954419403,9.182557990963732,6.211603589401893,FALSE,TRUE,0,0.8973381935193719,0.6786347967659817,0.6786347967660914
Goygol district,district,2022,35.75,16.9,9764,9680,417.5,40.5,24220,44.8,45.5,68.89,80,35.75,44.8,10.094934017107084,9.177817180270623,6.0342845442909105,FALSE,TRUE,0,0.8979179863278317,0.7170813497162681,0.7170813497162681
Goygol district,district,2023,57.77,66.67,9944,9869,395,41.6,24312,59.4,50,71.08,100,57.77,59.4,10.09872533459663,9.197153810172008,5.978885764901122,FALSE,TRUE,0,0.8962186274859659,0.5202744725469433,0.5202744725469431
