region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,ln_milk,ln_cows,ln_fodder,post_conflict_district,post_2020,treatment,efficiency_sfa,efficiency_dea,super_efficiency_dea
Absheron district,district,2005,18.8,12.66,10120,10120,1128,47.9,25201,6.6,16.5,31.57,26,18.8,6.6,10.134638955251866,9.222268942841456,7.028201432058005,FALSE,FALSE,0,0.8977398234922558,1,1.4832173232207828
Absheron district,district,2008,19.34,10.2,10481,10481,796,48.1,30846,11,9.7,43.6,40,19.34,11,10.33676236128356,9.257319373170178,6.679599185844383,FALSE,FALSE,0,0.9119764428649578,1,1.7187993008694467
Absheron district,district,2009,20.23,10.21,10535,10535,521,48,32280,32.7,6.8,39.29,38.12,20.23,32.7,10.382203122383885,9.26245832623829,6.255750041753367,FALSE,FALSE,0,0.9148183006383801,1,1.995464629098666
Absheron district,district,2010,8.35,10.41,11740,11740,522,48,32931,7.7,9.3,37.1,40.2,8.35,7.7,10.402169742355426,9.370757093382087,6.257667587882639,FALSE,FALSE,0,0.9072580871314982,1,1.8741299664137545
Absheron district,district,2011,35.73,20.13,11972,11972,338,48,40807,7.6,9.5,49.3,39.2,35.73,7.6,10.616608914303491,9.390325868972589,5.823045895483019,FALSE,FALSE,0,0.9214318626950708,1,2.486033506971719
Absheron district,district,2012,38,20.12,12201,12201,351,48,40800,18.5,9.4,53.64,39.2,38,18.5,10.616437360392252,9.409273194575334,5.860786223465865,FALSE,FALSE,0,0.9201045124040486,1,1.9802208595972837
Absheron district,district,2013,49.57,20.13,12133,12133,382,48,40955,2.6,9.5,58.1,39.2,49.57,2.6,10.620229181949702,9.403684292051873,5.945420608606575,FALSE,FALSE,0,0.920784287810971,1,3.4280844063348077
Absheron district,district,2014,46.46,20.75,12153,12153,463,48,40637,NA,9.5,59.3,39.21,46.46,9.5,10.612434260629977,9.4053313318708,6.137727054086234,FALSE,FALSE,0,0.920227729648931,1,1.7782370452398542
Absheron district,district,2015,46.92,20.65,13398,13398,101,48,42861,4.7,9.5,57.27,39.23,46.92,4.7,10.665717600533268,9.502860721068213,4.61512051684126,FALSE,FALSE,0,0.916078593796005,1,1.7193120048981865
Absheron district,district,2016,29.51,20.64,13461,13461,114,30,49389,1.1,9.5,42.47,39.21,29.51,1.1,10.807483006316131,9.507551894644093,4.736198448394496,FALSE,FALSE,0,0.925135245659956,1,33.241544468947055
Absheron district,district,2017,26.89,21.69,13357,13357,247,31.3,48986,0.5,9.4,63.55,39.15,26.89,0.5,10.799289821982947,9.499795870977106,5.5093883366279774,FALSE,FALSE,0,0.9254149981264747,1,6.386382549017978
Absheron district,district,2018,25.82,20.92,13149,13149,167,30.7,52426,0.9,9.5,65.81,39.1,25.82,0.9,10.867157930457058,9.484100989086919,5.117993812416755,FALSE,FALSE,0,0.9300655569311009,1,15.552812003669876
Absheron district,district,2019,18.49,23.46,13184,13184,135,30.1,49501,11.5,9.7,43.93,40,18.49,11.5,10.809748150372926,9.486759252149254,4.90527477843843,FALSE,FALSE,0,0.9266369456898765,1,2.1894492053833323
Absheron district,district,2020,20.18,45.35,13155,13155,187.3,26.2,49719,4.9,9.8,56.72,40.04,20.18,4.9,10.814142432791654,9.484557193474393,5.2327116094500425,FALSE,FALSE,0,0.9271381636956925,1,9.00758050839841
Absheron district,district,2021,89.04,40.94,13151,13151,298.3,21.1,50370,6.8,10.2,74.77,48.35,89.04,6.8,10.827151038739697,9.484253080341965,5.698099691520703,FALSE,TRUE,0,0.9280517868498415,1,5.199853543307855
Absheron district,district,2022,76.13,43.36,14030,14030,159.8,17.1,51186,29.5,8.6,89.58,49.02,76.13,29.5,10.84322133613675,9.548953173096507,5.073923033332174,FALSE,TRUE,0,0.9247477872811244,1,8.04607557941381
Absheron district,district,2023,84.9,43.36,11296,11296,179.1,20.5,54440,49.6,8.6,50.32,49.02,84.9,49.6,10.904854456765403,9.332203959733024,5.187944309066666,FALSE,TRUE,0,0.9395405917602151,1,6.55955927043681
Absheron district,district,2024,53.37,43.36,11486,11486,165.1,11.4,41695,57.9,8.6,31.78,49.46,53.37,57.9,10.638136496521085,9.348884181424243,5.1065513509260825,FALSE,TRUE,0,0.9252646305035209,1,2.2768520066733138
Agdash district,district,2005,19.2,15.06,29979,19123,11802,47.6,26912,46,56.9,27.73,26.67,19.2,46,10.200327562772674,9.858647078062974,9.376024287617113,FALSE,FALSE,0,0.806060846840401,0.599511355579408,0.599511355579408
Agdash district,district,2008,12.07,12.81,33746,22492,11035,47.9,30285,113.6,130,25.87,30,12.07,113.6,10.318407819415048,10.020914969412093,9.308827318690836,FALSE,FALSE,0,0.7935617973664074,0.457805053905403,0.457805053905403
Agdash district,district,2009,12.02,10.71,34312,22828,12690,48,32417,80,88.9,19.23,28.33,12.02,80,10.386438255536065,10.035743131656599,9.448569560708433,FALSE,FALSE,0,0.8055290372497568,0.4668197261202825,0.46681972612028255
Agdash district,district,2010,15.72,24.56,34629,23056,13728,48,33297,115,16.7,34.4,29.2,15.72,115,10.413222581820088,10.045681318239303,9.527192821727743,FALSE,FALSE,0,0.8091479496472646,0.5214226365894303,0.5214226365894303
Agdash district,district,2011,22.91,25,35179,23541,12718,48,34323,51.5,25,35.1,29.4,22.91,51.5,10.443570962369053,10.066498860795583,9.450773591827353,FALSE,FALSE,0,0.8107954304988375,0.43137644778329903,0.4313764477832991
Agdash district,district,2012,20.47,25,35727,23937,12398,46.9,38208,71.6,12.5,34.98,30,20.47,71.6,10.550800196752274,10.08318065797639,9.425290448261865,FALSE,FALSE,0,0.8289095178138361,0.4776489204635272,0.4776489204635272
Agdash district,district,2013,19.8,NA,36340,24528,11534,48,39789,76.2,NA,35,NA,19.8,76.2,10.591345771162462,10.107570601111595,9.353054474175359,FALSE,FALSE,0,0.8315951404785538,0.4807939125163646,0.4807939125163646
Agdash district,district,2014,20.99,NA,36886,24755,12872,48,42691,67.9,NA,35.24,NA,20.99,67.9,10.661743404167277,10.116782767795524,9.46280968867222,FALSE,FALSE,0,0.8427239583417739,0.54754790205886,0.5475479020588601
Agdash district,district,2016,18.03,NA,35733,24275,8808,48,55998,94.1,NA,35,NA,18.03,94.1,10.933071254793802,10.097202293159526,9.083415678402515,FALSE,FALSE,0,0.8845647279377,0.6855025180303963,0.6855025180303963
Agdash district,district,2020,30,NA,32509,24291,9449,48,59319,83.63,NA,55,NA,30,83.63,10.99068493838894,10.097861190354225,9.153664194782626,FALSE,FALSE,0,0.8909971013941267,0.6704945836723039,0.6704945836723039
Agdash district,district,2021,31,NA,31997,24476,9931,48,60772,93.5,NA,60,NA,31,93.5,11.014884435563657,10.105448324582431,9.203416456903359,FALSE,TRUE,0,0.8927420686181724,0.6776486990967516,0.6776486990967516
Agdash district,district,2024,60.59,NA,29982,23996,10109.8,48,59824,15.8,NA,72.52,NA,60.59,15.8,10.999162197216895,10.085642428772983,9.221260529425173,FALSE,TRUE,0,0.8933200102701152,0.6764557681787075,0.6764557681787075
Aghdam district,district,2008,18.07,NA,14347,13901,6447,48.2,25649,22.2,NA,22,NA,18.07,22.2,10.152259863484153,9.539716058977092,8.77137018531062,TRUE,FALSE,0,0.8594129840651137,0.6313219701774954,0.6313219701774954
Aghdam district,district,2009,18.76,NA,14856,14515,6813,48,26726,44.7,NA,27.23,NA,18.76,44.7,10.193392153341007,9.58293787645873,8.826587830773668,TRUE,FALSE,0,0.8587010575042278,0.6044949209976261,0.6044949209976261
Aghdam district,district,2010,15.27,NA,14930,14528,7325,48,26856,29.4,NA,20,NA,15.27,29.4,10.198244538659871,9.583833100841074,8.899048433885268,TRUE,FALSE,0,0.8593625043220832,0.6636422205771242,0.663642220577124
Aghdam district,district,2013,35,NA,17757,17389,8287,47.9,31362,28.6,NA,45,NA,35,28.6,10.353352247940977,9.76359310138207,9.022443300849043,TRUE,FALSE,0,0.8537439818236813,0.5368343325782017,0.5368343325782016
Aghdam district,district,2014,37,NA,18135,17879,8742,48,32576,21.6,NA,45,NA,37,21.6,10.391331099910195,9.79138211875182,9.07589427542326,TRUE,FALSE,0,0.8551194728326246,0.5464062246661617,0.5464062246661618
Aghdam district,district,2015,37.03,NA,18400,18295,8882,47,33312,28.6,NA,45,NA,37.03,28.6,10.413672971414696,9.814383077453307,9.091782035852047,TRUE,FALSE,0,0.8547857365011146,0.5751147655441592,0.5751147655441591
Aghdam district,district,2016,44.55,NA,18691,18596,8314,59.1,34168,22.2,NA,55,NA,44.55,22.2,10.439044812521303,9.830701782810475,9.025696119812583,TRUE,FALSE,0,0.8559799050333986,0.5059914141032554,0.5059914141032554
Aghdam district,district,2017,50.13,NA,18844,18751,7561,58.5,34612,22.3,NA,55,NA,50.13,22.3,10.451955721726629,9.839002363309719,8.93075873555827,TRUE,FALSE,0,0.8565265249303228,0.505845027955283,0.505845027955283
Aghdam district,district,2018,72.78,NA,19147,19059,8185,8.6,35866,22.9,NA,60.06,NA,72.78,22.9,10.48754505050837,9.855294709934643,9.010058489805235,TRUE,FALSE,0,0.8594080254016171,0.47773289752748926,0.47773289752748915
Aghdam district,district,2019,37.15,NA,19165,19079,8409,8.4,37873,71.7,NA,60.6,NA,37.15,71.7,10.541993736136895,9.85634353272731,9.037057839832897,TRUE,FALSE,0,0.8672612646169124,0.5323942865538656,0.5323942865538656
Aghdam district,district,2020,12.13,NA,19577,19484,10002.2,2.1,38843,31.5,NA,65.16,NA,12.13,31.5,10.567283159381214,9.877348894926433,9.210560347779731,TRUE,FALSE,0,0.8678122568747864,0.533303584754756,0.533303584754756
Aghdam district,district,2021,6.31,NA,20124,20028,10440.1,3.4,40211,19.4,NA,47.76,NA,6.31,19.4,10.601895869017545,9.904886573449835,9.253409439934817,TRUE,TRUE,1,0.8685805143906562,0.5297898091106774,0.5297898091106774
Aghdam district,district,2022,7.59,NA,20707,20612,10476.3,4.1,41823,48.2,NA,66.7,NA,7.59,48.2,10.641201706421198,9.933628709448115,9.25687084210188,TRUE,TRUE,1,0.8697814626429492,0.5612610823140469,0.5612610823140468
Aghdara district,district,2024,36.61,NA,2219,2093,379.7,48.8,137,50.3,NA,55.03,NA,36.61,50.3,4.919980925828125,7.646353722445999,5.939381467237757,TRUE,TRUE,1,0.2012136975383925,1,1.604868695435932
Aghjabadi district,district,2008,15.63,NA,39992,33610,29854,46.9,48040,40,NA,21.88,NA,15.63,40,10.77978927619392,10.422578920719152,10.304074113193185,FALSE,FALSE,0,0.8023598649826634,0.7369094820727521,0.7369094820727518
Aghjabadi district,district,2009,14.77,NA,40093,34187,26417,48,48072,25,NA,40,NA,14.77,25,10.780455166013764,10.439600733828868,10.181763021288337,FALSE,FALSE,0,0.798260896483653,0.7180305867627718,0.7180305867627721
Aghjabadi district,district,2012,19.93,NA,42347,36664,28043,48,50236,33.3,NA,40,NA,19.93,33.3,10.824487180138018,10.50955062618896,10.241494325439769,FALSE,FALSE,0,0.7912848783224051,0.5335335004270134,0.5335335004270134
Aghjabadi district,district,2013,23,NA,42461,36705,27446,48,57915,30.4,NA,59.9,NA,23,30.4,10.966731697366447,10.510668264544881,10.219975716829579,FALSE,FALSE,0,0.8219359936240408,0.6693575558002889,0.6693575558002889
Aghjabadi district,district,2014,30.59,NA,42797,37020,29623,48,66545,25.7,NA,46.46,NA,30.59,25.7,11.105633689520657,10.519213586127488,10.29630636560997,FALSE,FALSE,0,0.8460762735715631,0.8058169004296339,0.8058169004296339
Aghjabadi district,district,2015,26.17,NA,42955,37158,33025,48,89088,40.1,NA,50.98,NA,26.17,40.1,11.397379924254038,10.522934370166116,10.405020129390525,FALSE,FALSE,0,0.8866288074088077,1,1.1561724170106107
Aghjabadi district,district,2016,26.07,NA,44251,38429,29176,48,101287,40.1,NA,50.98,NA,26.07,40.1,11.525713350313504,10.556567661882832,10.281101732488516,FALSE,FALSE,0,0.8964189279898289,1,1.242555622966288
Aghjabadi district,district,2017,52,NA,44551,38680,23106,48,101596,40.4,NA,45.1,NA,52,40.4,11.528759443272756,10.56307794956723,10.047847603042964,FALSE,FALSE,0,0.89588876591171,1,1.2331475920672703
Aghjabadi district,district,2018,52.05,NA,44612,38463,19821,48,101710,40.5,NA,45.02,NA,52.05,40.5,11.529880905619642,10.557452019220811,9.894497260697996,FALSE,FALSE,0,0.8965114021142344,1,1.2256094268417803
Aghjabadi district,district,2019,34.27,NA,42513,38572,22071,48,123886,27.5,NA,45.02,NA,34.27,27.5,11.72711706688261,10.560281903630274,10.002019808600375,FALSE,FALSE,0,0.9134964088120943,1,Inf
Aghjabadi district,district,2020,30.85,NA,41702,38251,23783.9,5.4,126642,44.5,NA,44.97,NA,30.85,44.5,11.749119487228672,10.551924982703788,10.076764160161863,FALSE,FALSE,0,0.9158225436530277,1,Inf
Aghjabadi district,district,2021,31.11,NA,41658,38467,24753.5,4.9,127030,42.6,NA,46.59,NA,31.11,42.6,11.752178558017507,10.557556009861747,10.116722172140213,FALSE,TRUE,0,0.9156253564728178,1,Inf
Aghjabadi district,district,2022,31.12,NA,45366,42610,24966,4.9,138810,38.9,NA,21.53,NA,31.12,38.9,11.840861370569154,10.659844246493957,10.125270178210997,FALSE,TRUE,0,0.9141172906765059,1,Inf
Aghjabadi district,district,2023,35.95,NA,49112,46658,17506.2,4.8,155630,39.3,NA,49.19,NA,35.95,39.3,11.955236674199055,10.750599681390584,9.770310382881526,FALSE,TRUE,0,0.915260849801647,1,Inf
Aghjabadi district,district,2024,35.97,NA,52696,50276,20516.3,5.3,167207,40.8,NA,41.98,NA,35.97,40.8,12.026987844785088,10.825283105044727,9.928974971135725,FALSE,TRUE,0,0.9147452037681532,1,Inf
Aghstafa district,district,2005,8.59,NA,10421,8326,900,49.8,10512,23.1,NA,10.58,NA,8.59,23.1,9.260272740724393,9.02713842775492,6.802394763324311,FALSE,FALSE,0,0.7906157444673764,0.5261282121034554,0.5261282121034553
Aghstafa district,district,2009,30,NA,11340,9034,6685,48,11072,0.1,NA,37.5,NA,30,0.1,9.31217467785745,9.108750516214549,8.807621489536043,FALSE,FALSE,0,0.7850925785494948,0.42191013937292715,0.42191013937292693
Aghstafa district,district,2010,48.85,NA,11427,9153,7057,46.5,13644,400,NA,50,NA,48.85,400,9.521055143538536,9.121836973384779,8.86177531100083,FALSE,FALSE,0,0.8275001044731751,0.5547159569470083,0.5547159569470084
Aghstafa district,district,2011,25,NA,11543,9276,6097,48,13862,52.9,NA,51,NA,25,52.9,9.53690656247793,9.135185698375423,8.715552125907816,FALSE,FALSE,0,0.827643341791384,0.47664797857062546,0.4766479785706255
Aghstafa district,district,2012,19.8,NA,11627,9369,5536,48,14863,121.7,NA,67.11,NA,19.8,121.7,9.606630182148894,9.145161645951188,8.619027497297505,FALSE,FALSE,0,0.838579044176377,0.4825262265935021,0.48252622659350214
Aghstafa district,district,2013,29.64,NA,11665,9415,6920,48,16092,74.4,NA,60,NA,29.64,74.4,9.686077533069678,9.150059441091253,8.842171048611716,FALSE,FALSE,0,0.8515342931960815,0.5184509101680896,0.5184509101680898
Aghstafa district,district,2014,21.52,NA,11734,9476,5341,48.6,16334,62.3,NA,60,NA,21.52,62.3,9.70100410391822,9.156517565278676,8.58316818033977,FALSE,FALSE,0,0.852588789771649,0.5240717824036021,0.5240717824036017
Aghstafa district,district,2015,26.19,NA,11796,9601,6455,47.6,16642,51.8,NA,60,NA,26.19,51.8,9.719684899460376,9.169622538697624,8.772610303280743,FALSE,FALSE,0,0.8535261984774561,0.5729108577666564,0.5729108577666563
Aghstafa district,district,2016,23.64,NA,11840,9606,6088,47.3,16985,32.7,NA,80,NA,23.64,32.7,9.740085880594684,9.17014318222477,8.714074899541522,FALSE,FALSE,0,0.8566115860058866,0.5033916356565128,0.5033916356565129
Aghstafa district,district,2017,29.17,NA,11881,9642,5157,45.8,17112,53.6,NA,80,NA,29.17,53.6,9.747535250762242,9.173883834965567,8.548110294050959,FALSE,FALSE,0,0.856996882445562,0.49483042380882813,0.49483042380882786
Aghstafa district,district,2018,68.18,NA,11907,9669,5487,6.8,17170,44.2,NA,52.27,NA,68.18,44.2,9.75091895389152,9.176680170483548,8.610136937058975,FALSE,FALSE,0,0.8571164222505356,0.46950248753319773,0.4695024875331975
Aghstafa district,district,2019,27.78,NA,11938,9696,5362,16.7,17245,80,NA,50,NA,27.78,80,9.755277525370941,9.179468708309095,8.587092318795905,FALSE,FALSE,0,0.8573099842013967,0.49387872164335583,0.4938787216433561
Aghstafa district,district,2020,35.96,NA,11954,9712,5214,7.1,17317,122.4,NA,80,NA,35.96,122.4,9.75944395695215,9.181117513299279,8.559102594493448,FALSE,FALSE,0,0.8576572119409154,0.5065999350985438,0.5065999350985574
Aghstafa district,district,2021,7.4,NA,11965,9717,5058,54.4,17370,75,NA,80,NA,7.4,75,9.76249985923515,9.181632207839439,8.52872642722991,FALSE,TRUE,0,0.8580165531386398,0.5041666138292893,0.5041666138293708
Aghstafa district,district,2022,14.46,NA,12018,9763,4730.5,54.4,17621,75,NA,80,NA,14.46,75,9.77684665156873,9.186355009225672,8.461786184144499,FALSE,TRUE,0,0.8593823145444428,0.5333036807965216,0.5333036807965215
Aghstafa district,district,2023,15.57,NA,12303,10137,4214.6,54.4,18077,118.8,NA,100,NA,15.57,118.8,9.802395690974855,9.2239473753824,8.346309966763112,FALSE,TRUE,0,0.8570344019675449,0.3807322273400634,0.3807322273400634
Aghstafa district,district,2024,39.49,NA,12159,10766,4543,54.4,18154,108.2,NA,100,NA,39.49,108.2,9.806646201086572,9.284148299120902,8.421342865759403,FALSE,TRUE,0,0.847387506286854,0.49231272138113263,0.4923127213811312
Aghsu district,district,2005,11.74,12.44,17731,13271,1520,51.5,22724,70.4,NA,20,NA,11.74,70.4,10.031176913677017,9.493336482437249,7.326465613840322,FALSE,FALSE,0,0.8465096999492078,0.6884916460248305,0.6884916460248304
Aghsu district,district,2008,25.4,16.35,18368,14015,592,46,23347,87.5,100,56.6,40,25.4,87.5,10.058223775185438,9.547883463598888,6.3835066348840055,FALSE,FALSE,0,0.8401167106475537,0.7401242187827313,0.7401242187827313
Aghsu district,district,2009,22.1,21.56,18523,14262,875,48,23396,33.3,68.2,30,40,22.1,33.3,10.060320346562916,9.565353936588249,6.774223886357614,FALSE,FALSE,0,0.8375601699744066,0.5411969502858908,0.5411969502858908
Aghsu district,district,2010,22.5,18.85,18654,14506,941,48,24177,37.5,175,30.6,51.2,22.5,37.5,10.093157046992621,9.582317635923358,6.846943139585379,FALSE,FALSE,0,0.8402848699725044,0.6008503324747269,0.6008503324747267
Aghsu district,district,2011,NA,22.09,18719,14736,1027,NA,25019,NA,95.2,NA,54,22.09,95.2,10.12739081519658,9.598048758495088,6.934397209928558,FALSE,FALSE,0,0.8434440870440827,0.5122038932856124,0.5122038932856123
Aghsu district,district,2013,NA,29.76,18821,15010,739,NA,26979,NA,237.5,NA,100,29.76,237.5,10.202814064582626,9.616471924627508,6.6052979209482015,FALSE,FALSE,0,0.8524697479110613,0.5367504164033945,0.5367504164033945
Aghsu district,district,2014,NA,30.26,18840,15184,870,NA,27892,NA,222.7,NA,96.81,30.26,222.7,10.2360951883409,9.627997520849709,6.76849321164863,FALSE,FALSE,0,0.8559689095037059,0.5521629331265984,0.5521629331265983
Aghsu district,district,2015,NA,30.18,18867,15341,1294,NA,29419,NA,173.8,NA,69.91,30.18,173.8,10.289396003095074,9.638284261844774,7.165493475060845,FALSE,FALSE,0,0.8627749465516712,0.6094195628636239,0.6094195628636238
Aghsu district,district,2016,NA,30.24,18901,15430,1038,NA,29654,NA,145.8,NA,80,30.24,145.8,10.297352302577972,9.644068945357207,6.945051063725834,FALSE,FALSE,0,0.8628448714819443,0.5319418438465956,0.5319418438465954
Aghsu district,district,2017,NA,30.26,18368,15534,2302,NA,30010,NA,167,NA,80.11,30.26,167,10.309285938434412,9.650786448979593,7.741533589281828,FALSE,FALSE,0,0.864237503858911,0.5308012889715712,0.5308012889715713
Aghsu district,district,2020,63.19,NA,18622,16510,842.6,19.2,31187,4.5,NA,66,NA,63.19,4.5,10.347756620301231,9.711721536914174,6.736492349544916,FALSE,FALSE,0,0.8593925562703102,0.5115160778584736,0.5115160778584736
Aghsu district,district,2021,70.77,39.42,18895,16857,886.2,32.3,31531,7,59,75.69,60,70.77,7,10.358726467862368,9.732521279780308,6.78694265876539,FALSE,TRUE,0,0.857715738102862,0.5006881896742454,0.5006881896742454
Aghsu district,district,2022,74.44,41.42,18906,16880,980.8,32.3,31120,5.9,44.8,78.82,60,74.44,5.9,10.345605978292328,9.733884768149949,6.888368565181947,FALSE,TRUE,0,0.8555341968356336,0.5186715688620712,0.5186715688620712
Aghsu district,district,2023,76.93,41.42,18926,17012,846.4,3.8,31765,0.9,45,77.65,60.07,76.93,0.9,10.366120333700634,9.741674256373525,6.740992061104035,FALSE,TRUE,0,0.8573058323016725,0.39141696804408127,0.3914169680440812
Aghsu district,district,2024,76.93,41.44,18645,16489,959.4,3,32260,4,45.1,79.99,60.12,76.93,4,10.3815833516792,9.710448770900967,6.866308089067964,FALSE,TRUE,0,0.8647363641848096,0.5448010782689804,0.5448010782689804
Astara district,district,2008,22.15,18,22521,22049,395,41.5,18620,3.3,0.2,35.34,18.03,22.15,3.3,9.831991550831058,10.00102252837266,5.978885764901122,FALSE,FALSE,0,0.6604482589039264,0.4829174681477907,0.4829174681477906
Astara district,district,2009,21.53,17.22,22298,21793,675,48,19365,1.2,2.6,30.39,20,21.53,1.2,9.871222591948852,9.989344096295811,6.51471269087253,FALSE,FALSE,0,0.6767722055611537,0.3551243661791334,0.35512436617913345
Astara district,district,2010,12.38,15.01,22374,22027,997,48.2,21108,4.3,4.3,23.2,21.1,12.38,4.3,9.957407394525559,10.000024252584158,6.904750769961838,FALSE,FALSE,0,0.699497873311841,0.34797636106828006,0.34797636106828006
Astara district,district,2011,14.94,16.67,22233,22011,906,48,21578,1.3,7.7,30.3,22.5,14.94,1.3,9.979429556111285,9.999297607382104,6.80903930604298,FALSE,FALSE,0,0.7059701615761409,0.29910447680708124,0.2991044768070813
Astara district,district,2012,34.95,19.56,22238,22035,1005,48,29863,-2.5,1.9,37.12,30.6,34.95,-2.5,10.30437553490118,10.000387377276088,6.912742820493176,FALSE,FALSE,0,0.7920806101505636,0.4067366507498312,0.4067366507498312
Astara district,district,2013,14.27,25.43,22277,22067,1142,47.4,29925,0.6,1.7,50.1,23.5,14.27,0.6,10.306449530426175,10.001838558883081,7.040536390215956,FALSE,FALSE,0,0.7923802288925516,0.4040369237581283,0.4040369237581282
Astara district,district,2014,31.13,20.55,22300,22084,1111,48,30010,14.9,4.7,40,41.04,31.13,14.9,10.309285938434412,10.002608643403935,7.01301578963963,FALSE,FALSE,0,0.792811178164257,0.4080048015436737,0.4080048015436737
Astara district,district,2015,26.45,20.02,22329,22095,1124,48.1,30126,0.2,3,40,39.72,26.45,0.2,10.313143865262761,10.00310661756484,7.024649030453636,FALSE,FALSE,0,0.7935996462528747,0.4327704251740036,0.4327704251740036
Astara district,district,2016,32.69,29,22331,22080,1303,47.3,30166,10.7,16.4,50,42.5,32.69,10.7,10.314470741328197,10.00242750039103,7.172424577124845,FALSE,FALSE,0,0.7942777787000305,0.37790528793557143,0.3779052879355714
Astara district,district,2017,32.37,28.3,20079,19768,1132,47.2,30186,7.4,14.8,30,42.17,32.37,7.4,10.315133519719373,9.891819747668446,7.0317412587631285,FALSE,FALSE,0,0.8198748646010002,0.4195101195319823,0.41951011953198225
Astara district,district,2018,32.39,NA,20015,19769,1332,43.1,27164,20,NA,30,NA,32.39,20,10.209647846233683,9.891870333195937,7.194436851100335,FALSE,FALSE,0,0.7973259413567464,0.3530839270519924,0.35308392705199226
Astara district,district,2019,28.24,NA,20005,19760,1336,27.6,27338,22.1,NA,32.82,NA,28.24,22.1,10.216032954712599,9.89141497130186,7.197435354096591,FALSE,FALSE,0,0.798891221371179,0.3752823432106837,0.3752823432106837
Astara district,district,2020,33.07,NA,19866,19602,1319.2,22.7,27352,24.2,NA,43.32,NA,33.07,24.2,10.216544931319138,9.883386880829125,7.184780771245389,FALSE,FALSE,0,0.8009200977109149,0.38110769870066963,0.38110769870066963
Astara district,district,2021,32.62,NA,19993,19785,1349.4,23,27626,21.1,NA,41.1,NA,32.62,21.1,10.226512637259905,9.892679353819524,7.207415328193325,FALSE,TRUE,0,0.8009619798409989,0.3772359164392576,0.3772359164392576
Astara district,district,2022,32.16,NA,19819,19601,1307.8,23.2,27896,22.5,NA,41.08,NA,32.16,22.5,10.236238588355487,9.883335864325275,7.176101615127176,FALSE,TRUE,0,0.8052920009403651,0.40343203065541117,0.4034320306554111
Astara district,district,2023,33.5,NA,18254,18090,1353.3,22.8,28175,21.6,NA,43.79,NA,33.5,21.6,10.246190338907978,9.80311457838934,7.21030133308246,FALSE,TRUE,0,0.8252274322519422,0.3275070442629694,0.32750704426296934
Astara district,district,2024,37.14,NA,18072,17888,1373.6,20.6,25966,19.7,NA,48.29,NA,37.14,19.7,10.164543268920198,9.791885375954825,7.225190309583266,FALSE,TRUE,0,0.8109598357205859,0.41190396554856723,0.4119039655485672
Baku city,city,2005,14.73,12.94,3089,3024,50,46.3,3722,7.5,9.4,19.62,21.88,14.73,7.5,8.222016437202196,8.014335737299424,3.912023005428146,FALSE,FALSE,0,0.796474419913256,0.9919985188676071,0.9919985188676066
Balakan district,district,2005,26.23,NA,16976,13458,935,46.4,13964,1.4,NA,30.27,NA,26.23,1.4,9.544237868224927,9.507329003748263,6.840546529288687,FALSE,FALSE,0,0.7316109635816875,0.47670634858285715,0.47670634858285726
Balakan district,district,2008,24.16,NA,17368,13925,1769,42,14107,32.1,NA,46.19,NA,24.16,32.1,9.554426407074502,9.541441064795485,7.478169694159785,FALSE,FALSE,0,0.7253148783360205,0.3583046879454906,0.3583046879454905
Balakan district,district,2009,26.99,NA,17525,14153,2776,47,14115,7.4,NA,41.16,NA,26.99,7.4,9.55499334068759,9.55768189473384,7.9287663216266955,FALSE,FALSE,0,0.7213247645688808,0.33747212109547464,0.3374721210954747
Balakan district,district,2010,26.98,NA,17513,14289,3416,47,15625,48.7,NA,55.2,NA,26.98,48.7,9.656627474604603,9.56724528946897,8.13622555490846,FALSE,FALSE,0,0.7470445835999118,0.40322280413696937,0.4032228041369694
Balakan district,district,2011,26.99,NA,18245,15107,3214,47.2,15656,35.7,NA,51.1,NA,26.99,35.7,9.658609509075912,9.622913491543725,8.075271546297458,FALSE,FALSE,0,0.7311573262371993,0.3259487005057262,0.32594870050572616
Balakan district,district,2012,38.75,NA,18256,15272,2312,47.7,16420,22.8,NA,54.03,NA,38.75,22.8,9.70625538300642,9.633776365405584,7.7458682297922685,FALSE,FALSE,0,0.7405976768449029,0.3262069074082719,0.326206907408272
Balakan district,district,2013,29.26,NA,18341,15485,2070,47.9,18865,74.7,NA,49.8,NA,29.26,74.7,9.84506363239841,9.647627092407303,7.635303886259415,FALSE,FALSE,0,0.7730441070942812,0.3674533742989656,0.3674533742989655
Balakan district,district,2014,27.43,NA,18363,15581,2402,47.9,19996,90.8,NA,57.09,NA,27.43,90.8,9.9032875325334615,9.653807502217354,7.784057002639929,FALSE,FALSE,0,0.7859145946792848,0.3882313556991762,0.38823135569917616
Balakan district,district,2015,28.32,NA,18443,15648,2864,48,20556,76.6,NA,50.01,NA,28.32,76.6,9.93090814811212,9.6580983922746,7.9599745280805365,FALSE,FALSE,0,0.7916120717037185,0.42685721648157005,0.42685721648156993
